purchase,coupon,loyalty,age,months
36391.0,0,-0.701,28.2,12
50488.0,0,0.138,44.3,24
51355.0,0,-0.291,35.7,27
52574.0,0,1.439,31.5,24
49003.0,0,0.0,48.1,17
55799.0,1,0.324,28.8,24
57576.0,1,0.952,45.9,19
27663.0,0,-0.301,28.1,29
62220.0,1,1.437,26.6,35
42542.0,0,-0.633,45.4,17
47451.0,0,-0.808,60.1,25
46541.0,0,-0.366,43.1,23
38075.0,0,-0.115,28.9,26
34586.0,1,-1.401,41.7,21
45737.0,0,-0.035,35.3,22
29531.0,0,-1.667,31.6,24
70183.0,1,1.392,40.4,20
53144.0,0,-0.081,43.7,21
45553.0,0,-0.642,46.4,26
33988.0,0,-0.908,27.9,24
42991.0,0,-0.384,54.6,27
50638.0,0,-0.223,35.2,30
24272.0,0,-1.045,22.0,21
39127.0,0,-0.92,29.6,25
41201.0,1,-0.187,39.3,21
39499.0,0,-0.521,29.5,22
62055.0,1,0.939,40.1,23
57722.0,1,1.138,28.9,28
45972.0,0,0.016,48.3,27
61662.0,0,0.474,39.7,26
40765.0,0,-1.335,35.3,25
57950.0,0,0.637,47.8,19
55788.0,0,-0.031,28.4,14
48444.0,0,0.485,36.3,27
60130.0,0,1.6,43.8,18
20313.0,0,-2.281,41.6,27
57414.0,0,0.261,38.4,31
36456.0,0,-1.099,46.6,23
48667.0,1,0.592,32.6,20
33042.0,0,-1.313,37.6,37
35986.0,0,-0.495,29.0,23
45673.0,0,0.203,37.1,25
55086.0,0,0.614,26.1,26
32370.0,0,0.075,26.0,21
36657.0,0,-0.793,37.6,32
45922.0,0,-0.554,27.4,22
59454.0,1,0.885,45.4,20
31393.0,0,-0.005,47.5,25
17997.0,0,-1.684,43.5,24
60287.0,1,0.844,45.3,22
56228.0,1,0.416,42.9,22
50131.0,0,0.873,22.6,15
25905.0,0,-0.337,26.6,24
64343.0,1,0.828,41.0,11
15410.0,0,-1.061,26.8,22
40208.0,0,0.57,30.9,23
37730.0,0,-0.49,37.3,20
52626.0,0,0.674,40.8,18
59224.0,0,1.006,21.9,30
19112.0,0,-0.736,38.0,22
30066.0,0,-0.051,46.3,12
53506.0,1,0.039,41.5,23
63821.0,1,1.19,52.8,21
49101.0,0,0.711,33.0,22
33155.0,0,-1.219,50.5,22
43982.0,0,0.458,59.4,20
53683.0,0,0.745,44.9,28
88631.0,1,2.124,47.8,28
22846.0,0,-1.679,47.9,29
36793.0,0,-0.536,16.0,15
52177.0,0,1.333,30.8,22
28430.0,1,-1.355,48.7,26
34172.0,0,-1.199,25.0,19
59229.0,0,0.517,40.8,28
62250.0,0,1.018,43.3,27
40938.0,1,-0.669,50.5,19
55888.0,0,0.54,36.4,31
50399.0,1,0.117,46.5,29
64815.0,1,1.519,37.6,18
44344.0,1,-0.002,53.6,26
69422.0,1,0.99,31.4,24
23182.0,0,-0.903,32.4,21
46586.0,0,-0.185,41.7,35
39347.0,0,-0.097,54.5,23
57135.0,1,1.139,40.3,25
57114.0,0,0.58,37.4,29
39944.0,0,-0.752,31.5,19
45556.0,0,0.682,48.2,26
55186.0,1,0.771,30.8,22
56336.0,1,-0.112,35.2,21
47945.0,1,-0.258,34.9,26
35230.0,1,-0.194,48.9,24
13012.0,0,-1.695,29.1,31
29797.0,0,0.189,29.3,28
56857.0,0,0.235,39.7,22
23286.0,0,-0.866,38.1,28
63494.0,1,0.742,22.9,22
16245.0,0,-1.373,28.8,25
42368.0,0,-0.552,31.3,13
34634.0,0,-0.475,38.1,31
61091.0,1,1.988,29.3,15
10912.0,0,-1.599,57.4,25
39450.0,0,0.563,40.4,19
46377.0,1,0.942,49.8,16
38666.0,1,0.378,41.0,27
66272.0,1,1.182,40.1,25
52978.0,1,-1.003,45.0,20
-1207.0,1,-2.28,34.2,13
47852.0,0,0.767,19.5,28
35442.0,0,-1.196,42.1,34
36168.0,0,-0.326,30.2,21
31735.0,0,-1.179,50.8,29
54130.0,0,1.052,28.6,23
54459.0,1,0.865,39.2,23
44517.0,1,-0.72,38.0,26
52877.0,0,0.903,32.0,27
47195.0,1,0.121,33.9,25
42063.0,0,-0.139,36.0,27
55763.0,0,0.057,39.5,27
36789.0,1,-0.203,40.3,28
51087.0,1,0.615,38.2,25
50532.0,0,0.31,37.6,25
36043.0,1,-0.349,15.5,25
47143.0,0,1.006,51.6,20
48950.0,1,-0.611,44.6,19
47724.0,0,0.287,25.1,24
51045.0,0,0.422,29.4,23
59112.0,0,1.479,16.4,22
35035.0,1,-0.505,8.2,25
77202.0,1,1.743,33.1,18
54222.0,1,0.176,54.5,26
49730.0,0,-0.194,39.3,34
40572.0,0,-0.672,40.0,18
47870.0,0,0.586,38.6,36
48560.0,1,0.049,43.7,30
30626.0,1,-1.104,37.4,28
52339.0,0,-1.128,29.6,25
36075.0,0,-0.556,32.0,35
36876.0,0,-0.676,44.7,16
53064.0,0,1.09,33.9,30
58993.0,1,1.376,18.8,19
67582.0,1,0.869,43.4,28
51877.0,0,0.358,40.2,23
39987.0,1,-0.428,51.3,17
54283.0,0,0.054,39.0,24
64599.0,0,0.885,38.1,21
84375.0,1,2.131,36.9,30
47624.0,1,0.913,30.0,26
31429.0,0,-0.28,40.7,13
36634.0,0,0.038,32.8,20
36767.0,0,-0.483,27.6,22
45444.0,0,-0.782,36.9,24
34668.0,0,-0.184,38.9,28
51835.0,0,0.196,41.6,22
77330.0,1,1.836,44.7,28
50448.0,0,0.052,59.9,12
56941.0,1,1.357,35.2,17
72730.0,1,1.767,51.4,20
44709.0,0,0.079,38.0,23
68949.0,1,1.608,39.2,28
46144.0,0,0.715,46.1,25
56392.0,0,-0.418,29.4,30
53210.0,1,0.265,37.2,25
38992.0,0,0.023,44.8,14
39352.0,0,-0.232,23.5,20
38787.0,0,-0.199,28.5,24
38021.0,0,0.144,33.4,27
48294.0,1,0.434,37.6,20
41797.0,0,-0.885,45.6,26
40709.0,0,-0.009,25.1,25
21988.0,0,-1.522,51.8,21
31850.0,0,0.261,44.9,19
62223.0,1,0.624,44.0,27
58835.0,1,0.164,18.2,29
46043.0,0,0.286,41.2,25
54369.0,0,0.59,30.1,23
42612.0,0,-0.665,45.2,22
40295.0,0,-0.239,37.0,23
56300.0,1,0.511,33.6,24
53307.0,1,1.002,28.7,16
50152.0,1,0.395,35.5,23
84775.0,1,2.553,44.6,28
43211.0,0,-0.091,21.5,28
51775.0,1,1.0,30.3,37
59177.0,1,1.267,35.3,25
55006.0,0,-0.134,35.9,25
32270.0,0,-0.821,33.1,25
20972.0,0,-1.183,39.8,17
56442.0,0,0.162,38.6,23
45992.0,0,1.11,16.8,27
56346.0,1,0.272,48.1,20
70893.0,0,0.173,23.6,22
55018.0,0,-0.379,49.5,31
58787.0,1,0.561,45.6,28
24934.0,0,-2.136,20.2,28
63271.0,0,0.232,38.9,20
52821.0,1,0.028,51.5,25
45141.0,0,-1.37,51.8,30
71287.0,1,2.176,39.7,18
11131.0,0,-1.387,30.2,26
32758.0,0,-1.078,50.0,26
24203.0,0,-1.201,22.9,27
59044.0,1,1.11,23.0,28
43676.0,1,-0.888,45.7,23
54712.0,1,0.669,25.8,27
54542.0,0,0.588,43.4,21
65191.0,0,0.26,27.2,34
26910.0,1,-1.308,31.6,20
49737.0,0,-0.612,49.5,31
65941.0,1,1.673,37.2,28
44285.0,0,-1.291,44.3,18
44936.0,0,-0.832,36.0,23
47810.0,1,-0.162,33.4,19
50208.0,0,0.809,31.0,16
55324.0,1,0.252,28.7,24
42313.0,1,0.742,41.9,18
19999.0,0,-1.067,42.5,26
60722.0,1,0.945,54.6,32
44815.0,1,0.569,40.8,23
12254.0,1,-1.595,35.4,22
62647.0,0,1.54,43.0,27
90354.0,1,2.292,52.4,28
24163.0,0,-0.769,23.6,23
57552.0,1,0.056,54.7,19
76713.0,1,1.397,29.8,23
27308.0,0,-1.481,29.9,34
15145.0,0,-1.99,63.7,17
30732.0,0,-1.297,48.9,23
41102.0,0,-0.567,32.5,24
22574.0,0,-0.578,46.6,16
65736.0,1,0.607,51.6,21
56811.0,0,0.269,44.9,31
26186.0,0,-1.246,49.0,22
60323.0,1,0.567,41.6,28
68604.0,1,1.874,43.2,26
66450.0,1,1.197,26.6,21
55889.0,1,0.991,27.7,19
51602.0,1,0.02,39.9,31
59764.0,0,0.984,24.6,29
41768.0,1,-0.966,44.7,28
43642.0,0,0.751,37.2,21
41847.0,0,-0.087,49.8,32
56367.0,0,1.131,46.9,42
42124.0,0,0.466,33.9,17
34095.0,0,-1.09,11.1,19
31804.0,0,0.128,23.5,26
62187.0,1,1.218,38.0,30
37607.0,0,-1.129,58.5,21
24658.0,0,-0.559,38.2,21
26045.0,0,-0.769,43.9,27
29324.0,0,-1.496,37.8,25
41348.0,1,0.961,11.4,14
69265.0,1,1.311,44.0,23
58628.0,0,0.8,35.5,27
55667.0,1,0.243,23.0,23
52785.0,1,-0.052,45.0,32
40283.0,0,0.239,37.5,23
51691.0,0,-0.732,67.5,21
61553.0,1,0.894,15.8,30
57052.0,1,1.045,30.0,31
57828.0,0,0.933,38.5,27
55523.0,0,-0.531,34.2,36
41490.0,0,0.078,44.5,21
44343.0,0,-0.166,46.9,21
63389.0,1,1.789,42.8,20
39800.0,0,0.18,38.7,23
26467.0,1,-1.882,31.1,19
45292.0,0,0.399,39.8,27
83966.0,1,1.882,47.0,26
54669.0,0,0.685,39.2,26
45492.0,1,0.879,17.0,22
40929.0,0,0.036,54.9,29
1752.0,0,-1.971,33.1,29
26969.0,0,-1.81,46.8,27
36712.0,0,-1.246,33.0,27
45733.0,0,-0.127,48.8,27
55807.0,1,0.31,34.8,20
60971.0,1,0.689,53.0,26
33016.0,0,-0.34,51.1,25
52667.0,1,0.957,31.6,17
39062.0,0,-0.28,8.9,18
33835.0,1,-0.704,41.5,27
54084.0,1,0.852,28.2,22
34819.0,1,-0.914,47.9,27
11537.0,0,-2.729,41.8,21
27849.0,0,-1.06,34.3,24
55030.0,0,0.094,28.6,14
16010.0,0,-3.08,29.5,26
62538.0,1,-0.357,52.7,16
40753.0,1,-0.332,47.7,17
25162.0,0,-1.426,35.9,21
34955.0,1,-1.483,41.3,30
54574.0,0,-0.462,47.2,16
35709.0,0,-0.547,36.2,21
55452.0,1,1.26,20.0,24
58217.0,0,0.375,54.7,18
16761.0,0,-1.581,34.8,25
33507.0,0,-0.855,31.9,23
66488.0,0,0.705,38.3,19
60477.0,1,1.896,28.5,19
54018.0,1,0.386,27.2,19
55948.0,1,0.311,40.3,21
59853.0,0,1.861,31.0,26
44143.0,0,-0.023,42.4,29
51204.0,1,-0.309,42.1,16
26485.0,1,-1.413,57.9,16
36627.0,0,-0.513,35.4,15
78641.0,1,2.179,39.0,28
28790.0,1,-1.422,32.7,28
47445.0,1,0.011,50.1,26
30597.0,0,-1.408,43.0,16
37147.0,0,0.128,42.0,32
53802.0,0,0.888,57.1,35
34210.0,1,-0.244,41.1,24
57003.0,0,0.73,40.9,25
52764.0,0,0.721,25.1,25
48241.0,0,0.447,20.7,21
65601.0,1,1.716,33.0,33
64469.0,1,0.779,39.2,22
44789.0,0,-0.305,27.2,27
22558.0,0,-0.681,28.6,18
36791.0,1,-0.845,45.8,21
59549.0,1,0.476,32.5,18
26452.0,0,-0.324,32.3,17
68404.0,1,2.729,34.8,20
70435.0,1,1.842,27.3,24
55100.0,0,-0.215,46.8,20
60714.0,0,-0.329,52.5,31
85269.0,1,1.69,48.6,31
3637.0,0,-1.883,53.6,25
38241.0,0,-0.452,18.5,21
65567.0,1,0.951,47.3,26
25989.0,0,-0.912,36.9,30
26979.0,0,-0.477,52.0,19
36970.0,1,-0.351,31.8,26
51888.0,0,0.661,46.4,23
54026.0,1,0.138,56.1,23
40020.0,1,0.402,44.5,21
54062.0,1,0.595,39.7,18
42352.0,0,0.03,36.8,30
61917.0,1,1.111,43.8,15
34834.0,0,-0.729,36.6,25
25475.0,0,-1.436,26.9,31
26105.0,1,-1.777,44.8,23
37950.0,0,-1.621,55.2,27
57917.0,1,-0.551,42.6,20
54045.0,0,1.03,49.4,23
50069.0,0,0.174,50.9,20
30335.0,0,-0.599,39.1,20
24868.0,0,-1.07,38.0,17
32826.0,0,-0.529,30.6,24
24385.0,0,-0.404,41.0,24
38722.0,0,-0.565,43.8,26
43902.0,0,-1.433,29.3,24
38375.0,0,-0.476,35.8,27
72056.0,1,1.017,49.3,20
18906.0,0,-2.175,32.1,20
44057.0,0,-0.241,46.2,28
33007.0,0,-2.121,42.5,22
49536.0,1,0.183,35.7,32
38992.0,0,-0.747,47.7,26
15088.0,0,-2.086,44.9,31
51303.0,0,0.101,38.2,26
60856.0,1,1.817,39.7,24
61392.0,1,0.109,42.7,34
63115.0,0,1.162,43.7,15
45013.0,0,-0.072,43.1,19
25847.0,0,-2.158,45.9,19
35260.0,0,0.49,33.8,18
43892.0,1,-0.418,53.5,22
38876.0,1,-1.462,37.8,18
44003.0,0,0.785,37.0,20
63920.0,0,0.287,51.9,28
46919.0,1,-0.525,48.8,22
49776.0,0,0.868,20.2,20
25171.0,0,-0.872,38.8,28
63223.0,1,0.643,46.5,25
36738.0,0,-0.94,44.2,26
34749.0,0,0.534,22.1,23
25486.0,0,-1.101,31.8,27
68440.0,1,1.489,31.1,22
72067.0,1,0.254,45.1,24
61999.0,1,1.433,47.5,29
31514.0,0,-0.822,42.4,26
42055.0,0,-0.476,38.5,25
59235.0,1,0.84,30.7,29
17215.0,0,-2.744,49.5,32
36359.0,0,-1.067,16.8,22
45196.0,1,1.033,44.2,25
53524.0,1,0.465,44.8,22
54383.0,0,0.979,41.9,24
49941.0,1,-0.31,38.7,27
50753.0,0,0.564,40.2,21
28886.0,1,-0.731,45.5,34
29694.0,0,-1.372,32.1,23
17230.0,0,-1.695,46.1,25
34887.0,0,-0.552,38.8,29
43190.0,0,-0.549,39.7,30
38439.0,0,-0.629,12.1,20
-5979.0,1,-3.549,25.4,20
21451.0,0,-1.999,36.5,23
57602.0,0,-0.533,32.1,29
63152.0,0,0.287,47.8,25
31328.0,1,-0.579,23.8,28
20196.0,0,-0.877,50.7,19
16687.0,0,-2.308,46.7,26
74803.0,1,2.021,40.8,25
31951.0,0,-1.101,33.7,23
77141.0,1,1.683,27.0,31
64396.0,1,1.561,26.5,20
46019.0,0,0.274,31.4,19
46682.0,1,-0.573,38.5,36
37377.0,0,0.132,45.3,30
35082.0,0,-1.153,45.7,24
41424.0,0,0.261,49.4,27
37802.0,0,0.003,48.8,21
52765.0,0,0.532,31.6,21
59129.0,1,0.95,33.2,29
75172.0,1,1.733,49.3,25
40646.0,0,-0.388,30.5,20
58179.0,0,1.043,48.8,29
48679.0,1,-0.792,39.1,28
38683.0,0,-0.895,24.8,24
44241.0,0,-0.618,43.1,18
38369.0,1,-0.982,40.9,23
54642.0,0,0.98,30.6,25
61123.0,1,0.923,14.7,13
67927.0,1,1.272,41.4,26
44115.0,0,-0.025,43.1,30
47800.0,1,0.274,46.9,24
47991.0,0,-0.578,42.8,27
44414.0,1,-1.151,31.5,37
54118.0,0,0.447,21.9,27
34080.0,0,0.268,37.3,32
32765.0,0,-1.107,48.3,21
60221.0,0,0.585,37.6,30
2225.0,0,-1.742,26.4,22
48948.0,0,-0.179,21.9,23
37980.0,0,-0.63,12.3,27
44064.0,1,-0.529,40.5,15
31291.0,0,-1.083,43.1,29
48242.0,0,0.952,17.0,23
55697.0,0,0.566,32.5,28
67249.0,0,1.183,52.8,32
41361.0,1,0.13,17.3,37
29345.0,0,-1.298,53.5,27
48170.0,0,-0.379,50.2,16
36842.0,0,-1.192,47.2,23
61096.0,1,0.447,43.6,17
58572.0,1,1.199,43.7,21
38969.0,0,0.316,45.1,26
34583.0,1,-0.613,55.2,19
43302.0,0,-0.383,27.6,19
49751.0,0,0.19,21.0,23
23232.0,0,-1.46,18.9,26
48062.0,1,0.135,41.0,29
42337.0,1,0.183,48.9,21
43271.0,0,-0.56,31.5,20
35546.0,1,-0.434,43.0,22
47993.0,0,0.154,40.8,20
42105.0,0,-0.838,50.4,18
22420.0,0,-0.84,46.1,29
51046.0,0,0.76,42.9,24
66059.0,1,0.203,32.1,17
57168.0,1,1.659,34.9,21
38154.0,0,-1.008,47.6,13
19306.0,0,-1.801,40.4,26
66847.0,0,0.919,51.9,24
71658.0,1,0.934,32.4,31
40246.0,0,-0.762,48.2,12
24761.0,0,-1.493,36.8,22
36046.0,0,-0.072,42.9,20
30048.0,0,-1.778,21.5,24
45417.0,0,-0.369,45.5,26
11214.0,0,-2.211,29.6,29
43546.0,0,-0.268,50.5,21
19056.0,0,-2.151,47.2,31
32330.0,0,-0.269,32.4,25
66350.0,0,1.485,53.4,27
49017.0,0,-0.301,53.8,25
59835.0,1,0.735,56.1,24
38509.0,0,-0.677,51.1,27
23878.0,1,-0.928,35.2,30
30548.0,0,-1.535,53.3,23
68537.0,1,1.002,26.5,32
42475.0,0,-0.097,35.7,28
64745.0,1,1.582,42.3,31
34671.0,0,-1.22,22.9,18
48083.0,0,-0.265,50.9,30
49231.0,1,0.036,45.1,19
73234.0,1,1.368,37.6,29
55820.0,1,1.777,17.6,18
38394.0,0,-0.695,32.3,18
24586.0,0,-1.18,46.9,29
