entity,time,treated,post,treat_post,outcome,event_time,event_tm5,event_tm4,event_tm3,event_tm2,event_tm1
1,12,1,0,0,-0.9178752323391259,-8,0,0,0,0,0
1,13,1,0,0,-0.492414764011416,-7,0,0,0,0,0
1,14,1,0,0,2.921041263244094,-6,0,0,0,0,0
1,15,1,0,0,1.1867660513135592,-5,1,0,0,0,0
1,16,1,0,0,0.5242732666118805,-4,0,1,0,0,0
1,17,1,0,0,-2.6137463329154045,-3,0,0,1,0,0
1,18,1,0,0,-3.355515096923709,-2,0,0,0,1,0
1,19,1,0,0,2.1838888402185015,-1,0,0,0,0,1
1,20,1,1,1,2.813376848615132,0,0,0,0,0,0
1,21,1,1,1,2.5956909018988763,1,0,0,0,0,0
1,22,1,1,1,2.570236495378578,2,0,0,0,0,0
1,23,1,1,1,3.589301470524317,3,0,0,0,0,0
2,0,1,0,0,0.2619711322180651,-20,0,0,0,0,0
2,1,1,0,0,0.4393914739175814,-19,0,0,0,0,0
2,2,1,0,0,2.729041505996636,-18,0,0,0,0,0
2,3,1,0,0,2.095184654786709,-17,0,0,0,0,0
2,4,1,0,0,-0.7488319986224425,-16,0,0,0,0,0
2,5,1,0,0,4.157024469469654,-15,0,0,0,0,0
2,6,1,0,0,1.962573295471488,-14,0,0,0,0,0
2,7,1,0,0,2.6350514003158176,-13,0,0,0,0,0
2,8,1,0,0,6.9751622663878114,-12,0,0,0,0,0
2,9,1,0,0,3.518328222550639,-11,0,0,0,0,0
2,10,1,0,0,3.496825776891217,-10,0,0,0,0,0
2,11,1,0,0,-1.8954316036688963,-9,0,0,0,0,0
2,12,1,0,0,3.1107317467701083,-8,0,0,0,0,0
2,13,1,0,0,4.554687698505936,-7,0,0,0,0,0
2,14,1,0,0,2.593436634472466,-6,0,0,0,0,0
2,15,1,0,0,1.9111784068782152,-5,1,0,0,0,0
2,16,1,0,0,3.3973538564446084,-4,0,1,0,0,0
2,17,1,0,0,0.06982807053833329,-3,0,0,1,0,0
2,18,1,0,0,0.821754515005694,-2,0,0,0,1,0
2,19,1,0,0,3.8303667770776806,-1,0,0,0,0,1
2,20,1,1,1,5.180263332904865,0,0,0,0,0,0
2,21,1,1,1,5.723066459622709,1,0,0,0,0,0
2,22,1,1,1,8.287789902357426,2,0,0,0,0,0
2,23,1,1,1,6.118089261717414,3,0,0,0,0,0
3,0,0,0,0,1.6976552594925276,0,0,0,0,0,0
3,1,0,0,0,2.5210428903086086,0,0,0,0,0,0
3,2,0,0,0,4.987691941981112,0,0,0,0,0,0
3,3,0,0,0,6.411292188257189,0,0,0,0,0,0
3,4,0,0,0,2.9455935421044606,0,0,0,0,0,0
3,5,0,0,0,5.853986874098342,0,0,0,0,0,0
3,6,0,0,0,5.209728385834457,0,0,0,0,0,0
3,7,0,0,0,1.9137839336430966,0,0,0,0,0,0
3,8,0,0,0,6.011234925548275,0,0,0,0,0,0
3,9,0,0,0,4.576282029141533,0,0,0,0,0,0
3,10,0,0,0,5.273978683216585,0,0,0,0,0,0
3,11,0,0,0,4.208664845065142,0,0,0,0,0,0
3,12,0,0,0,3.591273055230932,0,0,0,0,0,0
3,13,0,0,0,7.045689388061154,0,0,0,0,0,0
3,14,0,0,0,7.327119829006787,0,0,0,0,0,0
3,15,0,0,0,7.7123743321261085,0,0,0,0,0,0
3,16,0,0,0,4.338419761124362,0,0,0,0,0,0
3,17,0,0,0,0.24681172043969646,0,0,0,0,0,0
3,18,0,0,0,2.1248818369205216,0,0,0,0,0,0
3,19,0,0,0,4.749617774913283,0,0,0,0,0,0
3,20,0,1,0,8.747339627585331,0,0,0,0,0,0
3,21,0,1,0,4.488039422768442,0,0,0,0,0,0
3,22,0,1,0,6.3702476393614,0,0,0,0,0,0
3,23,0,1,0,5.106163035996855,0,0,0,0,0,0
4,0,0,0,0,-1.031637314037818,0,0,0,0,0,0
4,1,0,0,0,-2.302431014606587,0,0,0,0,0,0
4,2,0,0,0,2.577359020623236,0,0,0,0,0,0
4,3,0,0,0,1.5531332074863902,0,0,0,0,0,0
4,4,0,0,0,-4.741753003803548,0,0,0,0,0,0
4,5,0,0,0,-1.443362114197635,0,0,0,0,0,0
4,6,0,0,0,-2.2420726614560738,0,0,0,0,0,0
4,7,0,0,0,-0.9911402642359948,0,0,0,0,0,0
4,8,0,0,0,0.6596107608383733,0,0,0,0,0,0
4,9,0,0,0,2.3046513287234056,0,0,0,0,0,0
4,10,0,0,0,3.8045063225172315,0,0,0,0,0,0
4,11,0,0,0,-2.034464586197586,0,0,0,0,0,0
4,12,0,0,0,-2.5342902129579787,0,0,0,0,0,0
4,13,0,0,0,1.5462020019306844,0,0,0,0,0,0
4,14,0,0,0,1.3256714192941634,0,0,0,0,0,0
4,15,0,0,0,-0.35213786336990793,0,0,0,0,0,0
4,16,0,0,0,0.525519738648965,0,0,0,0,0,0
4,17,0,0,0,-4.353642216822233,0,0,0,0,0,0
4,18,0,0,0,-1.0218664660734347,0,0,0,0,0,0
4,19,0,0,0,2.280274460553227,0,0,0,0,0,0
4,20,0,1,0,1.104163374244845,0,0,0,0,0,0
4,21,0,1,0,-0.38980668752439673,0,0,0,0,0,0
4,22,0,1,0,1.6904169080842006,0,0,0,0,0,0
4,23,0,1,0,0.056709647624015806,0,0,0,0,0,0
5,0,1,0,0,-0.8342283044183696,-20,0,0,0,0,0
5,1,1,0,0,0.5323460797331743,-19,0,0,0,0,0
5,2,1,0,0,1.4227931407012382,-18,0,0,0,0,0
5,3,1,0,0,1.9811477002475093,-17,0,0,0,0,0
5,4,1,0,0,-2.7461872658168414,-16,0,0,0,0,0
5,5,1,0,0,0.2942013052066559,-15,0,0,0,0,0
5,6,1,0,0,-1.2083040486016927,-14,0,0,0,0,0
5,7,1,0,0,-3.785102928949482,-13,0,0,0,0,0
5,8,1,0,0,-1.7302108829765668,-12,0,0,0,0,0
5,9,1,0,0,1.607122371308368,-11,0,0,0,0,0
5,10,1,0,0,-0.12374400935919616,-10,0,0,0,0,0
5,11,1,0,0,-2.4403001303522474,-9,0,0,0,0,0
5,12,1,0,0,-2.122829735325067,-8,0,0,0,0,0
5,13,1,0,0,-2.7226287655111587,-7,0,0,0,0,0
5,14,1,0,0,1.7846361963021278,-6,0,0,0,0,0
5,15,1,0,0,-2.2825570546229588,-5,1,0,0,0,0
5,16,1,0,0,-0.953430755363954,-4,0,1,0,0,0
5,17,1,0,0,-4.2547612293034325,-3,0,0,1,0,0
5,18,1,0,0,-3.5970499901009836,-2,0,0,0,1,0
5,19,1,0,0,3.263210985640173,-1,0,0,0,0,1
5,20,1,1,1,4.552895686400727,0,0,0,0,0,0
5,21,1,1,1,2.3279334035857917,1,0,0,0,0,0
5,22,1,1,1,1.748347214622447,2,0,0,0,0,0
5,23,1,1,1,5.95441511533642,3,0,0,0,0,0
6,0,0,0,0,6.063070667213557,0,0,0,0,0,0
6,1,0,0,0,5.861514141030156,0,0,0,0,0,0
6,2,0,0,0,8.095031865367318,0,0,0,0,0,0
6,3,0,0,0,5.447589943048894,0,0,0,0,0,0
6,4,0,0,0,1.8746691610968036,0,0,0,0,0,0
6,5,0,0,0,6.957836001304193,0,0,0,0,0,0
6,6,0,0,0,3.0246192644759815,0,0,0,0,0,0
6,7,0,0,0,2.7170463295814833,0,0,0,0,0,0
6,8,0,0,0,3.4572924855681126,0,0,0,0,0,0
6,9,0,0,0,5.641908874878943,0,0,0,0,0,0
6,10,0,0,0,9.092151280666803,0,0,0,0,0,0
6,11,0,0,0,2.557832763351345,0,0,0,0,0,0
6,12,0,0,0,3.6424433350538696,0,0,0,0,0,0
6,13,0,0,0,5.87681585798498,0,0,0,0,0,0
6,14,0,0,0,4.270387740005107,0,0,0,0,0,0
6,15,0,0,0,5.197362505962945,0,0,0,0,0,0
6,16,0,0,0,6.265930776253853,0,0,0,0,0,0
6,17,0,0,0,3.0909128967007318,0,0,0,0,0,0
6,18,0,0,0,4.822251678080068,0,0,0,0,0,0
6,19,0,0,0,4.372442442106725,0,0,0,0,0,0
6,20,0,1,0,10.215692200291588,0,0,0,0,0,0
6,21,0,1,0,3.497506098517026,0,0,0,0,0,0
6,22,0,1,0,4.824824642411528,0,0,0,0,0,0
6,23,0,1,0,5.104822554807439,0,0,0,0,0,0
7,0,1,0,0,3.6706242913777656,-20,0,0,0,0,0
7,1,1,0,0,1.351863434189829,-19,0,0,0,0,0
7,2,1,0,0,3.017661155054936,-18,0,0,0,0,0
7,3,1,0,0,1.047127054875859,-17,0,0,0,0,0
7,4,1,0,0,-1.3814538803863623,-16,0,0,0,0,0
7,5,1,0,0,-0.04197023108815756,-15,0,0,0,0,0
7,6,1,0,0,-0.4181496357640666,-14,0,0,0,0,0
7,7,1,0,0,3.2630616646354342,-13,0,0,0,0,0
7,8,1,0,0,5.510552475867317,-12,0,0,0,0,0
7,9,1,0,0,4.171685012641066,-11,0,0,0,0,0
7,10,1,0,0,3.4663672688093032,-10,0,0,0,0,0
7,11,1,0,0,0.7116324944737153,-9,0,0,0,0,0
7,12,1,0,0,5.205874828431781,-8,0,0,0,0,0
7,13,1,0,0,3.572294313421642,-7,0,0,0,0,0
7,14,1,0,0,5.61800170414317,-6,0,0,0,0,0
7,15,1,0,0,1.0402694230208196,-5,1,0,0,0,0
7,16,1,0,0,2.0223311448068326,-4,0,1,0,0,0
7,17,1,0,0,1.0603782846272356,-3,0,0,1,0,0
7,18,1,0,0,0.09903318103342817,-2,0,0,0,1,0
7,19,1,0,0,1.0812903585141358,-1,0,0,0,0,1
7,20,1,1,1,9.285595387116569,0,0,0,0,0,0
7,21,1,1,1,3.585583427641063,1,0,0,0,0,0
7,22,1,1,1,9.826346445667152,2,0,0,0,0,0
7,23,1,1,1,6.405849006702951,3,0,0,0,0,0
8,0,0,0,0,-2.741652951134655,0,0,0,0,0,0
8,1,0,0,0,-1.6707099895692799,0,0,0,0,0,0
8,2,0,0,0,0.5430744617877055,0,0,0,0,0,0
8,3,0,0,0,-1.4508357277464743,0,0,0,0,0,0
8,4,0,0,0,-4.623106076601744,0,0,0,0,0,0
8,5,0,0,0,0.567230481764732,0,0,0,0,0,0
8,6,0,0,0,-2.875382341604941,0,0,0,0,0,0
8,7,0,0,0,-3.695622905776192,0,0,0,0,0,0
8,8,0,0,0,-0.7183035414976601,0,0,0,0,0,0
8,9,0,0,0,2.0815925279570875,0,0,0,0,0,0
8,10,0,0,0,2.6329624516210974,0,0,0,0,0,0
8,11,0,0,0,-2.5438373363364275,0,0,0,0,0,0
8,12,0,0,0,-1.1548767084536995,0,0,0,0,0,0
8,13,0,0,0,-1.6904475808953976,0,0,0,0,0,0
8,14,0,0,0,1.8577990713683503,0,0,0,0,0,0
8,15,0,0,0,-1.5391661177978244,0,0,0,0,0,0
8,16,0,0,0,-2.8449330480237163,0,0,0,0,0,0
8,17,0,0,0,-6.3026005237145855,0,0,0,0,0,0
8,18,0,0,0,-5.63169156238898,0,0,0,0,0,0
8,19,0,0,0,-0.7871756052882799,0,0,0,0,0,0
8,20,0,1,0,3.0469628759569516,0,0,0,0,0,0
8,21,0,1,0,0.7768462627934645,0,0,0,0,0,0
8,22,0,1,0,-0.06063417523222381,0,0,0,0,0,0
8,23,0,1,0,-1.2970241368665316,0,0,0,0,0,0
9,0,1,0,0,0.5804262979271764,-20,0,0,0,0,0
9,1,1,0,0,0.7246223524481571,-19,0,0,0,0,0
9,2,1,0,0,5.138325709156844,-18,0,0,0,0,0
9,3,1,0,0,1.5301345695141522,-17,0,0,0,0,0
9,4,1,0,0,-0.4746856982960763,-16,0,0,0,0,0
9,5,1,0,0,1.9170108727428514,-15,0,0,0,0,0
9,6,1,0,0,2.138477636527045,-14,0,0,0,0,0
9,7,1,0,0,-0.13272456328683713,-13,0,0,0,0,0
9,8,1,0,0,1.931390684077063,-12,0,0,0,0,0
9,9,1,0,0,6.558155635509752,-11,0,0,0,0,0
9,10,1,0,0,5.088080992810668,-10,0,0,0,0,0
9,11,1,0,0,-2.7388225658902057,-9,0,0,0,0,0
9,12,1,0,0,0.3390951113706032,-8,0,0,0,0,0
9,13,1,0,0,4.097591376232883,-7,0,0,0,0,0
9,14,1,0,0,1.7837796811823292,-6,0,0,0,0,0
9,15,1,0,0,1.8253491493519811,-5,1,0,0,0,0
9,16,1,0,0,2.2569463326349473,-4,0,1,0,0,0
9,17,1,0,0,-1.6337096843920382,-3,0,0,1,0,0
9,18,1,0,0,-0.777958686772159,-2,0,0,0,1,0
9,19,1,0,0,0.11770515260087056,-1,0,0,0,0,1
9,20,1,1,1,9.345807462749619,0,0,0,0,0,0
9,21,1,1,1,3.3700211238018443,1,0,0,0,0,0
9,22,1,1,1,7.19046550360633,2,0,0,0,0,0
9,23,1,1,1,5.6217141930663,3,0,0,0,0,0
10,0,0,0,0,-0.7931203130768223,0,0,0,0,0,0
10,1,0,0,0,-2.961485730710802,0,0,0,0,0,0
10,2,0,0,0,1.0297254652916452,0,0,0,0,0,0
10,3,0,0,0,0.1356473046213278,0,0,0,0,0,0
10,4,0,0,0,-3.607521002017135,0,0,0,0,0,0
10,5,0,0,0,0.9894463679655892,0,0,0,0,0,0
10,6,0,0,0,-2.876490235133001,0,0,0,0,0,0
10,7,0,0,0,-3.7404382440059383,0,0,0,0,0,0
10,8,0,0,0,1.8732665486166067,0,0,0,0,0,0
10,9,0,0,0,-2.3838679359036936,0,0,0,0,0,0
10,10,0,0,0,2.827355580609019,0,0,0,0,0,0
10,11,0,0,0,-3.522174487997126,0,0,0,0,0,0
10,12,0,0,0,-2.0155220736252604,0,0,0,0,0,0
10,13,0,0,0,-1.7512401173104897,0,0,0,0,0,0
10,14,0,0,0,0.4885439475036122,0,0,0,0,0,0
10,15,0,0,0,-0.4418942151565943,0,0,0,0,0,0
10,16,0,0,0,-0.6052763795689617,0,0,0,0,0,0
10,17,0,0,0,-2.863893300748835,0,0,0,0,0,0
10,18,0,0,0,-3.649356817401113,0,0,0,0,0,0
10,19,0,0,0,-1.9336163923571146,0,0,0,0,0,0
10,20,0,1,0,0.05602160842764947,0,0,0,0,0,0
10,21,0,1,0,-2.0490751765448065,0,0,0,0,0,0
10,22,0,1,0,1.30332739898992,0,0,0,0,0,0
10,23,0,1,0,-0.5625020315637999,0,0,0,0,0,0
11,0,1,0,0,-1.3616212179624902,-20,0,0,0,0,0
11,1,1,0,0,-1.6080257210389988,-19,0,0,0,0,0
11,2,1,0,0,0.7985810586349176,-18,0,0,0,0,0
11,3,1,0,0,2.7036892647769575,-17,0,0,0,0,0
11,4,1,0,0,-4.313929543861346,-16,0,0,0,0,0
11,5,1,0,0,-1.3969346243337388,-15,0,0,0,0,0
11,6,1,0,0,0.6225966881869915,-14,0,0,0,0,0
11,7,1,0,0,-0.9504159387025908,-13,0,0,0,0,0
11,8,1,0,0,2.5502950023366875,-12,0,0,0,0,0
11,9,1,0,0,0.4984118808368661,-11,0,0,0,0,0
11,10,1,0,0,1.9298346672432807,-10,0,0,0,0,0
11,11,1,0,0,-5.254898495764589,-9,0,0,0,0,0
11,12,1,0,0,-0.839604396041947,-8,0,0,0,0,0
11,13,1,0,0,-0.9712483352847977,-7,0,0,0,0,0
11,14,1,0,0,-1.4786859397429508,-6,0,0,0,0,0
11,15,1,0,0,-0.8066371303743858,-5,1,0,0,0,0
11,16,1,0,0,-4.483704201532429,-4,0,1,0,0,0
11,17,1,0,0,-6.478918984319155,-3,0,0,1,0,0
11,18,1,0,0,-3.2458878206641586,-2,0,0,0,1,0
11,19,1,0,0,1.0848836495678076,-1,0,0,0,0,1
11,20,1,1,1,5.1210765264506914,0,0,0,0,0,0
11,21,1,1,1,1.9217350209227597,1,0,0,0,0,0
11,22,1,1,1,5.174864473217721,2,0,0,0,0,0
11,23,1,1,1,2.7264472194281266,3,0,0,0,0,0
12,0,0,0,0,-0.9122507680050089,0,0,0,0,0,0
12,1,0,0,0,-0.3058074009093323,0,0,0,0,0,0
12,2,0,0,0,2.416799483655117,0,0,0,0,0,0
12,3,0,0,0,1.8563396804698002,0,0,0,0,0,0
12,4,0,0,0,-4.446212298877353,0,0,0,0,0,0
12,5,0,0,0,1.8854380513261226,0,0,0,0,0,0
12,6,0,0,0,-0.17389800638195096,0,0,0,0,0,0
12,7,0,0,0,-0.2145044490827036,0,0,0,0,0,0
12,8,0,0,0,2.36732394483583,0,0,0,0,0,0
12,9,0,0,0,-0.8905110422835958,0,0,0,0,0,0
12,10,0,0,0,1.2365063249334978,0,0,0,0,0,0
12,11,0,0,0,-1.115491227880458,0,0,0,0,0,0
12,12,0,0,0,0.024234625549162586,0,0,0,0,0,0
12,13,0,0,0,1.7774976410047714,0,0,0,0,0,0
12,14,0,0,0,3.1304995044402846,0,0,0,0,0,0
12,15,0,0,0,2.041888323408367,0,0,0,0,0,0
12,16,0,0,0,0.8232565830173892,0,0,0,0,0,0
12,17,0,0,0,-1.956318695638615,0,0,0,0,0,0
12,18,0,0,0,-4.065211642269464,0,0,0,0,0,0
12,19,0,0,0,0.29805328617371263,0,0,0,0,0,0
12,20,0,1,0,4.241604586802556,0,0,0,0,0,0
12,21,0,1,0,2.172536792703137,0,0,0,0,0,0
12,22,0,1,0,5.045009105859425,0,0,0,0,0,0
12,23,0,1,0,0.20731924641980082,0,0,0,0,0,0
13,0,0,0,0,-7.635325803909201,0,0,0,0,0,0
13,1,0,0,0,-6.297617746768299,0,0,0,0,0,0
13,2,0,0,0,-0.5544978998402055,0,0,0,0,0,0
13,3,0,0,0,-4.880311952515627,0,0,0,0,0,0
13,4,0,0,0,-6.939026762599404,0,0,0,0,0,0
13,5,0,0,0,-4.836713440822841,0,0,0,0,0,0
13,6,0,0,0,-4.780137515163343,0,0,0,0,0,0
13,7,0,0,0,-5.553814964757193,0,0,0,0,0,0
13,8,0,0,0,-4.267355957529431,0,0,0,0,0,0
13,9,0,0,0,-5.208416559874724,0,0,0,0,0,0
13,10,0,0,0,-4.280922152634422,0,0,0,0,0,0
13,11,0,0,0,-5.184708019591952,0,0,0,0,0,0
13,12,0,0,0,-5.041527732955652,0,0,0,0,0,0
13,13,0,0,0,-5.727789361324036,0,0,0,0,0,0
13,14,0,0,0,-4.302213437665274,0,0,0,0,0,0
13,15,0,0,0,-9.294498865312324,0,0,0,0,0,0
13,16,0,0,0,-3.944650499328311,0,0,0,0,0,0
13,17,0,0,0,-6.623415341616219,0,0,0,0,0,0
13,18,0,0,0,-8.337870713697514,0,0,0,0,0,0
13,19,0,0,0,-3.814587460424863,0,0,0,0,0,0
13,20,0,1,0,-6.283659419027362,0,0,0,0,0,0
13,21,0,1,0,-6.613932721198185,0,0,0,0,0,0
13,22,0,1,0,-1.7311064768931415,0,0,0,0,0,0
13,23,0,1,0,-3.5442476187830034,0,0,0,0,0,0
14,0,0,0,0,-6.118391078732619,0,0,0,0,0,0
14,1,0,0,0,-6.118108427411078,0,0,0,0,0,0
14,2,0,0,0,-1.8659009005567775,0,0,0,0,0,0
14,3,0,0,0,-4.9095945782288055,0,0,0,0,0,0
14,4,0,0,0,-11.197873602557078,0,0,0,0,0,0
14,5,0,0,0,-4.535884268260317,0,0,0,0,0,0
14,6,0,0,0,-5.340239067743366,0,0,0,0,0,0
14,7,0,0,0,-4.844580970953984,0,0,0,0,0,0
14,8,0,0,0,-6.113194560601361,0,0,0,0,0,0
14,9,0,0,0,-3.2971214123743797,0,0,0,0,0,0
14,10,0,0,0,-3.4251487414393864,0,0,0,0,0,0
14,11,0,0,0,-8.505066401255045,0,0,0,0,0,0
14,12,0,0,0,-5.061668336856587,0,0,0,0,0,0
14,13,0,0,0,-3.3911745873142687,0,0,0,0,0,0
14,14,0,0,0,-3.6597017053409453,0,0,0,0,0,0
14,15,0,0,0,-3.0504630602974703,0,0,0,0,0,0
14,16,0,0,0,-6.02511146216722,0,0,0,0,0,0
14,17,0,0,0,-8.057448651587155,0,0,0,0,0,0
14,18,0,0,0,-8.280673767653344,0,0,0,0,0,0
14,19,0,0,0,-4.772950462683435,0,0,0,0,0,0
14,20,0,1,0,-3.300811680248238,0,0,0,0,0,0
14,21,0,1,0,-7.4699070445485525,0,0,0,0,0,0
14,22,0,1,0,-3.4549869376249895,0,0,0,0,0,0
14,23,0,1,0,-4.365270442907385,0,0,0,0,0,0
15,0,1,0,0,-6.550754739573533,-20,0,0,0,0,0
15,1,1,0,0,-2.7610643983622785,-19,0,0,0,0,0
15,2,1,0,0,0.4905829873278078,-18,0,0,0,0,0
15,3,1,0,0,-0.22774252255018612,-17,0,0,0,0,0
15,4,1,0,0,-3.405990289584648,-16,0,0,0,0,0
15,5,1,0,0,0.23833674796743676,-15,0,0,0,0,0
15,6,1,0,0,-3.387572732358879,-14,0,0,0,0,0
15,7,1,0,0,-4.145324846721305,-13,0,0,0,0,0
15,8,1,0,0,0.4057465922835989,-12,0,0,0,0,0
15,9,1,0,0,-0.44578329723729804,-11,0,0,0,0,0
15,10,1,0,0,-1.6663833781759572,-10,0,0,0,0,0
15,11,1,0,0,0.19591498093269966,-9,0,0,0,0,0
15,12,1,0,0,-2.771373736351138,-8,0,0,0,0,0
15,13,1,0,0,-1.9641219989486058,-7,0,0,0,0,0
15,14,1,0,0,-3.0239674178411677,-6,0,0,0,0,0
15,15,1,0,0,-1.3681079248452548,-5,1,0,0,0,0
15,16,1,0,0,-3.540084309745364,-4,0,1,0,0,0
15,17,1,0,0,-3.856601696383235,-3,0,0,1,0,0
15,18,1,0,0,-2.626341101427628,-2,0,0,0,1,0
15,19,1,0,0,-1.5202137645206293,-1,0,0,0,0,1
15,20,1,1,1,3.494841147145036,0,0,0,0,0,0
15,21,1,1,1,2.804798284407127,1,0,0,0,0,0
15,22,1,1,1,-1.0149173772340885,2,0,0,0,0,0
15,23,1,1,1,0.17065069190352222,3,0,0,0,0,0
16,0,1,0,0,-5.834994603473296,-20,0,0,0,0,0
16,1,1,0,0,-4.2401285867634595,-19,0,0,0,0,0
16,2,1,0,0,-0.9959352246257471,-18,0,0,0,0,0
16,3,1,0,0,-3.943150731286235,-17,0,0,0,0,0
16,4,1,0,0,-7.546133690898263,-16,0,0,0,0,0
16,5,1,0,0,-3.550162877892916,-15,0,0,0,0,0
16,6,1,0,0,-4.334841789595208,-14,0,0,0,0,0
16,7,1,0,0,-4.065003262818545,-13,0,0,0,0,0
16,8,1,0,0,-0.4492945997649149,-12,0,0,0,0,0
16,9,1,0,0,0.6065021788082521,-11,0,0,0,0,0
16,10,1,0,0,-0.19548173076788888,-10,0,0,0,0,0
16,11,1,0,0,-6.027889586676194,-9,0,0,0,0,0
16,12,1,0,0,-3.6618619931967316,-8,0,0,0,0,0
16,13,1,0,0,1.185527607042439,-7,0,0,0,0,0
16,14,1,0,0,0.4343959322723938,-6,0,0,0,0,0
16,15,1,0,0,-4.657598675004139,-5,1,0,0,0,0
16,16,1,0,0,-1.0367540398852353,-4,0,1,0,0,0
16,17,1,0,0,-5.8332670937114495,-3,0,0,1,0,0
16,18,1,0,0,-6.433509561619515,-2,0,0,0,1,0
16,19,1,0,0,0.6801561876779703,-1,0,0,0,0,1
16,20,1,1,1,0.059512761120526836,0,0,0,0,0,0
16,21,1,1,1,-3.7031799745664737,1,0,0,0,0,0
16,22,1,1,1,2.7304993018714896,2,0,0,0,0,0
16,23,1,1,1,0.07631508651631574,3,0,0,0,0,0
17,0,1,0,0,-0.3058982011978618,-20,0,0,0,0,0
17,1,1,0,0,-0.5206698032742191,-19,0,0,0,0,0
17,2,1,0,0,2.699246399147566,-18,0,0,0,0,0
17,3,1,0,0,0.9428137226756798,-17,0,0,0,0,0
17,4,1,0,0,-3.5223277083212468,-16,0,0,0,0,0
17,5,1,0,0,1.0180446030222692,-15,0,0,0,0,0
17,6,1,0,0,-0.44759942127336105,-14,0,0,0,0,0
17,7,1,0,0,-1.6539776593541984,-13,0,0,0,0,0
17,8,1,0,0,1.348340776469792,-12,0,0,0,0,0
17,9,1,0,0,-0.7493982397155996,-11,0,0,0,0,0
17,10,1,0,0,3.8322655383509714,-10,0,0,0,0,0
17,11,1,0,0,-0.15031314518474226,-9,0,0,0,0,0
17,12,1,0,0,0.19695399733964394,-8,0,0,0,0,0
17,13,1,0,0,1.9612554377325644,-7,0,0,0,0,0
17,14,1,0,0,3.3041983567384827,-6,0,0,0,0,0
17,15,1,0,0,-1.1016091728112065,-5,1,0,0,0,0
17,16,1,0,0,-0.22744640887241951,-4,0,1,0,0,0
17,17,1,0,0,-0.4774530357806702,-3,0,0,1,0,0
17,18,1,0,0,-1.138416022636816,-2,0,0,0,1,0
17,19,1,0,0,5.632774377097677,-1,0,0,0,0,1
17,20,1,1,1,8.434640288083434,0,0,0,0,0,0
17,21,1,1,1,4.548239965207679,1,0,0,0,0,0
17,22,1,1,1,4.157205419978141,2,0,0,0,0,0
17,23,1,1,1,3.169178542976727,3,0,0,0,0,0
18,0,1,0,0,-5.666830728796152,-20,0,0,0,0,0
18,1,1,0,0,-3.2257137438031447,-19,0,0,0,0,0
18,2,1,0,0,-4.721260040815355,-18,0,0,0,0,0
18,3,1,0,0,-2.7247645628412087,-17,0,0,0,0,0
18,4,1,0,0,-6.710227136271827,-16,0,0,0,0,0
18,5,1,0,0,-4.362340087529031,-15,0,0,0,0,0
18,6,1,0,0,-2.2976323155283147,-14,0,0,0,0,0
18,7,1,0,0,-5.786628820060375,-13,0,0,0,0,0
18,8,1,0,0,-1.0991056503270056,-12,0,0,0,0,0
