income,training,education,age
686.8599813705968,1,10.596405149438166,32.52679137073307
736.7757663228052,1,17.89509549280414,45.28078864157642
538.5413874677799,0,16.177958154373258,46.19889609636129
671.3212395965467,1,11.58972545227338,43.30022251238457
638.0247624986599,1,10.04417693698882,34.387221826409444
733.3526612793576,1,16.523691427638674,33.13288761292198
777.1411303277268,1,15.654858750780937,42.930048481081094
701.0255480958531,1,15.832057344327898,50.98286900835075
737.6499177856525,1,16.170162773487565,53.402011867701866
437.61702698835234,0,10.592357213872724,28.17717413211273
576.8448271920428,0,12.867725828354182,29.644858377931595
708.127413320902,1,10.926952476201038,53.34208776349239
824.8119990703319,1,16.90482740700475,47.09605685004378
581.1929778932024,0,14.986385014620463,51.489814744893195
458.76176818262036,0,12.647184198821193,31.078979024060295
656.588322685831,1,10.50846680228819,42.627576133282055
706.9374946572021,1,12.487858573725298,46.03418783252421
745.3468288624227,1,12.601466576213976,45.403356563409176
618.0169569573983,0,15.836849426704513,37.244550726000945
708.4525066941295,1,15.100459770841706,25.461846750739255
823.3721351794533,1,17.097701940610612,42.4877817041279
644.0540210279476,1,13.777719401295595,32.59304617538827
459.1426662247548,0,10.956753967506414,38.50762738428671
560.5565391139197,0,15.70595829778396,53.72743045251452
756.2230767464654,1,16.08628038893518,36.97105952927304
735.0612034800535,1,14.49021758055597,50.1940481999328
760.8964366342565,1,16.16773743963649,30.656218172477534
498.2268308043575,0,13.950364770915126,45.173814940750866
760.692237042383,1,14.181862635055953,54.3102086331683
519.8181968322031,0,13.420328146868396,28.056793026188103
325.5339512577082,0,10.20335301395276,25.24959826681576
583.050987942642,0,10.863131415946436,38.00748377897843
422.95020151303737,0,10.251433485493873,27.778764491541015
467.4718451387058,0,15.091283290110244,47.45153049028694
742.1451490666524,1,12.514847848610614,52.436459915456766
526.7625438822101,0,14.068565529317622,38.02062918126276
740.550867634757,1,17.260531791408745,32.76134926466323
729.2754516015387,1,11.994337833191,38.03209957019829
766.4146783762757,1,13.283063384285038,46.70343453550003
720.785073176029,1,16.04440910834439,25.27162484741113
716.0400330337166,1,11.83038532393298,42.683619684540915
484.2159183474149,0,10.615839278630343,43.39875054662137
605.9366590322887,0,12.318011623310145,44.13064740687807
392.16874075087117,0,11.289770298032035,32.260662399426316
607.811047095935,0,17.437581218740583,46.421581701343804
533.450910877029,0,16.464963036515336,27.741744589953292
749.2161534323534,1,15.067230052083389,30.978110094004023
735.4014563310361,1,16.97168472150174,51.32410139963446
679.3165246372314,1,16.429376615192915,47.16169452179699
456.466657732255,0,11.492560471088286,25.412366620340357
756.456958525565,1,17.140471987919824,32.451287811094005
583.4976229716453,0,14.314737935325205,31.432194489794938
671.8230938771458,1,16.4595212413125,33.12418984110918
800.4216241927915,1,17.168730399387947,32.426793108396595
764.6477907925014,1,12.544027799774911,26.875788872285373
460.62263306091114,0,10.880415396221414,38.768215497904606
453.7511212611266,0,11.823481300335533,46.98200424358495
510.51007154105145,0,13.41686230901005,43.20195174152309
764.5859761923339,1,16.544118127379946,45.18615005794239
753.6638039894665,1,16.885844666050748,27.434475356087177
670.7772351871968,1,10.055617044249527,53.54472130530362
826.0519465707408,1,14.085978420620526,50.154755015290746
680.747980094287,1,13.339288025190232,49.15270955486988
438.76122210160673,0,11.776862483765843,49.68951415125302
578.6633110263563,0,10.958922938669463,52.98131524398284
589.985651098702,1,12.700921371229024,41.32761898341093
733.6066696587352,1,17.543277631300153,31.008460536028778
864.8134215148597,1,12.585623456166042,43.503508235576234
741.5039825650236,1,14.15032497394693,47.28644481003817
519.7364579344711,0,15.624151671161423,47.13752180062076
512.6960912711947,0,12.909036819034352,40.6434707250064
545.2350952355606,0,17.774256661767687,27.05376158000734
765.3446804037122,1,17.69957835953689,36.133388152903834
760.9595637688984,1,12.014258366602913,52.62299825390072
675.1218692490597,1,13.977988047139084,42.533467292722776
593.9326748328663,0,12.407026478534156,41.149958297671404
495.63338983832443,0,12.278723955019741,33.065605431465805
673.7393128634425,1,10.295095578836262,36.05346759749737
729.2205514135608,1,14.876514671839175,51.86038267459508
798.8023675342581,1,14.021432185830893,44.993891425805074
489.18966211705543,0,10.411830009999914,48.62161080256999
513.2062894591589,0,12.229171713892892,38.63036269202965
721.5125793472571,1,17.26612708773323,43.907416583684736
426.255370346819,0,11.916495125335778,32.45150826229623
728.3750035401766,1,11.159158976729785,46.16382490850459
689.8490318270772,1,13.915622082220505,37.82804001110012
720.8034888319374,1,17.885203632884807,38.27636544444237
669.3266270365718,1,11.936442172092004,44.47966973730645
802.6468026950621,1,15.377084379247028,53.0884186440678
490.7030319740414,0,16.09295692262974,26.920190398258626
711.8476428416826,1,11.901100351939197,49.74229712041023
539.4518292848754,0,15.825730788894877,33.77149331236579
601.7858344582171,1,12.942265061754025,38.31758363519133
616.8607289236959,1,15.058446644748635,25.65739986325027
734.9230844786882,1,15.068237686087159,34.03138233502939
687.5999215215205,1,14.286197472598069,40.078937278903915
493.7268649318195,0,10.722318160435266,26.68528232042317
802.4549312910186,1,16.682419964713905,39.73287188149496
771.89171019093,1,12.566240519773887,52.81331886575282
547.8562002433149,0,11.492148083198835,28.161796543234157
681.2955100731831,1,10.326201132438111,47.93322184226513
755.1898759496411,1,14.727143545505935,37.29013160127978
721.7892349243442,1,15.42051489473826,44.65521143573014
573.0303289334495,0,10.132702631422848,32.80709793955688
787.1711948961112,1,14.096744466394249,29.78476787624075
467.21515003405256,0,11.811966201583504,29.813878428136793
528.0943214522766,0,15.1613823232756,27.11475836929434
530.5970548899512,0,11.394931432039932,30.56940114703729
745.4714772698911,1,15.527501904819728,44.92658154966905
706.435097605237,1,13.0938827704043,51.45071835530524
822.2767615618512,1,17.493839909893875,49.423770567734856
694.7115459989014,1,11.100167553167946,45.55402929623452
485.0165523152933,0,12.728530808402068,28.31295590233308
598.6594345470661,1,10.907788169924713,33.67562338887849
664.033597976216,1,17.397548946228504,34.29420625967407
564.5839680754586,0,17.018714827047848,32.49870839192864
735.0199917571626,1,12.063533021721245,40.45016979129169
541.1075914094699,0,15.279872368273432,41.066614446390176
627.0078777674892,0,16.537777601609726,35.706579255133306
678.1379365145503,1,14.4416064927957,35.61367476209308
696.6276715546483,1,14.237204626848051,49.856667937182436
711.6242545974634,1,11.934818327203613,48.67878544959056
459.7443282204105,0,10.744822142447195,34.23387495042237
818.9353023879403,1,17.177726063626615,52.41365331619778
743.2958880386291,1,17.203344457306642,53.584450510075186
598.7837154962407,0,15.064811658186144,34.80227626090122
595.9276684426317,0,12.712238328389606,35.63274846379164
699.44663072777,1,12.793676596901287,40.169024602658766
834.1197443728599,1,15.807645430961916,53.233624376010205
558.6971266458543,0,17.17688207962062,51.289582994269345
784.0366117156879,1,17.09669139412094,28.077038877507693
794.3166653285306,1,16.23900436686099,36.78192229814249
595.0190686254879,0,15.136253169234301,41.60113569249316
479.6005638855297,0,10.67311971996039,40.0939741765462
314.13067474357246,0,11.29302971275691,30.81589203810678
746.2360756500295,1,17.188433508216633,50.76450313504464
714.5675743958094,1,14.85143247727672,45.30822348990512
452.602653027634,0,10.073576412933036,50.13725124555411
709.7943316719559,1,10.811772342928258,50.76292838048417
735.0024190321511,1,15.308014152864446,47.450675609972194
423.9057436857697,0,10.04049267076975,38.17631803749152
633.1781660591671,1,11.286464411339988,43.316402650462734
469.5052920005058,0,14.38987031493269,29.810962183592295
809.6168433769758,1,15.535161581541546,45.209362524247226
675.9565055170782,1,15.215690076020804,30.377597672178425
677.8275951850229,1,11.79415447568448,45.818487715304705
508.29046027839917,0,15.697433770780286,31.887944822619062
480.9991832036068,0,11.8979926999744,28.5265390045066
683.0420452129088,1,12.603197585274142,29.958534704288724
551.772054664841,1,15.971931240944194,25.059764056572106
803.8731883238046,1,15.197063192377717,46.56218853560591
841.2126937252542,1,16.793787283953424,46.97203147175137
497.74822170015113,0,15.260903138402746,40.448000497397786
459.1047722584994,0,14.546468826683773,29.84088403166151
421.2481931264196,0,10.74939814262474,27.506630125320694
433.04730237365766,0,12.941726424475469,25.57386899311861
661.6110585599135,1,12.121618941453804,29.972445308956623
437.12949103603,0,11.951917147032669,51.72566604949441
693.7538484060503,1,17.784084438019566,32.24610525105045
581.016006418306,0,13.144781797334083,35.628139816516466
495.1156818571727,0,17.136372441416906,28.160364534439996
772.6500215528297,1,15.049109007978103,31.67083914244511
770.159244270433,1,16.358490428333187,40.576737123406154
449.55080692181883,0,14.021096744841536,43.23258049286957
548.0766341909324,0,14.615231077010872,32.36056942498633
667.9099438479864,1,13.940141550550912,26.731964776753514
460.8487639447442,0,11.561943902384357,36.73098607382196
545.0204118733509,0,15.779616922092043,32.02610112779003
502.1842108619245,0,12.246178899526846,31.58661769689406
549.6851593147164,0,10.19452773145163,53.795884081403656
616.8363616195754,0,15.163778367257343,43.48901457777173
516.7791370532523,0,11.416885435256392,41.70635329516288
506.4930850001306,0,17.523668674823313,37.473253105699655
736.5075016647604,1,17.6314286160207,37.86833000290433
910.8757565681335,1,17.318915121763588,41.22715011514242
568.3222796829892,0,12.961269602043554,45.89289421108322
608.5123076804036,0,10.12365293223094,46.06438288545488
809.9695273482741,1,17.426548500701802,30.150817231163487
723.2492523188887,1,13.425473186538515,40.00338256229881
593.1451603273654,0,17.733238552349356,37.35874285102306
780.2861193384847,1,17.70895981671402,51.115808988081525
677.2927230243465,1,16.82407564373888,43.94256763655129
509.16159564919985,0,12.355591136556686,40.97512199247946
724.3283187550347,1,13.080781828815402,28.461839265367523
732.5689204491287,1,16.809093372134853,43.16913667970235
673.5564225145638,1,12.53537604125022,28.516117170407004
518.2672736979086,0,11.35594197348874,35.11619726697256
459.1879063626681,0,14.454410099666802,29.285258944429955
750.580902590504,1,17.489238193286248,45.76220941073107
476.1906913223926,0,15.568238373399783,31.18756341508458
487.56640366317583,0,14.56048936071492,36.75578119564078
642.3703174560051,1,10.777411950166147,51.87024332856336
661.6386453475907,1,14.920057813593358,31.12949150196911
660.4817018086936,0,17.920430800834104,40.234151918763374
615.2879947374506,1,11.120672121892191,37.578149834980664
495.15368293079865,0,14.146637218909895,25.54372123137189
576.4895611693601,0,17.018984575423644,48.782743407184384
579.0496625506655,0,15.926148942033635,27.071377189437992
616.8829556375388,0,15.576125927962144,39.227650629308606
789.9182934663594,1,15.619872671896875,41.8203488481685
729.919420409319,1,12.875929209758041,43.85279369843761
510.65489110740305,0,12.348734754115947,45.65894887923626
674.5442341333049,1,16.47488924382811,32.59817150568145
620.2881413168719,0,16.480907157433446,25.29936329975348
732.1719527392518,1,16.93657854864083,46.70330987064736
796.4787633637956,1,17.30592442045177,41.06969798042736
801.1587065152083,1,14.090739190887502,50.08353109621746
531.34288317826,0,14.012130357497597,49.64165088702083
823.4686680447352,1,16.3863614317342,50.299785033636496
773.8967464652928,1,15.199711446222121,39.552839799386206
625.6607726653306,0,15.615735018061628,35.00885187510597
745.2982163519905,1,16.366341355488807,48.7467460777411
508.12391032675515,0,17.12004273454053,38.538823390877646
456.79472872626786,0,12.703961254812286,30.503265892103038
557.4602932040426,0,13.004663621119551,50.64922058684423
518.6188580446683,0,10.751855518726952,51.47679630317042
706.5403547779842,1,14.626241127969392,38.989292684205104
340.6661753646278,0,10.287538190373937,27.270991819293624
539.3002600748744,0,13.724784145059681,36.63478269750794
847.4421717257877,1,14.341157077660613,49.1061297838781
563.7571747307048,0,12.292330017026275,52.05322085638686
544.6693140457406,0,14.726666084552086,31.104182274927876
622.873483350245,1,10.244001999512395,27.009208360758144
528.2956569259812,0,10.298785509993715,51.32051359398516
605.3418101306625,0,16.580804485277266,36.68214816936626
726.2040754265863,1,12.881525131290104,41.2528289280269
511.73932612013067,0,11.016484101215077,54.04197436152277
453.8605712184189,0,14.177946080438435,26.996941837426686
746.1536005657817,1,16.159948424788887,44.44954022356286
645.7311614118902,1,11.726568219974745,27.223162677246012
517.7349126041164,0,14.983123806552001,36.26406785399501
711.6521071342207,1,10.682779719950144,49.114436355803406
492.1718141732609,0,10.413453769348862,38.004166982669034
802.1396074939354,1,14.250837052545183,54.915470617088516
793.9607851071662,1,14.325080972880851,41.77177854839806
534.2965528409635,0,15.099439211985652,34.6348645790786
656.5353380975955,1,15.808730669781292,31.603339777142594
739.8849445698338,1,17.806816635700276,35.51561602858486
712.4003701616624,1,14.130402786409562,36.175998212786524
378.1505699392515,0,12.583651783529968,27.06141033171883
811.1793621826197,1,16.36148955814963,36.0872259828032
506.40023255350246,0,12.166658010096594,38.927155592176746
751.2195668050862,1,13.511771365645089,46.68213256716414
561.7967425123298,0,10.627651050738127,44.70188454164824
460.32385667336143,0,10.202805947323661,46.26296965687463
759.5219333827569,1,17.7011873174234,25.250910456305714
728.6356332819496,1,16.687840964097646,31.53002198741608
558.8641473364349,0,15.567793648749584,44.850528651995695
479.02377707567064,0,13.271623555314159,39.51968104539242
529.553691902979,0,11.386354560566765,25.159404270050377
497.4019609356158,0,11.25149634136869,49.13483927295467
749.4666551972792,1,12.001943185316762,48.18428719871012
446.5145550605583,0,14.393813317648963,41.45257488980688
575.7326365283612,0,15.716767381600498,26.993899773288163
809.4410729292787,1,15.281579013741851,47.99545148597754
704.8340817526253,1,12.239471175567543,42.51140763194092
766.9020672673407,1,17.63892224530555,48.458799314738776
782.2650214419839,1,15.903175333566148,47.55240977187521
678.232205821588,0,14.434832420091205,49.090062158735115
646.0742415552024,1,14.893765969874817,40.540241992138746
527.0825835074576,0,13.35680049942232,29.20973554580545
658.8348347933808,1,11.98184791600926,45.13472420139066
712.4360098329323,1,12.847781429210093,43.61421355155912
750.86799007074,1,16.062768883714952,47.26759561597262
420.60059629024903,0,10.115147909038047,30.09643018152206
455.9532283992195,0,10.92858112405533,30.849255997008676
642.7251905022785,1,10.368021136174022,51.712285516579854
548.8444799453612,0,10.32583041855176,47.49933395356213
688.2819211608141,1,16.84368467208806,52.24685466100969
786.9396295276257,1,15.62926287504019,47.76145963491762
709.1992171466766,1,13.793390632698602,42.914659179709055
623.1469245882773,1,10.782673285208013,44.62398211083621
760.1668147718322,1,13.932927000934658,51.6738377182003
456.0616660644186,0,13.787774166244525,42.36420263535821
504.6851346647384,0,11.385614959280122,43.97173972985162
420.0012569583031,0,13.470813193903783,29.694301480108017
727.8540654929815,1,13.188037875178988,39.21763660348308
703.3382379046891,1,14.926800784417733,46.49191335874297
692.9893911138103,1,15.08074920694115,33.128280949490964
463.33682681701157,0,10.362432078176356,31.067625415736046
459.5708209032622,0,12.99690091701177,34.414804246732466
518.9400464216483,0,15.006879325713891,32.245018839785004
616.9218828710286,1,14.0250900686407,31.447379111091877
783.1152859812153,1,16.85191872950658,37.74552528604261
853.4073437149356,1,15.269549052951561,52.23515541650602
629.7979428517542,0,11.303475416651438,40.21178940216155
454.9394912947526,0,10.564549979203438,30.637611424459692
548.4279706688959,0,15.139354225650525,27.30915008142622
401.8041266820334,0,10.212090484332975,45.88468435413776
794.8816701900022,1,14.686204650187706,36.48396293309163
650.6038393998825,0,17.52184193139966,49.65492839756078
529.2161982752131,0,14.603793423007032,44.7853230592231
794.4836544250483,1,13.105359409652175,48.88724351624106
703.914813571327,1,15.146305747538825,33.15838118255346
708.8666349096254,1,13.666023123932133,45.77076767383174
538.0063396117214,0,14.36493431452748,32.92185954081156
730.3032661794944,1,17.5317184702122,53.17205438350875
579.687240094094,0,13.088821102406193,44.09122844600123
701.3985181497727,1,17.689524510591312,34.73535400526026
692.7164414167846,1,17.24280513564851,33.085355868768175
420.1938394107468,0,11.566329078314372,30.727797552149305
533.8160442812615,0,10.554890407001324,45.83922876681183
425.9389972591192,0,10.806224011019413,31.56146838993782
413.3641237933016,0,10.145774605212399,42.859097977824675
429.86630771720365,0,10.755543686047428,32.93905080776072
564.9358993073866,0,15.464054187330856,44.85906834381606
636.0830383421492,1,10.569509187681831,49.44819185621618
665.6718061662643,1,12.55180504235009,48.340757294339596
876.1163056276803,1,16.759002487755637,47.82553992792345
401.65937860990744,0,10.186175485886608,30.631672170767562
514.5387447006286,0,16.515747860711485,27.65154840953556
503.36611749670834,0,12.2548381981872,45.96846485462157
451.2631881675683,0,10.94531862097325,36.05041641383054
767.5174485710492,1,15.573897322913204,37.97038679210042
738.3286833804337,1,15.031542774239071,25.93447278380173
726.427035101572,1,17.019776108216423,32.78729347825148
643.8039973371127,1,15.880568350431087,26.01029211623392
837.3511241866706,1,16.42784744307879,51.37557317803743
475.98279563839037,0,12.256276580570452,32.301900496555916
582.9691812579958,0,11.419516350237782,41.72011508719024
595.8853359066275,1,16.00491801312687,26.16937961983391
772.4461311169383,1,16.454677914138113,45.00542173916974
852.5648433701612,1,17.924041136005386,34.69082037262282
725.4510952201629,1,13.300941415291412,51.93757560872997
538.2981361324654,0,12.976144686342266,51.643545668021076
562.2212955211139,0,16.211303685935974,34.758718550852436
519.0431144982564,0,12.726428322024143,52.02882687071404
769.2601204747216,1,17.44605860482852,54.88473020496336
757.6435395579823,1,16.867302014744094,49.76246992371844
709.3927321900552,1,13.431952219000147,50.34614043265687
788.7526479845639,1,16.00696854233198,32.4702620832727
590.5022624021816,0,16.036342992677458,42.30107196573269
455.95930812254016,0,10.82499095068746,27.017677419021034
582.2775134600041,0,17.220423253436532,27.84753810465009
745.2345339432661,1,14.042018979582856,54.96677836099872
514.862237463616,0,16.611659728861934,34.799177482777324
690.6076792704088,1,12.560396808244894,47.44551736146539
605.151794247188,0,17.164185827969604,49.199951590804496
684.7206049010817,1,13.113613429873304,50.74069813021688
680.4486131264866,1,10.086701211842387,54.928848922064695
717.3528622876829,1,17.24305581135411,32.24489455770603
545.8137871231597,0,10.730293414289068,26.210524805790993
548.7237394936985,1,12.554509100723319,37.335745539837575
730.2460943828391,1,17.60049573640644,28.902420094868408
627.3758772978302,0,17.60485717550045,25.672776674861655
722.3029033633773,1,14.58750310498629,35.812804814244586
793.1801963773128,1,15.054697697358394,48.51214753225709
724.7610276378284,1,13.587564175826557,41.985420736752125
454.9686425718756,0,12.345686173584516,34.38333967631062
411.23472921328903,0,12.629316362959328,44.63026016478159
536.8566353088528,0,15.380147648616308,31.96054540926432
477.7989434488897,0,16.01899623550144,25.431443382162552
548.764519718115,0,16.332632349806786,47.93060159309282
733.7516066115865,1,16.31694514235643,43.71229254592028
779.6618098967205,1,10.729648824389523,47.8690787350288
792.1661792615203,1,13.955362437620652,26.168140500629967
518.108214583176,0,10.460470080133154,50.11358883491957
712.4890225626463,1,14.396231058589883,43.585786001089105
469.82792085638226,0,13.532244010987016,41.901860521379206
611.1667743386073,0,17.1016334620664,43.738421443435946
823.2751186465716,1,12.807320100416629,50.93299740605092
479.50530821035653,0,10.936536131420848,42.60809519676721
375.4947339986152,0,11.143933456422687,42.428511396645376
639.0448835327918,0,16.09208505373978,54.72037471197297
616.5618682066249,0,14.945744506530088,47.70190501205704
397.64888160604465,0,10.808981408982323,38.26881416353406
507.58275591991077,0,10.67285444891998,46.22191000098783
756.0054977034304,1,15.60775305167296,36.67691415075365
450.67498728677117,0,10.582104050913548,31.86626387450497
720.1530472015377,1,16.57488047432285,42.90555630663278
820.4561557865959,1,15.64993781725197,52.84546294341854
498.21542317998546,0,10.650790245135198,52.87418560046388
391.69269258472053,0,10.678701712681535,35.25715834316471
665.7962335804991,1,17.893116628009402,40.83032398665085
552.0022023619874,0,12.994166366048962,31.349076957095836
777.0079943763557,1,12.965137176535126,54.8689332849665
783.0474540615567,1,16.50239653806002,54.43353723603807
749.7899521147862,1,17.57798861907087,44.485267891223415
589.2674723195609,0,17.888008510582967,49.1324217903242
707.5308563477229,1,16.027025482071533,46.453004838511
691.8341796609533,1,13.010076684247327,42.79474657118405
333.8170449768323,0,10.66800573358935,26.60043990966693
522.3832380676062,0,16.217175327419493,38.64293027657983
537.1924013458089,0,14.46723399788644,45.24358906502232
757.2048597474861,1,13.393776073975811,45.32594841651054
750.572311164753,1,17.250835080757888,36.19367855267151
562.8421323697388,0,10.88957985844921,53.25075959974092
753.4917072713763,1,13.941000834326873,30.02071096710343
524.3032922226959,0,10.090829158139353,40.01078338646682
756.3105896704764,1,13.74928513595301,45.726519296524685
680.9127439652308,1,10.450426205454699,45.914074176754276
448.5962556406841,0,10.950543330144576,44.459168703064464
500.8762913928858,0,10.940209974216838,33.2586464035558
600.9511965468,0,15.193682416928509,29.68619706059866
588.8653169087758,0,15.968359034123386,44.078209804801325
833.5573308244698,1,14.666950120777276,42.97906348418313
480.3241613399225,0,17.697380387796336,30.380680308677228
665.6916887813095,1,12.998964636189633,46.1541743671169
543.0110049972656,0,12.285696690254886,38.655159752009695
780.5613044779074,1,16.948793025515684,45.03281774809459
592.8836466302382,0,11.78876670815562,50.12101239310452
555.0886812684595,0,17.70578031552489,30.091852857307693
384.7828039560767,0,10.09723579751853,25.5743460399051
768.270289421959,1,17.75903061366111,48.3730775918736
408.4177591516179,0,10.345279295604609,43.290922754578474
538.4752012549078,0,17.129144909584568,45.989187088663655
612.3802807352344,0,14.2216088726904,50.14464924965928
660.0481303920016,0,17.943718368954404,49.08432804473502
538.4886152321459,0,10.590372517883191,53.82760440786474
643.3064354493372,1,14.430834275210566,41.07805236556355
746.9496926389996,1,17.754420284952793,39.65486897979716
652.5795142184777,1,14.18478275336119,37.0566159967219
573.1866931215982,0,15.0351891050821,29.610731285326136
717.7400436526433,1,15.565989511876937,42.17821698646067
450.1886694223934,0,13.636328518142186,33.310375729779366
765.0595989747319,1,15.020464640672508,52.63922536638927
704.5173938626588,1,14.674514495384802,42.49572412831293
839.8110331592247,1,17.209264083927913,42.785205415243304
425.65624024319635,0,10.363571042731664,35.6477398263103
393.43321146782966,0,12.247705516737842,26.559680559331223
623.7590108376577,1,17.60329187261247,25.95231296118966
568.3924919200269,0,17.12211027112733,37.700054324595925
459.19318867014067,0,13.645254022285703,27.536961342917134
670.5923407370265,1,14.961060782412293,43.20540866620418
786.8260772930264,1,12.21904946384906,51.429190169189724
750.3750831927224,1,11.50496927779009,51.48744449556166
538.5470015578373,0,13.709587239519857,44.77136230396697
738.3107076014685,1,12.826817824208423,31.33695494418793
789.601991886081,1,14.669248894806977,50.88990494076616
662.1101166214825,1,10.621877095719878,51.58280305939624
694.6477237503115,1,17.795158461329333,30.89960754858876
819.034892701875,1,17.889685955836825,47.12278257312032
744.3049409963021,1,15.585293712157961,33.59558646781369
756.6344604683421,1,14.288770930752964,49.07920937058789
697.9103967318623,1,12.476220930290623,54.91713699710808
745.691333772238,1,16.51036015765559,25.900780159881784
728.7282089882847,1,15.477849380431035,51.92097597372796
495.4514480155823,0,11.30093551475913,43.67891600795974
855.6013096626024,1,17.28741747595074,54.20147857494463
532.5136139376515,0,16.580297943385354,38.95028552579283
536.5914404928114,0,17.59839930633539,50.42163791714121
465.0744475869427,0,15.80575606710688,26.871822057948318
768.4970088951886,1,14.907321567486319,35.05837150234887
493.95720962149363,0,13.345944290324951,27.0104961325363
777.8404615438803,1,17.461827866832106,54.26029400437211
577.0006281289358,0,16.928511116003268,49.5092172181551
531.4235037025396,0,10.361749360849515,50.57642263737911
659.1368485292272,1,10.210935795978017,53.13895694301682
493.11819620827646,0,13.011706935024396,27.55310458359356
520.4074545793721,0,16.48442664625466,36.5679277754
504.9833062680009,0,17.898209034519557,27.131046671320064
604.70285436992,1,11.203335128828225,31.32379304650086
687.6185861859849,1,14.753045722817081,31.88097331113017
699.5357521143778,1,13.047126853048173,39.07321633142736
577.3331125641358,0,17.759315182516826,33.05686502360928
540.6244730346518,1,16.736951385085668,28.029343204532832
689.8857420183708,1,16.706629637689105,30.02473267282323
474.9194810272827,0,13.749545278359761,29.418266906562728
824.0152956900026,1,13.318556018701322,54.19230393736895
472.14504383524087,0,12.18725657544565,47.778775207554204
716.6070058893401,1,10.451003973207417,54.03284395808686
643.09484442311,0,16.917779010040427,38.19221459523726
670.8735198313303,1,16.50320807304062,33.3510544498797
636.5112698363827,0,17.997741386289043,48.9487959162756
533.8456813758457,0,17.973094696591243,34.787617541234404
682.9484223218681,1,14.44345364482102,33.98150121116045
687.8051409910554,1,16.151899321444084,31.975179766234938
702.0561267376328,1,17.558125839059425,28.89036934672706
686.134969768123,0,16.79717912541929,32.69389183050298
528.8833431754169,0,11.97878481394558,35.65959245421663
784.4734129868702,1,13.604353082480749,45.219826244371916
