id,group,period,time,outcome,education,experience
T95,treat,post,1,124.15692847680926,11.379256693927621,12.44173400455747
T96,treat,pre,0,112.23339715002662,11.754814537429567,19.600651505709543
T96,treat,post,1,109.92134202643973,11.754814537429567,19.600651505709543
T97,treat,pre,0,113.42778873578592,9.455179968651983,2.5775944382129845
T97,treat,post,1,116.12878561080291,9.455179968651983,2.5775944382129845
T98,treat,pre,0,112.89742509302818,10.091280506394869,6.913345666477264
T98,treat,post,1,116.90559159117646,10.091280506394869,6.913345666477264
T99,treat,pre,0,111.40564722770398,10.153734112852025,0.8173723253295773
T99,treat,post,1,112.88614604996322,10.153734112852025,0.8173723253295773
T100,treat,pre,0,106.21371447477495,10.062062905660481,1.7740506751411123
T100,treat,post,1,108.57149445404501,10.062062905660481,1.7740506751411123
T101,treat,pre,0,114.64195602403913,12.020503625129141,13.807896572587307
T101,treat,post,1,125.68257860740358,12.020503625129141,13.807896572587307
T102,treat,pre,0,136.58133647745686,14.241471744640663,18.417448010636264
T102,treat,post,1,146.28106427882466,14.241471744640663,18.417448010636264
T103,treat,pre,0,117.86727615089976,10.107126116138264,4.186986466734206
T103,treat,post,1,105.02290941208896,10.107126116138264,4.186986466734206
T104,treat,pre,0,137.07742605764182,12.709528629181776,7.378272791395448
T104,treat,post,1,146.34492360908672,12.709528629181776,7.378272791395448
T105,treat,pre,0,126.05838682353793,12.070064652693997,10.642269705306314
T105,treat,post,1,120.24714723457215,12.070064652693997,10.642269705306314
T106,treat,pre,0,108.74504363121582,12.19570359873014,4.849410072694593
T106,treat,post,1,109.01255365999754,12.19570359873014,4.849410072694593
T107,treat,pre,0,114.85360667890228,9.718572790915507,17.8105456147979
T107,treat,post,1,139.7314291536145,9.718572790915507,17.8105456147979
T108,treat,pre,0,127.07386442988363,13.73502743164403,9.968843978581145
T108,treat,post,1,144.58253679992367,13.73502743164403,9.968843978581145
T109,treat,pre,0,117.4259208973853,11.589957277378076,2.551606055911275
T109,treat,post,1,111.97106882758766,11.589957277378076,2.551606055911275
T110,treat,pre,0,111.90176219383649,12.875503447989608,11.415566093378239
T110,treat,post,1,118.08424421268994,12.875503447989608,11.415566093378239
T111,treat,pre,0,107.26953557177495,10.119402144307834,5.701903373876942
T111,treat,post,1,110.10559929149906,10.119402144307834,5.701903373876942
T112,treat,pre,0,129.84355874198738,11.462380961937969,19.64757233817213
T112,treat,post,1,126.26071811222086,11.462380961937969,19.64757233817213
T113,treat,pre,0,128.6646633472949,10.025325524340396,13.37286439848862
T113,treat,post,1,140.37719919187123,10.025325524340396,13.37286439848862
T114,treat,pre,0,111.16745100043684,12.429676136819399,5.5995818732056835
T114,treat,post,1,116.24665544079114,12.429676136819399,5.5995818732056835
T115,treat,pre,0,97.88316825158356,12.04566227210673,4.848194648301605
T115,treat,post,1,112.8788920074254,12.04566227210673,4.848194648301605
T116,treat,pre,0,120.11837762627336,10.731783319441535,11.624764428452245
T116,treat,post,1,120.9669679489644,10.731783319441535,11.624764428452245
T117,treat,pre,0,111.24900313260834,11.019625669163524,2.688293538779485
T117,treat,post,1,119.49896286502016,11.019625669163524,2.688293538779485
T118,treat,pre,0,127.97371693398358,10.527843928582584,13.630054444478585
T118,treat,post,1,110.1404091740265,10.527843928582584,13.630054444478585
T119,treat,pre,0,122.07277090538798,11.093209599257971,18.59058288495652
T119,treat,post,1,128.1463566583437,11.093209599257971,18.59058288495652
T120,treat,pre,0,121.79059831502042,14.630042740926227,3.624661323313203
T120,treat,post,1,144.00138722544224,14.630042740926227,3.624661323313203
T121,treat,pre,0,126.22720956704384,9.838634259757736,15.905346237197804
T121,treat,post,1,124.92641524070265,9.838634259757736,15.905346237197804
T122,treat,pre,0,127.41152882348219,9.985594787585958,16.29149440462764
T122,treat,post,1,144.27357745508996,9.985594787585958,16.29149440462764
T123,treat,pre,0,124.72482783697897,11.354670644535812,16.33198878943154
T123,treat,post,1,114.56771565744923,11.354670644535812,16.33198878943154
T124,treat,pre,0,116.85744955687902,11.77607871401764,6.027557483282841
T124,treat,post,1,136.1560352313465,11.77607871401764,6.027557483282841
T125,treat,pre,0,119.11263169924526,11.30334732823927,10.871057222279772
T125,treat,post,1,138.52812731244063,11.30334732823927,10.871057222279772
T126,treat,pre,0,112.02357911955045,9.701388244250184,18.796642472269504
T126,treat,post,1,129.8398053241154,9.701388244250184,18.796642472269504
T127,treat,pre,0,120.45127840735141,12.720436535571082,10.66922183952643
T127,treat,post,1,134.47908303553027,12.720436535571082,10.66922183952643
T128,treat,pre,0,120.55981098852689,9.910049278396507,6.234441355910965
T128,treat,post,1,129.70722188299422,9.910049278396507,6.234441355910965
T129,treat,pre,0,130.2026811007412,13.574752114444143,17.53531273523499
T129,treat,post,1,131.1775970007095,13.574752114444143,17.53531273523499
T130,treat,pre,0,121.77558170302282,9.663790421731242,16.929045834690363
T130,treat,post,1,125.39635795491478,9.663790421731242,16.929045834690363
T131,treat,pre,0,127.04583750037173,10.37550837139585,14.445051367861325
T131,treat,post,1,146.34142792863256,10.37550837139585,14.445051367861325
T132,treat,pre,0,118.19672131631307,13.1636906668026,10.854488866951923
T132,treat,post,1,107.67555471733604,13.1636906668026,10.854488866951923
T133,treat,pre,0,147.12533032023737,11.772034821864796,18.945666792236306
T133,treat,post,1,140.43037709989324,11.772034821864796,18.945666792236306
T134,treat,pre,0,125.85717977974747,12.035332073306796,12.229084708692957
T134,treat,post,1,136.11880534491198,12.035332073306796,12.229084708692957
T135,treat,pre,0,119.00835678743456,13.243431805880391,3.050780858285227
T135,treat,post,1,149.10863073840946,13.243431805880391,3.050780858285227
T136,treat,pre,0,116.64057352194334,11.544784027814316,14.728884712494457
T136,treat,post,1,127.82046188453134,11.544784027814316,14.728884712494457
T137,treat,pre,0,131.88711161376654,12.547652614469575,7.980054077402605
T137,treat,post,1,131.30228511713437,12.547652614469575,7.980054077402605
T138,treat,pre,0,104.53292652847897,13.81712069158807,0.09264046009205718
T138,treat,post,1,129.14520568063503,13.81712069158807,0.09264046009205718
T139,treat,pre,0,116.75524643288293,11.078075966195767,6.939064037924554
T139,treat,post,1,143.43810758790647,11.078075966195767,6.939064037924554
T140,treat,pre,0,114.27019009042492,10.347628937639891,9.048790322653868
T140,treat,post,1,97.4831529517662,10.347628937639891,9.048790322653868
T141,treat,pre,0,124.37719342964257,14.4890754064086,7.247877982332662
T141,treat,post,1,143.34075591501085,14.4890754064086,7.247877982332662
T142,treat,pre,0,115.93242687167776,9.078566739530002,13.270747440334212
T142,treat,post,1,149.34644717795135,9.078566739530002,13.270747440334212
T143,treat,pre,0,122.09738279055156,9.402458864330566,14.999209407983557
T143,treat,post,1,132.24803295361568,9.402458864330566,14.999209407983557
T144,treat,pre,0,109.82606720099812,10.230837842892043,3.8137544132733314
T144,treat,post,1,112.06733506082517,10.230837842892043,3.8137544132733314
T145,treat,pre,0,126.07614856129679,13.653165700170064,9.065776694960553
T145,treat,post,1,135.68927746373538,13.653165700170064,9.065776694960553
T146,treat,pre,0,118.51593792372364,11.404578365251956,11.192806626164359
T146,treat,post,1,114.32649837855804,11.404578365251956,11.192806626164359
T147,treat,pre,0,114.19144637903081,12.863997259434095,8.174683421961928
T147,treat,post,1,140.7140325084148,12.863997259434095,8.174683421961928
T148,treat,pre,0,115.45049241437539,9.162575955020902,4.439443238658988
T148,treat,post,1,117.81813443792596,9.162575955020902,4.439443238658988
T149,treat,pre,0,122.90132397517874,12.91647664711125,4.76365562093453
T149,treat,post,1,122.67246510336649,12.91647664711125,4.76365562093453
T150,treat,pre,0,130.26105755419496,13.333601591133956,17.113929362125717
T150,treat,post,1,125.76908388492447,13.333601591133956,17.113929362125717
T151,treat,pre,0,134.56863166786468,10.758886381566079,17.926716370422394
T151,treat,post,1,126.70976194849588,10.758886381566079,17.926716370422394
T152,treat,pre,0,125.01825911954448,11.528547303554987,17.853434221539498
T152,treat,post,1,124.07284066579066,11.528547303554987,17.853434221539498
T153,treat,pre,0,103.70333855383554,12.541769655088846,5.361272816457525
T153,treat,post,1,139.12956296369404,12.541769655088846,5.361272816457525
T154,treat,pre,0,123.35791908405349,12.312283085111881,8.722530582706334
T154,treat,post,1,121.7153019922232,12.312283085111881,8.722530582706334
T155,treat,pre,0,131.21672953997773,14.210807855387477,9.748623964990273
T155,treat,post,1,136.9482024519206,14.210807855387477,9.748623964990273
T156,treat,pre,0,112.49548365564192,11.551281026815401,0.44938616640234796
T156,treat,post,1,104.8831242566149,11.551281026815401,0.44938616640234796
T157,treat,pre,0,132.0613077345027,9.836136444436946,16.69860473598598
T157,treat,post,1,139.5739926542502,9.836136444436946,16.69860473598598
T158,treat,pre,0,113.56901767516622,10.03007571508982,5.446146530387379
T158,treat,post,1,125.71642689946584,10.03007571508982,5.446146530387379
T159,treat,pre,0,115.15927307187239,12.908522330111186,16.594836074144034
T159,treat,post,1,136.75427211426916,12.908522330111186,16.594836074144034
T160,treat,pre,0,109.05989078229848,12.60310116260192,13.30073349092511
T160,treat,post,1,109.97297410513458,12.60310116260192,13.30073349092511
T161,treat,pre,0,122.9679678276824,9.997700212536476,14.76067232852741
T161,treat,post,1,119.78767203310333,9.997700212536476,14.76067232852741
T162,treat,pre,0,106.29099892111822,10.472094658087926,7.785912280839531
T162,treat,post,1,103.4772125744959,10.472094658087926,7.785912280839531
T163,treat,pre,0,132.95769722331025,12.398427841781384,9.521008043981993
T163,treat,post,1,139.79269426202075,12.398427841781384,9.521008043981993
T164,treat,pre,0,112.89077228195418,13.395432583261503,4.298807571815136
T164,treat,post,1,149.85764710857822,13.395432583261503,4.298807571815136
T165,treat,pre,0,125.05495225490763,11.005463344901765,15.418244074916439
T165,treat,post,1,146.6929816302688,11.005463344901765,15.418244074916439
T166,treat,pre,0,130.3394114274607,13.130414378566417,8.696546772074925
T166,treat,post,1,139.53855526622738,13.130414378566417,8.696546772074925
T167,treat,pre,0,130.47325755957485,10.632870823379776,11.804613337381742
T167,treat,post,1,130.54379685241008,10.632870823379776,11.804613337381742
T168,treat,pre,0,118.79901648298825,14.503881452773456,2.736372618379228
T168,treat,post,1,133.43804278497282,14.503881452773456,2.736372618379228
T169,treat,pre,0,119.81414122487458,14.23767501525845,14.644497728191224
T169,treat,post,1,143.3013198242139,14.23767501525845,14.644497728191224
T170,treat,pre,0,132.56318699074896,13.153659387107115,16.983913031306386
T170,treat,post,1,137.53744731504284,13.153659387107115,16.983913031306386
T171,treat,pre,0,120.91619258180421,10.083452070764,11.358904611052589
T171,treat,post,1,139.20455149390847,10.083452070764,11.358904611052589
T172,treat,pre,0,139.27578927605023,14.546377172259183,19.421164903307357
T172,treat,post,1,144.9219744321001,14.546377172259183,19.421164903307357
T173,treat,pre,0,127.47803987322254,10.914602839459533,16.57830948301355
T173,treat,post,1,127.04752854005407,10.914602839459533,16.57830948301355
T174,treat,pre,0,111.06507553430737,10.380053023726218,2.411337715545576
T174,treat,post,1,133.18639092505214,10.380053023726218,2.411337715545576
T175,treat,pre,0,102.10124019772374,9.392138044793654,6.305806756612206
T175,treat,post,1,132.85469950025444,9.392138044793654,6.305806756612206
T176,treat,pre,0,124.97318323716185,10.912515017592419,12.517827528740181
T176,treat,post,1,131.57528472116294,10.912515017592419,12.517827528740181
T177,treat,pre,0,146.41161688691494,14.634406191077378,15.975664715473307
T177,treat,post,1,163.47051438857,14.634406191077378,15.975664715473307
T178,treat,pre,0,120.3032402077918,11.879253721823453,12.550109264367402
T178,treat,post,1,151.45911509645202,11.879253721823453,12.550109264367402
T179,treat,pre,0,103.50443563014532,10.432662874609814,2.209482262627893
T179,treat,post,1,111.94011412116623,10.432662874609814,2.209482262627893
T180,treat,pre,0,112.20435895816988,10.777848722735941,4.672155020998199
T180,treat,post,1,139.4120080839202,10.777848722735941,4.672155020998199
T181,treat,pre,0,118.58933632539346,10.309523327190385,18.99922367900451
T181,treat,post,1,130.40241507856814,10.309523327190385,18.99922367900451
T182,treat,pre,0,116.66139638874503,14.668392133748462,9.348030224997395
T182,treat,post,1,130.47314770942774,14.668392133748462,9.348030224997395
T183,treat,pre,0,128.8450888276606,12.646420769273155,10.253770220330171
T183,treat,post,1,126.25963930913979,12.646420769273155,10.253770220330171
T184,treat,pre,0,103.90794015444956,10.322917254421052,3.7287652428850904
T184,treat,post,1,145.8690487587783,10.322917254421052,3.7287652428850904
T185,treat,pre,0,110.92634808546865,13.176123708322754,3.077918126797101
T185,treat,post,1,126.59899713018085,13.176123708322754,3.077918126797101
T186,treat,pre,0,134.2197023850819,10.342905688935739,10.739488457868271
T186,treat,post,1,135.68357082642905,10.342905688935739,10.739488457868271
T187,treat,pre,0,134.88984155618888,14.332488479213863,19.113029964595068
T187,treat,post,1,142.80614023750894,14.332488479213863,19.113029964595068
T188,treat,pre,0,123.77973432926417,12.93145188383413,11.017147412182787
T188,treat,post,1,112.38994756004197,12.93145188383413,11.017147412182787
T189,treat,pre,0,117.9430189478001,13.34052068213151,9.917514701575417
T189,treat,post,1,129.62806456708057,13.34052068213151,9.917514701575417
T190,treat,pre,0,152.42094461780314,14.107241484292611,9.902930540279486
T190,treat,post,1,150.4648126467803,14.107241484292611,9.902930540279486
T191,treat,pre,0,136.68941819497564,13.068096915354381,11.314639279915822
T191,treat,post,1,138.26435365775697,13.068096915354381,11.314639279915822
T192,treat,pre,0,138.46905616787976,13.784556129641569,13.16903669316851
T192,treat,post,1,154.1503511259859,13.784556129641569,13.16903669316851
T193,treat,pre,0,141.53732592706788,12.711668269291106,15.054332791152824
T193,treat,post,1,146.67022663076742,12.711668269291106,15.054332791152824
T194,treat,pre,0,129.05771405361472,11.010713125554851,14.870165125832155
T194,treat,post,1,132.55848465830817,11.010713125554851,14.870165125832155
T195,treat,pre,0,122.2692218980234,9.038315230301002,5.740762663498256
T195,treat,post,1,134.3068845836446,9.038315230301002,5.740762663498256
T196,treat,pre,0,124.66733066220061,12.79088116210001,5.196071621283195
T196,treat,post,1,129.91605775928153,12.79088116210001,5.196071621283195
T197,treat,pre,0,129.09731970239645,13.566167415012167,10.825331573522206
T197,treat,post,1,135.69694389532592,13.566167415012167,10.825331573522206
T198,treat,pre,0,129.89366678374435,12.795731358803689,18.64056211020035
T198,treat,post,1,145.0181642681387,12.795731358803689,18.64056211020035
T199,treat,pre,0,107.21719707215152,9.40410360881263,11.643409203525465
T199,treat,post,1,106.5704679110883,9.40410360881263,11.643409203525465
T200,treat,pre,0,118.51379538212885,9.274452202875077,17.430736123047524
T200,treat,post,1,146.3006712996658,9.274452202875077,17.430736123047524
T201,treat,pre,0,122.79359299140965,13.099772259639032,8.918054127534967
