region,period,policy,eligible,age,gender,parent_income,college,education,income
1,0,0,1,25,1,3537.9139097392363,1,15.142455160897317,5422.391464184861
1,0,0,0,20,1,7066.784600310963,1,14.471351034805307,5034.556662800336
1,0,0,1,20,1,1192.9377387301047,1,15.780913001788278,5517.984328530375
1,0,0,1,18,1,5187.109793560707,1,16.693506197439074,5126.233272322002
1,0,0,1,28,0,4403.779918999731,1,15.853120828904732,8583.612173844867
1,0,0,1,22,1,5848.744923943458,1,16.79890784879277,6785.866444010945
1,0,0,0,27,0,7146.509543014495,1,16.071495342457528,5201.023154500348
1,0,0,1,24,1,3824.4542696617414,0,13.166170104832151,2369.5930557123274
1,0,0,1,27,1,3387.3026417379783,0,11.497203207661112,3758.077779493611
1,0,0,0,26,1,6366.935287842728,0,10.127328553978325,5639.774543080293
1,0,0,1,29,0,2688.2476789617253,0,10.419648552064421,4655.1181264533
1,0,0,1,24,1,5219.36365707615,1,15.502242936982398,4999.626568015162
1,0,0,1,26,1,4264.952020942179,0,11.119850973346608,4191.006649887363
1,0,0,0,25,1,6665.498107719812,1,15.409499019036138,6762.544694835114
1,0,0,1,29,0,1714.6472311698872,1,17.13869410782034,5421.123302994499
1,0,0,1,19,0,1615.1737848121616,0,10.498902829962965,3863.8710303953153
1,0,0,1,18,0,3076.6983745647217,0,13.508135748772155,5871.05780089557
1,0,0,1,24,1,3782.0649078075317,1,15.194220545041697,6962.569991837761
1,0,0,1,24,0,4876.273011228859,0,10.755989984663888,3925.974795631838
1,0,0,1,25,1,2373.2166561977883,0,11.861629659798426,5826.283317071196
1,0,0,1,22,0,1425.549396831986,0,13.499017649292156,4729.993655459133
1,0,0,0,20,0,8027.228461514909,1,15.287706902704965,7006.99603535539
1,0,0,1,29,1,3031.7663544645966,1,15.399029352573493,6203.936175464348
1,0,0,1,25,0,5636.88621891993,1,15.46584814261643,5937.274591296805
1,0,0,1,23,1,2202.0468764069947,1,17.150031148540005,5417.371001863237
1,0,0,1,28,1,3282.8599728377967,1,15.55382715987948,6228.892145992619
1,0,0,1,20,0,1895.4028761679938,0,12.446223152578291,3592.997652832286
1,0,0,0,18,1,7489.173234820785,1,16.12058826016823,4513.930613496146
1,0,0,1,20,1,2862.663953948182,1,15.890002891157328,7217.307414306437
1,0,0,1,22,0,1698.4079086096594,0,11.501335516637702,5698.610086193974
1,0,0,0,20,0,6452.485679678547,1,17.968981710799163,7271.110148600439
1,0,0,1,18,1,3076.6620943513776,1,18.0,5199.702019719359
1,0,0,0,22,0,6846.635252330285,1,15.11653830491743,4109.01879014742
1,0,0,1,27,1,4427.4645549898505,0,10.928583120038471,4425.658339139056
1,0,0,1,24,1,3874.598806858755,0,12.040778665785044,5292.74668031006
1,0,0,1,24,0,5203.342219883422,0,9.726991083107624,6083.413335157373
1,0,0,1,28,0,2573.9539363225663,0,12.048299193935382,5525.665315451306
1,0,0,1,26,0,2947.6272087640536,0,14.007186216985941,5815.169872624639
1,0,0,1,27,0,4006.9723836260882,0,11.401098064355581,4987.032194754389
1,0,0,1,27,1,5172.7790375865325,1,17.080466160071236,6701.913580204503
1,0,0,1,29,1,3790.9865689419444,0,13.46934473848053,4399.142708210833
1,0,0,1,20,0,1443.776722567453,1,15.138413352886799,5111.408266558848
1,0,0,1,24,0,4086.928661865369,1,16.17828542529361,5493.419972022193
1,0,0,1,18,1,3198.8137682584606,1,16.354076803781368,6597.550416009943
1,0,0,1,21,1,3779.642391875149,0,12.728884430794801,2020.2126352663163
1,0,0,1,21,1,3480.2811702810664,0,12.801782782072593,4643.769211859112
1,0,0,1,22,1,3439.313657508924,0,13.122499796859431,5130.614486035076
1,0,0,1,24,0,3866.9068665997793,0,11.217875921011581,3116.086820322189
1,0,0,1,24,1,5567.7590314148765,1,16.17402277162435,6558.150627752561
1,0,0,1,28,1,2157.562816214143,0,13.48241365094072,4913.790580114806
1,0,0,1,21,0,3133.2273652689305,0,13.590495740975374,4099.019364178824
1,0,0,1,24,1,2090.0919371050445,0,12.225090329170825,5629.858374747422
1,0,0,1,28,1,3070.0143984835263,1,15.468377905411161,4701.1830450831085
1,0,0,1,20,0,3785.6890114410344,0,13.035232754704545,5833.562195242246
1,0,0,1,23,0,2169.248202694525,1,16.536218925183185,5650.9655116330805
1,0,0,1,29,0,4154.914298561662,0,12.51463632406669,5021.988992725199
1,0,0,1,19,1,4162.212044643837,0,12.775772399600932,3802.473824848237
1,0,0,1,27,1,2342.272569730383,0,11.049286559325493,3969.6011325956038
1,0,0,1,26,0,3230.419324819254,1,16.847131153523144,6762.828238526796
1,0,0,1,22,0,1438.5571218266866,1,16.154526778451693,6419.555386749644
1,0,0,1,23,1,2366.266134402893,1,17.14149783513396,6097.204643316549
1,0,0,1,29,0,2935.168773138802,0,12.020468180008706,5163.602192388381
1,0,0,1,29,0,2753.686069103065,0,12.583415984603683,5960.810374437642
1,0,0,1,29,0,1591.0023636451087,0,12.457343614218459,5375.4392275829505
1,0,0,1,29,1,2024.8072450369505,1,15.45405478693559,4747.5085132698705
1,0,0,1,21,1,3221.56038083459,1,15.09826496694934,4173.019826667429
1,0,0,0,28,1,6000.285008772033,1,16.806670157459894,5772.294989169662
1,0,0,1,27,1,5009.126906691318,1,15.14313338026737,4995.50660362649
1,0,0,1,24,1,3714.066205793128,0,11.66393014077882,4934.026563247843
1,0,0,1,29,1,4617.181034467838,0,11.633699535107372,6823.970919583665
1,0,0,0,26,0,6252.70632394125,0,12.367117044422368,5889.442265981509
1,0,0,1,24,1,1937.2930398294125,1,16.675747650845587,6804.043843314658
1,0,0,0,18,1,6416.592873103925,1,14.443404844688978,5329.539635309219
1,0,0,1,18,0,4759.62763358341,1,15.274856069517657,5230.603387324874
1,0,0,1,26,1,5574.049041565562,1,15.22779133703241,4096.122575383417
1,0,0,1,28,1,2011.3053816123029,0,11.7719682837096,5392.40570880535
1,0,0,1,26,0,2982.753755768706,1,14.007765208465383,4669.615950850052
1,0,0,1,21,0,5417.852325659172,1,17.133799919695438,4991.842593200237
1,0,0,1,26,0,3546.0602075477477,0,12.060397345910973,4113.526152956999
1,0,0,1,20,1,3312.1024686283927,0,11.865709068020161,4915.581466780119
1,0,0,0,24,0,6268.198911496274,1,16.754973324470793,5508.893680957431
1,0,0,1,23,1,3333.0830747946866,0,12.517533445762506,6445.912987801923
1,0,0,1,25,1,4111.569513424558,1,16.506739692707555,6833.684589115335
1,0,0,0,28,1,6246.660910444561,0,11.984365700544162,4877.29305322009
1,0,0,0,26,1,6597.48196328072,1,16.104709951220066,3392.5138363115575
1,0,0,1,22,0,2300.053351389738,1,16.844308944292013,5595.618119457679
1,0,0,1,18,0,3266.906582078569,1,16.532048383643396,5048.328165624089
1,0,0,1,20,1,4942.268652361112,1,17.728275832628555,6652.853241032188
1,0,0,0,27,0,6965.756479476297,1,16.14013780361004,6331.1164144749055
1,0,0,1,29,1,2326.1391669730974,0,12.65069609089123,6147.074947692239
1,0,0,1,25,1,5025.938354059749,1,15.877011542462249,6212.528952993312
1,0,0,1,28,1,3385.5608755377552,0,12.323710151800451,3772.5099656900243
1,0,0,0,23,0,6207.941326840836,1,16.375803994230427,5213.1198505788825
1,0,0,1,25,1,2449.5928591700526,1,15.556102012699501,4785.002580598994
1,0,0,0,26,1,6300.851166238831,0,11.353565357224786,5075.528483070807
1,0,0,1,21,0,4911.389771858987,0,12.641161122887652,4908.303939195179
1,0,0,1,18,0,3129.687461813435,1,16.45440842035378,6080.299436436041
1,0,0,1,18,0,1688.5748190542336,0,13.467576819553818,5159.807885420349
1,0,0,1,27,0,4495.093655024614,0,12.004542379779986,4890.121466142938
1,0,0,1,21,1,3538.9702133813817,1,15.005557578672839,5803.158855336741
1,0,0,1,29,0,1499.665015511726,0,12.011525576101857,3808.2776568037834
1,0,0,0,24,1,6390.471040258038,1,16.76950505129465,6741.2336969376765
1,0,0,1,19,0,3180.087472010178,1,13.878482670710175,5878.5120487140575
1,0,0,0,20,0,6118.208698936792,1,15.993827025720018,6114.8058832239885
1,0,0,1,18,0,4638.355005999971,0,12.666382855877558,5521.174977986917
1,0,0,0,22,0,6445.112071782317,1,16.234769367692667,6724.958539063662
1,0,0,1,18,0,1214.2456085951344,1,15.641661220084684,5968.60178679701
1,0,0,1,25,0,4039.3615862501592,0,10.79731043079761,5715.5031930267
1,0,0,0,18,1,7520.465348706161,0,11.988082314862382,6349.031482652427
1,0,0,1,28,0,2410.6139002088294,1,14.77569978575552,3829.8295384300104
1,0,0,1,18,0,3987.765014304245,0,12.673093724199283,5030.232184121557
1,0,0,1,19,0,1944.2851918802521,0,12.061250747154364,4506.947789079027
1,0,0,0,19,0,7359.035595895272,1,17.494979013554115,6348.288941027538
1,0,0,1,29,1,3182.1606088093304,1,14.046675269144814,6265.379338337672
1,0,0,1,23,0,4154.824162062239,0,11.660031495140895,5151.509242536026
1,0,0,1,24,0,3607.079261211888,1,16.733375186363283,5846.281716669387
1,0,0,1,22,0,5224.273898295277,1,17.142662282915744,6466.678930255614
1,0,0,1,18,0,2708.292652455828,0,12.77387250491273,3257.5564857936974
1,0,0,1,18,1,3565.8631998016817,1,15.046922211700469,6546.687638048845
1,0,0,1,20,0,3651.5744336502016,0,11.518797754442797,4673.1543092683705
1,0,0,1,19,1,1606.9065270309634,0,9.76424003605273,5278.438466871808
1,0,0,1,22,0,1398.1419539660806,1,16.045426786961777,4343.415685119124
1,0,0,1,29,1,4354.249355384947,1,17.16328130907502,4976.07906219655
1,0,0,1,27,1,1461.0898882254191,0,12.00702587134297,4450.159346775813
1,0,0,1,23,0,3287.6947246039813,0,12.576688021781559,5065.576286267654
1,0,0,1,24,0,2277.417962707742,0,12.550046634317066,4420.235142256257
1,0,0,1,21,1,3880.155464028137,1,15.68314358685793,4457.090857439975
1,0,0,1,24,1,5148.286839675103,0,9.568148060040082,5067.13025448715
1,0,0,1,28,0,5125.19320532224,1,17.340899601968893,7903.825077730829
1,0,0,1,25,1,4238.21357478851,1,16.43200023052785,7417.6824658422975
1,0,0,1,28,1,4135.370593176543,1,14.74926771159896,5223.705138200753
1,0,0,1,18,1,5400.3076397558625,1,16.37087790345567,4336.051826869394
1,0,0,1,23,0,4212.658186958191,0,12.200061833066256,4846.101436878995
1,0,0,1,25,1,2806.338066103015,1,17.311088344152324,7376.2530878366215
1,0,0,1,22,1,1457.0184569445862,1,16.472079080576332,6127.311730218224
1,0,0,1,21,1,5856.923468537113,1,16.47566056141825,6112.570686408177
1,0,0,0,19,0,7518.362739185918,0,12.199328855694812,4921.580235054059
1,0,0,1,23,0,2931.4955151795593,0,11.230277769128115,5665.65571879429
1,0,0,1,23,1,3060.5113739292037,0,12.672745194286868,7029.628664973896
1,0,0,1,28,0,1411.9536324293344,1,15.974581715379252,5358.002113173806
1,0,0,1,18,1,3056.788360416841,0,11.047213644766522,2480.1906121298825
1,0,0,1,26,0,3510.9787232048448,1,15.340960978723286,4537.211539787036
1,0,0,1,29,0,2370.8514515114266,1,14.863842990753303,5601.06197897915
1,0,0,1,28,1,2302.7400524247832,0,13.059681933804518,4848.612035631314
1,0,0,1,23,0,3722.6555093312327,1,17.97878609241638,7388.938884336316
1,0,0,1,20,0,3461.1140006925434,1,17.15516169822701,4965.80557518921
1,0,0,1,21,0,2412.021092298885,1,16.376230271247945,5187.376325764281
1,0,0,1,29,1,5861.145992171175,1,15.934546379720778,5305.898758365088
1,0,0,1,28,0,1147.803999909217,1,15.709064938651185,6240.8978998009725
1,0,0,1,21,0,5539.745004458399,1,15.013704039130495,4718.061998904801
1,0,0,1,20,1,2423.233410525009,1,17.946788825991344,5112.3252645703715
1,0,0,1,27,0,3414.851680834715,0,10.96597669067587,3482.5792293018835
1,0,0,1,20,0,4340.622499196559,0,11.150529985789504,4304.361438323821
1,0,0,1,20,0,3810.880917112684,0,11.804498524067506,6478.853668763512
1,0,0,1,21,0,3061.293731635253,0,11.887080227825328,6531.206327207605
1,0,0,1,24,0,2851.448303269187,0,12.602039329945931,5693.156230995974
1,0,0,1,21,1,3459.3288911295917,1,15.326571368126913,5616.4765480533315
1,0,0,1,26,1,5382.524363063503,1,14.011406892723663,4847.804529341139
1,0,0,1,18,0,4490.695177338801,0,11.768576164228394,5034.716015492744
1,0,0,1,25,0,2179.7091530700013,1,15.835942791790494,5625.544918773345
1,0,0,0,24,0,6547.513375151625,1,15.754725331234582,6064.545034143107
1,0,0,1,19,1,1767.7377226121534,1,15.741424792929179,5672.9805795509355
1,0,0,1,25,1,5839.7463967689055,0,11.649375989448275,4213.571917934696
1,0,0,1,18,0,4676.9343785541205,0,10.67562178089951,7188.805382338564
1,0,0,1,28,0,1813.3912099374866,1,17.462200084046458,7544.69851077988
1,0,0,1,29,1,5555.342931594334,1,17.40560602445733,5285.20243076098
1,0,0,1,26,0,4740.042746314323,0,13.395425506200064,5633.4818882676045
1,0,0,1,26,1,4403.905931809979,1,14.81444488286178,4855.023491509789
1,0,0,1,19,1,2467.751624799286,1,16.40380852569849,5722.049468767161
1,0,0,1,24,0,3673.1000106425495,1,15.577154301617234,5493.083396323125
1,0,0,1,27,1,2604.5474274024673,0,11.522793977815422,2930.8456394146315
1,0,0,1,20,0,4050.5491860505535,1,15.071355844534825,4413.424827557331
1,0,0,1,24,0,2038.9755243693712,1,18.0,7125.96472983097
1,0,0,0,29,0,6856.177790771253,1,15.751260634552246,6092.899808549042
1,0,0,1,27,0,3827.7292831949335,0,11.078006097840053,4855.900959930363
1,0,0,1,26,0,3134.91600421602,0,12.138177264812061,5766.220916133496
1,0,0,1,21,0,4559.5897683724,1,16.763135841650726,6758.7102132245445
1,0,0,0,29,1,6734.595733853664,0,11.8586650742017,5445.100742473371
1,0,0,1,18,1,2639.7359071993023,1,16.24425766747543,2859.541528888834
1,0,0,1,19,1,5138.0820189462775,1,17.001876384273054,4722.07092768885
1,0,0,1,18,1,3933.1542185761878,0,11.045403824300731,2421.4222751228363
1,0,0,1,29,0,3420.7956740808186,0,12.177791271771165,3849.647144033168
1,0,0,1,22,1,1271.2675219581574,1,15.360979778337441,4971.111272736362
1,0,0,1,22,1,4306.799193500325,1,15.225662710564844,5377.6179642290135
1,0,0,1,28,1,5027.180854700131,0,13.751973390464926,6858.20558544541
1,0,0,1,24,0,5902.794232319585,0,11.910610638060517,5338.041480108669
1,0,0,1,26,1,5097.408355054224,0,10.938076833363155,4126.727273244901
1,0,0,1,26,0,3316.5967049274273,0,11.888466676619647,6293.391516736798
1,0,0,1,20,1,2381.6533619505017,0,10.790515514510352,5900.154745198169
1,0,0,1,20,0,1314.262974067202,0,11.782561283536646,5332.017502672021
1,0,0,1,20,0,5213.183685883098,0,11.321516179022133,4913.079778393939
1,0,0,1,21,1,4324.2093563212065,0,12.510944091225475,4571.086601668341
1,0,0,1,25,0,3613.9806288100585,1,17.937076736982156,4673.996783019864
1,0,0,1,23,0,2359.7794871736023,1,15.825074337710344,4557.767319886859
1,0,0,1,25,1,1585.5693160632409,1,15.359086051605805,4639.2364358962595
1,0,0,0,18,1,7014.318584295841,1,16.09100439554275,4253.350535442962
1,0,0,0,25,1,6425.82950337692,1,17.4912976375915,5764.539629187289
1,0,0,0,21,0,7298.113016787912,1,16.516331065099468,5808.958376445048
1,0,0,0,28,0,6844.102972718348,1,15.858951553815889,7746.2149185674025
1,0,0,1,18,0,3623.930633446406,1,13.933605743276116,3409.148708840009
1,0,0,1,25,1,2372.3390477446187,0,11.947674052251303,4865.210442768532
1,0,0,1,21,0,3120.5340635920893,1,16.776548546928666,4100.824116975153
1,0,0,1,23,0,2437.8316666901565,1,16.95752212841256,3493.9205194454994
1,0,0,1,25,0,2649.703162530386,0,13.310841780533012,4642.701847524362
1,0,0,1,21,0,4507.234479976579,0,11.325506294001947,4943.638604458685
1,0,0,1,20,0,2236.767140023194,1,15.596952426196331,6469.552166899445
1,0,0,1,26,0,4001.301290644164,1,15.879791846591704,5491.857080695518
1,0,0,1,20,0,1881.766674927676,0,12.709627142036858,4166.978895839693
1,0,0,1,26,1,3813.573235923288,1,15.736867293322291,4793.2291284162275
1,0,0,1,19,1,3627.604540410931,0,12.524831744714348,4172.283751163008
1,0,0,0,19,1,6717.220352780182,1,15.615631325371707,1866.8362673817392
1,0,0,1,19,0,1978.7928660380362,1,15.294158690458305,4218.302898819783
1,0,0,1,23,0,2809.084106138979,1,17.109728475434537,6490.506854946579
1,0,0,1,20,1,2918.9297244548907,1,16.312360872625053,2685.807766718379
1,0,0,1,26,0,5378.854504808222,0,12.746643077516657,5082.163537354194
1,0,0,1,21,1,3765.704822976086,0,11.793706704010132,4404.33195382039
1,0,0,1,18,0,4600.801505110385,0,12.80412697345391,5727.897759501817
1,0,0,1,21,0,3982.0374710933634,0,10.937329909163113,4902.115563413865
1,0,0,1,18,1,2103.2125402614,0,11.096568905540652,4567.138343565634
1,0,0,1,22,1,2518.890752929192,0,12.94210547036906,3994.1491475052653
1,0,0,1,21,1,4903.28238498523,0,11.929759949021914,3138.644663058839
1,0,0,1,25,1,4311.0688613123675,1,15.753450545069729,4999.995871857399
1,0,0,1,25,1,3008.7761140802477,1,15.080465815512204,5116.952678433008
1,0,0,1,24,0,1489.7961730116126,0,12.804470582979127,5984.034795563166
1,0,0,1,20,0,2233.0677773666152,0,13.865399201692716,3499.245331752356
1,0,0,1,18,0,4349.205797884952,0,12.60762054855862,7020.526293343064
1,0,0,1,18,1,2397.202806821597,0,11.550867185734432,4452.512259876342
1,0,0,0,29,1,6791.007161606667,1,17.38679364082651,5510.701784242043
1,0,0,0,28,1,8419.44803688594,1,16.359393420467793,5488.550033208405
1,0,0,1,20,1,3298.38746712316,0,11.567011243612686,4377.633530356124
1,0,0,1,23,1,5154.026027994106,1,17.275682245025045,5741.27253711062
1,0,0,1,24,1,4325.062048861093,0,11.819590144811277,4934.822968796507
1,0,0,1,23,0,5265.17797894386,1,14.557317111927343,6300.693433503638
1,0,0,0,23,0,7609.010846342681,0,11.68238308662467,4846.571172859338
1,0,0,1,23,0,3930.990674380786,0,12.53208239266564,5227.070505315905
1,0,0,1,20,0,1133.3812559469056,0,11.282341844437376,4048.7326795349923
1,0,0,1,23,0,4371.22565435892,1,14.12767067316566,7141.511455566604
1,0,0,0,25,1,6170.2785455376925,1,17.469825618924542,4089.9498439657873
1,0,0,1,28,1,1572.2794469226917,1,18.0,7917.399313745907
1,0,0,0,28,1,7068.938944826024,1,15.524529678980816,5109.192660370283
1,0,0,0,19,1,7435.601389477845,1,15.370174600470667,4512.538816050848
1,0,0,1,22,1,5402.367281231249,0,10.65290824029365,4517.799005394217
1,0,0,1,18,1,1790.9472550479472,1,15.178808589308192,4956.039671577256
1,0,0,1,29,0,3641.1880581258147,1,14.472165271540211,5279.507675354429
1,0,0,1,18,1,2450.5967609750187,0,10.695026169114763,4719.8485187568385
1,0,0,1,22,1,4446.424575993013,0,12.002246107031253,4423.794710034547
1,0,0,1,29,1,2205.7825936537215,0,10.420969109443915,4023.2693511582493
1,0,0,0,20,1,6177.780423520806,1,14.531573398599074,4444.257583907144
1,0,0,1,21,0,3290.506178869762,1,16.20702050939083,6794.92360216065
1,0,0,1,20,0,3115.0460958675008,1,15.382531327002539,5669.57525421903
1,0,0,1,18,1,2962.787208232702,1,16.356673442051928,3929.6554646570507
