age,income,education,experience,assets,gender,region,industry,education_level,occupation,treatment,outcome
29.87168879665576,19297.72667981428,12.557498631464062,15.67131451317502,20702.43782257392,남성,지방,서비스,대졸,관리직,0,49.119720039209454
43.142473325952736,8087.450496462648,16.088503991477868,21.442636261151335,8730.20623769488,남성,지방,제조,대학원졸,사무직,1,56.96107436713018
30.91975924478789,30263.84410423499,12.446922281392355,12.178156510152524,83331.49029443774,남성,지방,서비스,대졸,사무직,0,50.658347703588674
25.876962986647086,11853.409214035288,13.73572626791278,8.069087564845448,30638.591396122243,남성,서울,제조,대졸,관리직,1,49.134360643431556
54.65648768921554,22696.507003537907,20.50980976424163,28.64557981683405,42756.297542228574,남성,서울,서비스,nan,관리직,1,68.00859626969549
37.74223699513465,25303.25870471288,9.72895208934823,22.811741291665072,51625.65678657322,여성,서울,IT,고졸,관리직,0,50.97879660088154
40.67528204687924,43491.869776521846,8.444471805276024,31.21517823880459,73319.19975338012,여성,지방,IT,고졸,기타,0,48.92479298425765
25.752518137865433,11448.223000101107,16.35076899439582,2.8515062869595185,16933.82631143872,남성,서울,서비스,대학원졸,관리직,0,42.97773139596395
34.556172754748175,4867.053110240371,11.96407081611769,15.956580150595693,13572.713060337273,남성,경기,서비스,고졸,관리직,0,46.700013994451176
41.10922589709866,24147.225645472783,13.045287416772139,22.297095504351446,19656.60856234291,여성,경기,기타,대졸,기술직,0,58.119454284766874
28.490064225776973,54190.212544178314,11.656530865606658,12.97656523133239,83784.40745496786,여성,경기,서비스,고졸,기타,0,46.856824312279066
43.75698018345672,40924.049496416534,13.220599577697463,21.523312545378456,55714.19619089709,여성,지방,기타,대졸,기술직,0,53.479244789699784
33.99361310081195,24460.86341400829,18.795614336289024,5.266886981569915,42693.42352613713,여성,서울,서비스,대학원졸,사무직,0,55.643363104266356
37.083062502067236,17226.116410856604,16.40638537585436,13.502446584972581,28321.10806601258,남성,경기,IT,대학원졸,사무직,1,53.6033199698839
33.98293387770603,32976.85722847502,16.586670535660932,8.128417423926525,59266.79362075747,남성,지방,제조,대학원졸,관리직,1,56.00504971237514
58.522781845089376,13537.608420085617,9.751318832622063,41.921800317416036,11504.225020637616,여성,서울,IT,고졸,기타,1,57.29406846164719
39.86502775262066,27950.179050924977,10.546538790341392,24.323488354537847,49831.081639853954,남성,지방,기타,고졸,사무직,0,53.76034871039845
29.422890710440996,28360.002805860546,5.482764021543719,16.15862896179275,31367.497008016984,여성,지방,기타,고졸,사무직,0,49.13356822647771
48.225449121031886,37425.40211363603,11.571857536751738,27.799938430717464,35959.3882018981,여성,지방,기타,고졸,기타,0,53.72069116523577
27.791563500289776,87538.1536880012,16.870109559156976,5.060128264563495,57957.746364868355,여성,지방,서비스,대학원졸,기타,1,55.93707746549738
42.08863595004755,26801.361932628104,15.550839547245113,22.262883372032782,64500.99910648469,남성,경기,IT,대졸,사무직,1,58.40890742555988
20.403298761202244,17077.518794486405,13.335460211143628,0.0,26787.877989691384,여성,경기,서비스,대졸,사무직,0,43.874818930784926
26.718139511015693,21746.60307596512,13.93309914884584,8.42550515878182,44941.73016558655,남성,서울,IT,대졸,관리직,0,47.91978609150074
41.96861235869123,9094.835896786768,11.933343372273782,25.6698813938941,21090.773090771083,남성,경기,제조,고졸,사무직,0,48.325064027583224
47.38466579995411,15562.873212653363,14.614276647205353,28.67855935706201,34211.734440119966,남성,서울,기타,대졸,기타,0,55.4932870310757
41.7136828118997,17950.240298743516,16.297634838441844,21.85300840320123,30089.122570350304,여성,경기,기타,대학원졸,사무직,0,53.07914116016231
38.843517176117594,16948.859103796938,9.15233963776858,28.095205387668244,24910.523336330883,여성,지방,서비스,고졸,사무직,0,47.57209414639268
36.98896304410711,23769.94950455415,14.898943063512045,15.377835883356957,34226.34492201537,남성,경기,서비스,대졸,사무직,0,51.6723267398673
25.214780096325725,14600.19310251909,16.797304612864004,2.636618643617438,30662.18662679417,남성,경기,제조,대학원졸,사무직,0,48.38024311278148
32.801557916052914,38581.004914160614,12.754699133109892,13.213981916446972,67014.66105585868,여성,경기,IT,대졸,사무직,0,47.373002290329666
35.393612290402125,22028.746367030286,16.10210183636175,13.295464143551996,57777.67049102805,여성,경기,서비스,대학원졸,사무직,0,50.96819625090429
50.57122226218915,21924.27697344451,22.44396333341766,25.193005640044117,58905.15992072315,여성,지방,기타,nan,관리직,0,55.79557933937288
43.43618289568462,18695.771265651758,13.686971621039325,21.059182306783953,17319.780168308305,남성,경기,IT,대졸,사무직,0,48.914509787371955
22.36959844637266,23803.67696202959,15.179921150015971,0.0,20008.993062895184,남성,지방,IT,대졸,기타,0,51.17055412419025
43.24083969394795,33274.58370142519,11.785828749015826,28.209372817941244,69078.11279781464,여성,경기,IT,고졸,사무직,0,51.21479532365206
36.149177195836835,14277.424923470368,14.543753487806152,17.645496721834864,17890.532469173668,남성,서울,제조,대졸,관리직,0,51.240317924125605
33.23077999694041,15850.269074371483,15.380814874946912,11.123701828359343,8661.011760513984,여성,경기,기타,대졸,사무직,0,51.21523221417044
46.11676288840868,18923.06799438989,14.584527020810414,27.241039869839707,51501.14813487328,여성,지방,IT,대졸,사무직,1,55.512885195623355
50.30999522495951,11238.094024145792,10.94091404087343,34.051512869070145,11993.877403164737,남성,서울,기타,고졸,기술직,0,52.24075513045336
49.31280119116199,14623.294795740234,14.619085313976353,31.694265095187614,41284.50969181808,남성,서울,서비스,대졸,기술직,0,48.78612346923103
31.607824767773614,17359.402392517775,18.38658781615291,7.3702561392742485,39815.284503885465,여성,서울,IT,대학원졸,관리직,1,61.60720340143699
36.907876241487855,34104.84005704966,15.345907293543583,17.613233175689437,82077.8582594796,남성,지방,제조,대졸,관리직,0,48.82753647821652
43.31263431403564,25116.50966574816,16.885961567215524,25.710696567805357,25208.27884878657,남성,지방,IT,대학원졸,관리직,0,54.10262407535758
49.75545127122359,24265.113896403043,13.288964089962118,31.662685491356402,26339.44297693816,여성,경기,IT,대졸,기술직,1,63.59901559659852
35.2082576215471,33706.601288315804,16.249700718271132,13.057213234865653,60778.711500667254,남성,경기,IT,대학원졸,기타,0,53.29030105120773
38.14341023336183,20564.346560298804,14.837803514649577,18.750500689154208,19129.97581231971,여성,지방,IT,대졸,기술직,0,48.0264768295857
28.936650259939718,26775.22838231247,11.147267810938304,11.058820732593645,33832.6225081174,남성,지방,서비스,고졸,기타,0,50.63529304419847
28.037933759193294,20918.49810993885,14.955563014396624,11.858306155846133,27270.529648387943,여성,지방,기타,대졸,기타,0,50.65359936607851
48.125258223941984,25151.710237320698,11.024910009679068,31.460490289654878,22613.269684601266,남성,지방,기타,고졸,사무직,0,51.036353089677704
53.56240028570823,16458.883999847953,12.101359175345625,34.91517446991158,16672.143133951675,남성,지방,제조,대졸,사무직,1,57.24109488002688
39.27989878419666,6506.724248076815,14.567984921877123,17.040535852279465,16080.585602190307,여성,경기,기타,대졸,기술직,0,45.65837995435204
50.03532897892024,20596.170077132083,14.891732820140373,31.33803654199275,18907.070679683486,여성,지방,서비스,대졸,관리직,1,58.12874484670787
43.61636025047634,44863.24169963424,10.432302604768612,28.918432471363204,25623.347970904862,남성,지방,IT,고졸,기술직,0,48.709066089761976
33.54880245394876,35000.152623056354,17.16195731354863,9.392136397571944,72568.87392674749,남성,서울,서비스,대학원졸,관리직,1,58.159529292731364
43.61395605508414,35692.60281711327,15.71601883490142,23.050839910427563,104934.74600026153,여성,서울,기타,대졸,사무직,0,60.00164143647544
55.38036566465969,40866.47651806327,11.885814693167347,34.47743903506663,54272.09220341651,남성,지방,제조,고졸,사무직,1,59.24808351215016
39.64173960890049,23024.837314149507,9.387245610652474,24.624435148394326,18342.48931329905,여성,경기,서비스,고졸,사무직,0,46.86536109802848
55.64643655814006,24310.35945986237,13.565286262755706,36.98666299953774,46820.982007516555,여성,지방,서비스,대졸,기술직,1,56.87009505135174
13.802548959102555,16174.22253356491,12.66216885841652,0.0,44736.048028019075,여성,경기,서비스,대졸,관리직,0,46.689799436130045
48.21902504375224,18806.60791658607,14.339421371159068,26.337966067135792,46267.16014733011,남성,서울,IT,대졸,사무직,0,59.09783186202888
40.870470682381715,29968.00450124492,12.9106500165333,19.403115408243767,61622.898117344106,남성,서울,제조,대졸,기술직,1,61.495736270917504
37.009926495341325,40212.86380562614,7.9776294177649705,21.24144115572627,51779.74187571084,여성,서울,IT,고졸,사무직,0,47.17076652944517
40.91760776535502,20543.027381104806,12.834959185096524,19.40951157962866,38101.161782780415,남성,서울,기타,대졸,사무직,0,53.293486470549276
20.124310853991073,17586.82581636426,13.08314266679506,3.7144829027139785,12805.180734831474,남성,경기,기타,대졸,관리직,0,51.19253086772944
37.80328112162488,22032.28109618087,15.900983074322177,18.999576637350774,48412.931639884184,남성,지방,기타,대졸,사무직,0,53.63466253220677
43.57112571511746,29750.564169200054,11.90540097616685,26.306157894848265,68805.32118221516,남성,지방,서비스,고졸,관리직,1,58.98680947183993
54.77894044741516,10700.787243829574,19.0360240201177,32.185506318667755,31166.888822731315,남성,경기,서비스,대학원졸,기타,0,54.786894653560296
34.81729781726352,6987.719452647628,8.265078348044728,20.820136230379266,8042.818949126314,남성,경기,서비스,고졸,기타,0,45.062922752360066
31.915063971068122,16726.199062541404,17.93350249340787,7.791338182258718,9134.863878508893,여성,경기,제조,대학원졸,사무직,0,53.44785674263418
34.982429564154636,11963.836899406191,13.327043087365686,14.989311238681424,22300.845148057833,남성,경기,기타,대졸,기술직,0,49.26783728004498
49.15402117702074,17084.551296163743,16.57875461703067,25.95448457723494,38730.27221810393,남성,경기,제조,대학원졸,관리직,1,55.791537475295186
43.287511096596845,20457.602250721888,14.239404452176199,19.952503531802584,50653.405519389,남성,서울,기타,대졸,관리직,0,51.64673526449029
34.70239796232961,17559.94606102004,17.418666608076407,11.812240881467885,17285.08606509814,여성,서울,제조,대학원졸,관리직,0,54.70186266170464
45.13267433113356,45534.873742250355,12.837914106341566,26.214092404363907,52564.64647930684,남성,서울,기타,대졸,사무직,1,61.4174387956896
40.9707754934804,25935.61455047965,10.704138724466564,25.757358217169593,46203.70892475562,여성,서울,제조,고졸,사무직,1,56.11350092454285
49.68644990532889,25597.17261919257,18.261512861813188,25.611984036392926,33954.70131171383,여성,지방,제조,대학원졸,기술직,1,59.04807044471957
32.979469061226474,30064.5967874004,13.659558062353577,12.994503595734715,79709.6255816453,남성,서울,IT,대졸,관리직,0,56.35164780081013
36.723378534022316,12463.796501921863,14.664675420872632,14.316317053134421,20994.023618257495,남성,지방,서비스,대졸,사무직,1,59.333304087333104
36.078918468678424,37032.67439585667,17.704255742134386,12.518969200187561,92542.67615020344,남성,지방,IT,대학원졸,사무직,1,63.91749767206864
25.364850518678814,21207.6629813322,10.904134273716696,9.937190706594443,41387.801992195054,여성,지방,IT,고졸,관리직,0,51.70786596742469
42.96120277064576,30799.086475043187,15.786472692917773,18.88805209556027,74925.71854919364,여성,지방,제조,대졸,사무직,0,52.01506583042209
42.610552721798896,12888.250785174625,12.230315730611327,24.555184498549046,17163.057592226894,여성,경기,기타,대졸,사무직,0,47.4064574053969
40.05113456642461,10128.622613710584,13.603491933066884,20.91372853641669,26117.074302600824,남성,경기,서비스,대졸,사무직,0,48.68727143729527
37.65412866624853,33154.86788453571,14.216836896152866,16.00116220285914,39335.95605938079,여성,서울,IT,대졸,사무직,0,53.427643797325025
25.84629257949586,26587.720771293425,9.499334415659192,9.171245554020667,49592.666937465896,남성,지방,서비스,고졸,기술직,0,51.46542188813362
35.79354677234641,14030.295330746389,11.663488871538696,18.591279598340144,14521.605167147998,남성,지방,IT,고졸,사무직,0,52.946961359240014
36.572854834732304,14259.354969112625,18.053218677239418,10.252794120907641,24081.431157294566,여성,지방,서비스,대학원졸,사무직,0,51.82924747936052
31.97722730778381,38666.05615525012,16.658573565754388,10.018501172528207,50089.47937280502,여성,경기,서비스,대학원졸,사무직,1,52.44262178310085
38.387142883339905,12152.546965210091,13.812081268018295,16.784352868003207,14179.088399108541,남성,지방,서비스,대졸,사무직,0,44.211585361168034
44.040508568145384,50077.970341498854,14.729370375538679,25.43684557867314,146100.6028044539,남성,서울,서비스,대졸,관리직,0,57.10828192903497
58.8618590121053,14040.33633357997,13.117272483090627,44.42024201979127,12638.903865116627,남성,서울,서비스,대졸,사무직,1,64.33846579190997
41.74577812831839,30308.87833107855,18.069750157483945,15.954514367430807,74811.84670156607,남성,지방,IT,대학원졸,기술직,1,60.73906434399737
42.57550390722764,18689.00687110938,13.398942266617508,24.244977365359482,55327.167660771906,남성,경기,IT,대졸,사무직,0,58.5277842014085
39.25554084233833,29780.041969078025,14.695526276404545,17.106530756169747,16371.688537105116,여성,지방,제조,대졸,사무직,0,48.34259647401899
20.812287847009586,16780.000317506245,17.438090432426193,0.0,37714.20073268293,여성,서울,서비스,대학원졸,사무직,0,44.974058782901054
39.73486124550783,20304.616378080274,11.66788554546228,19.53645888187512,22990.50116231024,여성,지방,서비스,고졸,사무직,0,47.150194535018535
40.60230209941027,22481.759886240743,18.67636755349068,16.88710806277501,13516.473805283464,여성,경기,제조,대학원졸,관리직,0,50.887852982688955
64.63242112485287,13345.122911627694,9.40861577076987,47.477827420304294,20114.08883328927,여성,지방,서비스,고졸,기술직,0,56.529806371106815
38.076390352188774,31901.6232388924,18.888926393338394,12.773494780653643,90538.22718537932,여성,지방,제조,대학원졸,기타,1,57.18489574691685
43.015473423336125,17041.26810231376,12.881973248144076,22.071449624897433,9021.864369549454,여성,지방,기타,대졸,사무직,0,45.39086925228739
39.65288230294757,19647.39507456802,13.271903756524155,22.02567948821492,38699.75365735952,남성,경기,IT,대졸,사무직,0,54.829287238370554
28.313219623804677,13397.52560702446,8.329969486451171,12.309289428474335,23492.443206644104,여성,지방,제조,고졸,사무직,0,38.710733761911435
51.42822814515021,6117.037383302005,12.635615847866921,33.89654081594694,16414.827650255203,여성,서울,제조,대졸,관리직,1,52.06221658809464
47.519330326867745,20019.981297939437,10.880580406919346,29.95055386342373,14214.27253321415,여성,서울,IT,고졸,사무직,0,48.085921547512285
47.910319470430466,73593.18540368642,12.177060963879581,29.504313762953156,162185.7713890597,여성,경기,서비스,대졸,기술직,1,61.203094446124425
30.90612545205261,32607.648093968182,13.588067102633362,11.613570164219503,71745.76832650191,남성,지방,IT,대졸,사무직,1,57.36836033706634
54.02794310936099,21815.36484965662,16.873374843418716,29.630918922624577,47398.24412849109,여성,경기,기타,대학원졸,사무직,0,61.66392190274473
25.981489372077192,19313.40291438947,14.622810054201878,5.779413544957088,55155.91590921491,남성,지방,IT,대졸,기타,1,57.562651180010114
45.868570938002705,22275.28276213742,14.923029960203342,28.006210106508185,56973.90999761182,여성,지방,제조,대졸,기술직,0,57.12677539278148
61.90455625809979,28956.777252438464,10.713441833463314,43.63492485297105,17516.875837496187,남성,서울,IT,고졸,관리직,1,65.6745927481973
30.094636748693116,12204.90979950682,11.35773773119181,15.080519304048998,20476.264152111213,남성,지방,기타,고졸,관리직,0,43.67343411366912
34.33702270397228,38451.80228604328,19.396175055053938,11.937042915893912,57480.931733472506,남성,서울,IT,대학원졸,기술직,1,61.943635453611975
40.99651365087641,31498.35677942869,11.79439689571026,21.56980677711006,40171.99794988043,여성,지방,IT,고졸,사무직,0,53.857583586524925
34.96524345883801,31542.55491718273,18.968624756171888,7.0865094924850185,51362.06105687767,남성,경기,서비스,대학원졸,기술직,0,55.725711556026816
24.493365689338674,27425.756508803628,13.2708164033574,5.826471086324803,40054.91867409714,여성,경기,서비스,대졸,사무직,0,46.416527148632056
40.68562974806027,22243.57159668697,14.006863808430513,19.583950894096013,35163.41093740845,남성,경기,IT,대졸,기술직,1,59.44622802682065
29.37696286273895,30835.76874333285,17.21109548068979,9.903073820375166,90908.6154393484,여성,서울,기타,대학원졸,기술직,0,48.95412665534284
44.73592430635182,29611.17393466989,17.81567726581597,20.989862121535513,21366.903046477542,여성,경기,IT,대학원졸,관리직,1,57.558969911587596
30.80575765766197,18452.95214503004,13.667562319162737,9.533796522428876,51771.181342023796,남성,서울,IT,대졸,관리직,0,47.47608754936221
55.499344050175395,16534.412821749043,12.835270839435383,34.36975418871659,28118.286592599437,남성,서울,제조,대졸,관리직,1,60.59943419941684
32.16746707663763,23177.28881105543,13.832238654433361,14.515038340385928,47730.279824525474,여성,서울,서비스,대졸,사무직,0,46.30796370916031
36.77938483794324,47787.05547045764,15.013872584696355,14.623144305078513,123073.52642620089,여성,경기,서비스,대졸,사무직,0,51.30366257483279
48.135172173696695,11854.306072160049,16.673911060609267,25.548918712008284,16609.750724163085,여성,지방,제조,대학원졸,사무직,1,59.919345976238546
27.69135683566045,10574.887516536599,14.012689576982455,9.590272748902958,16666.60191497656,남성,경기,IT,대졸,관리직,0,45.01923890579209
42.27459934604129,23917.85238070036,15.856658894069461,19.44942374811017,36445.93258653776,남성,지방,서비스,대졸,기타,1,56.73472502749143
53.07142754282428,22594.094615761893,18.915079196812822,28.064490688531134,32463.817754466345,여성,지방,IT,대학원졸,사무직,1,63.10813963447835
23.925167654387725,24020.69026187836,15.143928836794354,2.7481019979483308,67589.97803985531,남성,지방,기타,대졸,사무직,0,49.899554911089254
41.84633858532304,24883.907763129388,14.934958568014334,22.27802904034089,64009.49126793418,남성,지방,서비스,대졸,기술직,0,51.45821133199592
42.598827942484235,19700.491677878996,9.443267524729796,28.33704908877509,15218.629321900637,남성,경기,제조,고졸,기타,1,57.33356830552375
47.8182287177731,46394.29227350898,6.10780958951281,35.27019166575064,35737.91217778955,여성,지방,IT,고졸,기술직,1,59.399864238652164
27.63049289121918,9892.656673730799,15.165127187690505,6.592663826521711,15528.243865856404,여성,서울,기타,대졸,사무직,0,50.344801283074126
26.795433869157236,14555.897073109536,13.715527306157384,6.336348539952875,10868.06508961917,남성,지방,IT,대졸,기타,0,48.39847619975371
45.21941565616898,20918.15288208909,12.455651975255774,23.80853886707431,42834.786478862115,남성,지방,제조,대졸,기타,1,55.47980234894446
42.96984673233186,9685.697525082005,14.730590612559034,22.754457834569084,8322.232374616082,남성,서울,제조,대졸,사무직,1,54.04004618649343
42.504928503458764,20172.444083144113,13.818788812409275,26.470523212715626,36430.085686321494,남성,지방,서비스,대졸,기타,0,53.03930917104055
43.46448209496975,50550.85220008143,17.383340751901695,18.31370306168593,26187.862284734107,남성,서울,제조,대학원졸,기술직,0,56.12627571269248
33.19975278421509,22257.69886497708,14.258332604776934,11.395360760232755,28745.61489428868,여성,서울,기타,대졸,사무직,0,48.230713339178145
42.322536971610035,24719.56842439971,11.759230144789498,22.821851283533054,54209.44028768726,남성,서울,기타,고졸,기술직,0,50.93186508663503
42.93072473298681,11730.148687679763,16.970498716877866,21.409409573555187,20059.69619258888,남성,지방,서비스,대학원졸,기타,0,49.85559157891013
32.85648581973632,16184.6622164232,13.348606775161393,14.404849952967808,47674.734077030516,여성,지방,서비스,대졸,관리직,0,48.42073161588229
58.65774511144757,18258.788593067868,15.579610051016921,36.761059675597735,49029.585348461565,남성,지방,서비스,대졸,사무직,1,58.23247522733708
44.73832920911788,18791.171766172873,12.567767881421599,24.334523204418346,26263.98759611984,여성,서울,기타,대졸,기타,1,57.37738542207384
28.086965027973513,41807.11826777028,12.050519343507691,10.22119926774567,25657.712181193194,남성,경기,서비스,대졸,사무직,0,52.16086377713059
46.5655360863383,29110.247250412427,14.252504690557089,23.1837871411096,76096.10031970537,남성,지방,IT,대졸,관리직,1,58.651044844406584
30.253183297726785,12635.568609389718,14.038485930631055,10.501550500810717,35102.69342272224,여성,서울,서비스,대졸,기술직,0,53.408160296744725
47.87084603742452,24915.67466997438,15.4394811061005,28.174413703499887,63574.050234231676,여성,지방,IT,대졸,사무직,0,55.140380154269316
51.58595579007404,28257.40635998559,13.194062740070773,29.889494776735905,23167.536865757655,남성,서울,서비스,대졸,사무직,0,51.30398201098723
31.793176816482895,38951.57625900349,8.490920648688808,14.237219614134757,116651.7067746866,여성,서울,서비스,고졸,기타,0,47.81378530336222
49.63376129244322,48546.15836936389,12.701678349234834,34.0909587265981,55656.25561298104,여성,경기,IT,대졸,기술직,0,56.648624859961316
44.12780926936498,13259.279210581872,16.381455401431445,20.522834588924365,30635.727466794127,남성,지방,IT,대학원졸,관리직,0,54.74708704704261
48.2206015999449,14684.844351016485,13.10787176227068,31.384625529561866,40678.299236219675,남성,서울,서비스,대졸,기술직,0,52.41072246639549
58.967929826539475,11745.330901827783,13.260849792456355,39.39908470368746,12793.22331869164,여성,서울,제조,대졸,관리직,1,56.981512522895
37.54611883997129,19594.223265926405,16.959129517717813,14.263079688370825,54288.66389178835,남성,서울,서비스,대학원졸,기술직,1,54.513313422463085
32.4626383564251,27810.785365354594,11.864080318223232,15.475383437195163,35422.70711647588,여성,서울,서비스,고졸,사무직,0,47.53679012596506
31.104855703744768,36086.252632702424,9.3715903452713,13.965267644980585,106130.86185850648,여성,서울,IT,고졸,사무직,1,53.27935411506068
31.841897150345616,21205.682944953838,13.518106641423516,12.588784795913393,25513.618515675917,여성,경기,기타,대졸,기타,0,45.066964842677685
39.228982905858956,18771.14704707326,12.54747814625379,19.91852592995698,54128.28368972887,남성,지방,제조,대졸,기술직,0,48.06831254062762
43.41151974816644,23762.856661825743,11.101261040740237,23.66927182061614,15062.362991338205,남성,경기,서비스,고졸,사무직,0,53.28660397964785
42.766907993300194,14507.60899700113,13.473864632303927,23.968007510449063,32978.40704305574,여성,지방,제조,대졸,기타,0,54.833483056449126
48.27183249036024,62615.57705306001,15.474516941740351,26.27069993486406,114603.90278043509,남성,지방,서비스,대졸,관리직,1,64.94040078403229
40.13001891877907,9859.290488533632,13.972134315296552,19.843834946593105,16708.467547177795,남성,서울,서비스,대졸,사무직,0,53.939683077320886
54.53534077157317,24157.986043508008,14.920943218058714,31.194075666686135,25576.924333243944,남성,서울,IT,대졸,기타,1,66.38981616970632
37.35343166762044,60585.02986533441,19.44022309554627,15.09600930759978,137163.86992382465,남성,지방,서비스,대학원졸,관리직,1,64.13068958847664
67.20169166589619,22101.481518164863,12.971363415327307,49.98375662334112,21593.671880809914,여성,서울,IT,대졸,사무직,1,65.2710928940835
46.25667347765006,20029.880898757063,14.83504590393401,27.349939342060008,37698.32877295318,남성,서울,기타,대졸,사무직,1,59.720744542222484
31.428424435837172,18421.565375739607,12.472359912202597,12.345175118751209,20873.72271624203,여성,서울,기타,대졸,관리직,0,46.99079111652512
29.291075019388877,20126.73196826742,11.460920840339082,8.371788400042956,58147.204419146816,남성,지방,기타,고졸,관리직,0,47.05267701307212
44.824724152431855,43757.759555963115,12.245277039746691,30.48528187766419,25010.97201713323,여성,경기,IT,대졸,사무직,0,54.774733302804734
37.76537214674149,7288.61663020681,12.563724285434935,19.079452845294817,7283.665474956812,남성,지방,기타,대졸,사무직,0,49.256073442947084
47.14000494092092,47416.08758599092,15.078427392641377,24.563977956239437,52431.59613169994,여성,지방,서비스,대졸,사무직,1,61.547751246421896
44.73237624573545,10807.77891527116,21.047227360102273,18.518752034599405,16591.773249699527,여성,경기,제조,nan,기술직,1,57.47106712394959
39.271710873431275,19277.113368085083,11.851869691172478,23.75408275826539,20854.47482581975,남성,경기,제조,고졸,사무직,0,50.36548805811085
31.53206281931595,17771.970246051333,12.750124083153612,12.735837623991406,30716.588654728774,여성,경기,IT,대졸,사무직,0,50.019186715006256
24.851527753141355,29562.9342659994,13.810630960666256,7.598047128353848,79263.06941660709,남성,서울,기타,대졸,관리직,0,52.25824319639629
35.53485047932979,9906.415178174086,15.187396546129241,16.513453810234285,22588.197303262994,여성,서울,제조,대졸,관리직,0,44.06125967851697
48.56398794323472,27752.64231058267,14.790652435864356,25.620573132566246,54115.014654111445,여성,서울,IT,대졸,기술직,0,52.69954819505522
42.14093744130204,60606.341490692575,17.852287381844352,16.94106984813874,43788.56324178422,여성,서울,IT,대학원졸,사무직,1,66.20280950366661
27.54261221288012,11141.286568524394,6.720823788394375,16.73686275104528,24900.5556739106,여성,서울,기타,고졸,기술직,0,43.37324524502521
41.73180925851182,24218.039874749113,6.839210389412981,23.467373741477957,22184.589370299997,남성,경기,IT,고졸,사무직,0,48.789940650667084
43.85317379728837,15819.662559519249,12.512365483969552,25.04189692698884,39009.998014072866,남성,지방,기타,대졸,기타,0,50.16925946320127
31.16142563798867,27253.67362949231,17.291900562631128,5.0078626721082,30664.250027957376,남성,경기,서비스,대학원졸,관리직,1,55.83998258128309
41.53725105945528,22238.357421897155,9.30305590518321,25.281087551405022,34305.37541781827,남성,지방,서비스,고졸,사무직,0,51.56193493115513
40.58208718446,15982.610165146434,4.977102980918728,29.007344025482862,21994.87662794182,여성,경기,서비스,고졸,사무직,0,42.39935101553375
28.57029702169377,28111.55954487794,15.713538218657625,6.140270047221128,74412.27602331886,남성,경기,서비스,대졸,기술직,1,55.705175969288504
43.577873603482836,54294.27431103925,14.730971671108144,21.742379428149476,44323.73604033903,여성,경기,제조,대졸,기술직,0,55.28073637520301
45.60784526368234,20021.22228367874,10.729374779601711,26.684183184823002,38322.8659514673,남성,서울,IT,고졸,기술직,1,59.44653540533433
50.830512431752766,31567.360527556535,11.04338119783721,38.37095376755293,26994.955369813455,남성,서울,IT,고졸,기타,0,57.335747630049084
50.53802052034903,11537.56509768122,11.090768841095976,37.18217568757576,26097.852148715032,여성,지방,IT,고졸,관리직,0,53.28233414853989
26.22330632042909,13653.918262113424,14.331605952421821,3.5675687274947014,37721.616075387945,남성,지방,서비스,대졸,기술직,0,45.634769480437775
30.621749600848773,27895.01112063854,12.121054171450979,15.664928932004928,44255.96890467342,여성,서울,서비스,대졸,기타,0,46.544457369934804
