age,income,health,family_size,region,treatment,satisfaction,CATE_true
62,71.24685197411328,9.861401001398969,4,1,0,69.52657834553065,23.837657401294333
80,125.37625028276469,29.17763111925517,4,2,0,84.2024010298094,24.731187485861767
67,249.99633699632432,14.130323861889039,2,0,0,76.59513079540682,15.900183150183782
62,107.56553984049606,58.97299194293802,2,0,1,112.28671373377972,22.021723007975197
80,88.00456425026714,38.362874469487345,5,2,1,108.67974385478078,26.59977178748664
75,137.73853039036297,26.372673920602672,2,1,0,83.71841841215941,23.11307348048185
84,32.89992188897312,47.92315394812305,4,0,1,115.31321085504294,30.155003905551347
89,96.89201659261755,84.69574004293918,2,0,1,122.34840764868574,27.95539917036912
76,141.01203108036415,61.08342969362079,4,0,1,115.20184012201314,23.149398445981795
67,68.9168938771464,7.5240719932421705,5,2,0,70.8202095731869,24.954155306142678
69,98.07349266004466,14.34388428609981,4,1,0,78.97050272531958,23.896325366997768
63,67.24561461444772,39.71547387830946,3,1,0,82.91093015422587,24.237719269277616
88,185.19765460072125,13.74860986105753,2,1,1,112.38108664688933,23.34011726996394
88,77.12308409008259,48.15374214616689,7,0,1,119.73123795434167,28.743845795495872
80,184.01942500027184,52.64712892381125,3,2,0,92.12027769011766,21.799028749986405
66,60.21894414735583,73.32097908283473,2,1,0,88.55104605763951,25.18905279263221
61,83.00430576733386,59.988819519434685,5,2,0,83.475209869971,23.049784711633308
81,80.98427967336977,40.81326922574564,3,2,0,80.32489074861181,27.15078601633151
82,73.79823583468969,4.503143369431468,2,0,1,120.69611169265971,27.710088208265518
87,76.28446580010775,16.660590549390278,2,1,1,111.62936005254666,28.58577670999462
62,172.26798556021083,66.12150098083298,3,2,0,93.1479591631213,18.78660072198946
61,56.37244460241556,14.652457303175503,2,2,1,97.3483934563393,24.381377769879226
72,41.201008477901865,92.93198155287315,2,0,0,100.31388295797714,27.339949576104907
68,120.17833072842927,71.63793710700136,1,2,1,114.5849279890307,22.59108346357854
63,55.901484904198405,63.50244576469575,2,0,0,95.50647918291183,24.80492575479008
70,167.7411635333417,59.24236660275762,3,2,0,96.1236437691678,20.612941823332914
65,251.58370699492247,85.87657808571211,1,1,0,100.2235433901656,15.420814650253876
60,144.5693212931805,34.19948591602952,5,2,0,79.20472339128865,19.771533935340976
71,56.118278723646256,53.06112105024575,3,1,1,105.59423525684694,26.39408606381769
62,75.13510474625647,85.77689983428716,5,0,0,80.52176534948893,23.643244762687175
86,113.65808560626529,31.711438510274732,3,1,0,77.97245506055549,26.517095719686736
70,44.785019036925924,30.123763887803918,3,0,0,84.3662886635569,26.760749048153706
82,144.33854999741143,47.7473500615654,7,1,1,110.10971652343638,24.18307250012943
73,129.5110328736377,42.3960956573148,4,1,0,85.55529259897168,23.124448356318116
78,113.70962709428277,47.93283973292127,5,0,1,110.05521402839366,24.914518645285863
64,10.347432012236075,36.259066594007116,3,0,1,118.49040463135607,27.282628399388198
75,61.84764847655468,35.73216592499134,2,1,0,86.2802460391073,26.907617576172264
71,125.8167413100579,75.64805105167154,3,2,1,111.41305622581426,22.909162934497107
87,111.63918010232638,40.798821951008804,2,2,0,85.4610772489882,26.818040994883688
89,191.04575200321455,28.734272897017043,5,0,0,94.63761119140099,23.24771239983927
72,34.648611822898715,50.52325510123394,4,0,1,118.30078210344455,27.667569408855062
80,24.26763647478141,14.369486686357941,4,0,1,112.29816747503469,29.78661817626093
66,120.94067164677944,78.77490619681102,1,0,0,86.77182292990688,22.15296641766103
73,41.67004368952038,58.217201800214916,3,1,1,107.72533926503067,27.516497815523984
79,183.70044227727988,49.45276737836325,1,0,1,121.78267167892618,21.614977886136007
86,100.72231903920242,84.99885753593689,5,0,1,129.331093447405,27.163884048039883
76,267.0853099547247,44.42517724490172,2,0,0,92.03991830177863,16.845734502263767
66,29.81736272739181,40.03757379501613,3,0,0,79.19586268626647,26.70913186363041
74,59.55526576974168,92.54774686940107,3,0,1,121.81560778731632,26.822236711512915
80,34.8292214359279,77.07980006166181,7,0,0,89.36231982467089,29.258538928203606
67,100.69311138035977,19.393104084297622,4,1,0,70.79605454765803,23.36534443098201
71,137.18388827888285,57.346927737832054,1,1,0,92.89548450749068,22.34080558605586
82,43.92890713993343,23.460116482420208,3,2,1,103.43837044931531,29.20355464300333
67,33.276968805827416,45.515776763543236,1,1,0,79.4397685613365,26.736151559708627
61,101.67470753525278,10.727713013064243,2,0,0,73.28373453891813,22.116264623237363
71,18.577009219444577,30.772970202964988,4,1,1,105.00016899691357,28.271149539027775
86,58.616524526912414,92.80085600745633,3,0,0,99.93219326489968,29.26917377365438
65,106.34869016175786,29.843159890569115,3,0,0,73.02368917851649,22.682565491912108
83,251.2106434712273,50.968752814246024,1,0,1,115.07727485513112,19.039467826438635
85,110.89425013030896,47.563993544417706,3,1,1,118.77973633262866,26.45528749348455
78,107.25310218348936,30.116127222453105,1,2,0,83.5330050131232,25.237344890825533
80,266.9365434622084,74.98722975680562,2,1,0,96.54567470305636,17.65317282688958
84,7.081922674641598,49.920306324804876,4,1,1,117.24992335521382,31.44590386626792
77,143.5546229251982,29.54748275187431,5,1,0,82.37702938053957,23.22226885374009
72,54.58013602671915,7.719932688855671,6,1,0,73.12869091775622,26.670993198664043
78,72.79812375083712,3.5163588944090782,3,1,1,107.96587000289064,26.960093812458144
77,46.127722822517974,12.945522158349416,6,2,1,101.82658095590673,28.0936138588741
61,38.349717743782655,38.53510441907242,3,0,0,82.52417089078622,25.28251411281087
79,31.763538387364772,33.08698903424705,2,1,0,74.47400942382514,29.211823080631763
72,203.1749029517946,16.760063568647617,1,1,1,99.5909697792386,19.24125485241027
81,141.61455057517466,56.046697623173294,5,0,0,94.98460400810332,24.119272471241267
69,162.4364575151178,27.82444568373351,1,1,0,79.18863694348376,20.678177124244108
76,133.14352449801186,78.08789768041137,2,1,1,121.22274605977216,23.54282377509941
84,28.889246142857534,54.152096849928796,4,2,1,112.93196721580657,30.355537692857123
87,94.00041275430954,68.80843382801223,3,1,0,91.84509175885547,27.69997936228453
77,178.12584894616802,30.718009892875024,4,0,0,80.27982909161544,21.493707552691596
82,52.33802844149753,33.44218960568238,2,1,1,104.08306684333007,28.783098577925124
63,61.40804101251606,68.53709845938037,2,0,1,112.62840748000717,24.5295979493742
63,47.88718154517071,40.823321299544325,3,0,0,75.26844551719556,25.205640922741466
71,73.79253620457897,54.92165755989389,3,0,1,107.75839451777956,25.510373189771055
81,85.87046786792715,44.4202743311721,5,0,0,87.81137201967579,26.90647660660364
85,122.24533354727218,60.8019706628553,5,0,0,83.39158365403097,25.88773332263639
67,73.64747420598961,82.76132554228799,2,1,0,92.72350451027296,24.71762628970052
69,111.46198448941136,34.056351496679724,2,1,0,76.2020270051557,23.226900775529433
62,107.96341541586871,81.0506943412403,3,2,0,94.8548995642316,22.001829229206564
63,51.85877216666571,63.22622429956374,5,1,1,105.47297912878248,25.007061391666717
71,41.35075678886111,82.26006029936389,3,0,0,83.6479274910372,27.132462160556948
63,100.37289499231036,81.35617437613611,2,2,0,84.50407141194412,22.581355250384483
79,156.1839259379079,29.618611146466232,7,2,0,87.91119268675811,22.990803703104604
84,36.173656446985305,23.843989967828726,1,1,1,100.40052475906465,29.991317177650735
66,119.66861964578655,55.96287645655048,3,0,1,98.11379828485896,22.216569017710675
69,17.342416337230144,65.30690435950952,3,1,1,121.19381748452255,27.932879183138493
83,37.93813621270522,43.8180280805671,3,0,1,114.03331064063173,29.70309318936474
74,153.88162101215562,28.142720172507403,3,1,0,83.98583359888218,22.10591894939222
66,135.50842741326446,63.459821667763016,2,0,1,111.52478155620037,21.42457862933678
79,51.073762727601824,27.94805030685238,2,0,0,81.8515175140658,28.24631186361991
85,145.98657226650892,31.925473059140913,2,0,0,92.44011249159193,24.700671386674554
66,48.56933120900197,11.987716936959975,1,2,1,101.88657806912477,25.771533439549906
72,49.030795423403994,82.500094886492,2,1,1,118.63718269421987,26.9484602288298
82,96.86322126576579,50.345365865293566,3,2,1,108.73031158541774,26.556838936711713
87,178.08694210190657,15.493433525978684,1,0,0,90.70126757302044,23.495652894904676
66,104.70335755462128,51.47397891124782,2,0,1,99.18464600062401,22.964832122268938
77,62.207075685333194,65.2117877737391,2,2,0,84.73195956845304,27.289646215733338
89,95.28803459519064,69.42826773058243,4,2,0,91.11979075476627,28.035598270240463
74,41.25011532907771,26.28140810625348,3,2,1,102.73050081351629,27.737494233546116
70,113.88564824396252,90.50444731588566,1,1,1,126.72406829107415,23.305717587801873
63,94.5248748871057,74.2636654786743,3,0,0,95.76031272447386,22.873756255644714
80,35.09804661551311,23.82420563558888,3,1,0,84.60749257488546,29.245097669224343
63,90.49223732051287,53.23738358755141,1,1,0,88.67439331652477,23.075388133974357
61,33.362829155972534,66.9343199696475,3,0,0,85.22912631344175,25.531858542201377
75,13.203072275096892,20.916677768689002,4,2,0,71.23796995384761,29.339846386245156
73,60.07014784464162,88.99014368535266,4,0,1,120.08394071505754,26.59649260776792
76,93.84590568518294,9.045149185917257,4,0,0,80.23197183940543,25.507704715740857
65,76.07137210433619,78.49370855611949,8,0,1,115.42030906370758,24.19643139478319
68,168.2010188522534,39.5382508988431,1,0,0,85.69536729026743,20.18994905738733
73,140.42809513335212,59.629981382471506,1,2,0,97.78092432471911,22.578595243332394
82,129.71142783448593,28.066002550318032,2,2,1,116.26872608433995,24.914428608275706
74,109.54870108132855,7.866052900025321,4,1,0,77.6200225297244,24.32256494593357
75,190.4646007477011,49.617989296422174,2,2,0,94.83849514924817,20.476769962614945
87,28.269890469199083,40.2168513982216,6,2,1,108.73150999187284,30.986505476540053
68,77.17658716991332,39.1302244423074,4,0,0,82.10028949549627,24.741170641504336
85,31.31153435027265,84.60293623058273,3,0,1,133.54830426567239,30.434423282486367
73,94.92186027265628,37.20297801482377,4,1,0,76.08417618965002,24.853906986367186
77,85.80584958276646,86.94912773454593,2,1,0,96.22689474790252,26.109707520861676
60,178.45657837613948,40.71850702400911,7,2,0,88.4039855926216,18.077171081193026
63,24.593419318052327,50.58321028264559,2,0,1,109.00068804626018,26.370329034097384
89,28.13780523510711,47.21749223194551,3,0,0,85.98293056579857,31.393109738244643
61,107.89270446636297,26.749910267301452,3,1,1,108.38114753714312,21.805364776681856
79,173.4915880912432,64.53461934591375,2,2,0,85.74290150006088,22.12542059543784
64,13.210365347707842,12.58546234298025,2,2,0,65.3565161955037,27.13948173261461
67,78.55187914463583,83.78180865133272,6,1,1,118.59903458244102,24.472406042768206
89,221.07962783400401,23.440107006221254,2,0,0,92.35075172685542,21.746018608299796
66,169.5552071507709,90.04771478245057,5,1,0,97.13762330634498,19.722239642461457
88,131.8147678715212,0.6669580237044196,3,0,1,117.99127296349964,26.00926160642394
61,39.27738506227035,46.844556398195365,3,1,1,97.96221515573515,25.236130746886484
80,103.11053148917193,75.15209500206038,2,0,0,93.77068972737834,25.844473425541402
72,118.33209136847391,24.694951180257842,3,0,0,85.0880286161909,23.4833954315763
63,147.09900325757354,90.3462949366874,3,1,1,123.77123445301024,20.245049837121325
72,168.34154864512433,73.87679600764555,1,0,0,91.3901809057559,20.98292256774378
79,85.34252900018579,40.521245052618376,3,0,0,88.69400101861908,26.53287354999071
67,54.00958567335141,16.324059591788583,3,1,0,81.35742409152245,25.69952071633243
66,61.81883437220781,56.27072682930033,3,0,1,102.2409909709674,25.10905828138961
84,166.04028635278246,35.02785474907051,6,0,0,95.20507176720497,23.497985682360877
66,63.03702497886847,22.975338510551243,6,0,0,75.1903948912642,25.04814875105658
73,36.201105043479735,19.584919052069573,2,1,1,102.29056333716319,27.789944747826013
88,349.9734466414197,46.11971334230012,4,2,0,104.32973083170343,15.101327667929016
72,15.116660103570087,36.295785990193565,2,2,0,77.40431210633815,28.644166994821493
80,53.71034905941795,53.38125312775329,4,1,0,88.41666111109312,28.3144825470291
64,104.64500275460813,25.535131170449127,4,1,0,80.95433402526939,22.567749862269594
83,85.76453707794577,66.0492096312161,2,0,1,125.2800697121268,27.311773146102713
76,84.69412559565491,16.66709908207609,3,2,0,85.23317479350622,25.965293720217257
60,230.32269057044954,32.82868329860463,2,0,0,81.65263350669126,15.483865471477522
85,30.649321880897773,12.52373325868624,5,0,0,78.1392210780511,30.46753390595511
68,51.261878676952634,61.67370363290786,4,0,0,82.38843039518203,26.03690606615237
84,91.57091130935893,35.19695897332253,1,2,1,109.0912084176959,27.221454434532053
80,303.10372346353296,67.65853521138455,4,1,0,111.80785055226896,15.844813826823351
86,117.53884393240321,88.38440085696405,7,0,0,95.54622934581825,26.323057803379843
86,61.265159486241295,61.00301679600151,1,1,1,111.08037452640681,29.136742025687937
73,53.63408862255369,34.1952836537316,5,0,0,80.05305786907115,26.918295568872317
73,30.67975281212007,22.562210212458055,4,0,1,103.52073442838811,28.066012359393998
68,175.87374399943332,48.12869628343691,3,1,0,87.14695788343033,19.806312800028337
74,88.62048541979716,52.436878576696365,1,0,1,105.00131987491058,25.368975729010142
66,40.47522269943132,20.346685282733663,2,1,1,108.27790815622296,26.176238865028438
61,230.00044637968475,25.036697500053172,3,0,0,87.3166521562637,15.699977681015765
66,91.7076914002004,62.72123168897657,3,0,1,107.30280659863428,23.614615429989982
68,55.90708273229534,79.63757161470375,1,0,1,116.44627978154112,25.804645863385232
83,48.42683784042696,56.14683095473857,1,0,0,82.75528551279527,29.178658107978652
70,40.05708440877481,51.635929048591734,1,1,1,108.12653472887467,26.997145779561258
72,113.83761306867922,43.07865119882063,5,1,1,102.95039805711352,23.708119346566036
72,26.848451347144003,96.89640554558065,3,1,1,125.8930839104176,28.0575774326428
85,271.26829883197286,74.83489056138482,1,1,0,108.52882759696966,18.436585058401356
70,218.02510392468358,33.54084254171981,5,1,0,88.8752725217368,18.09874480376582
87,59.49698259217971,72.72964466575391,4,0,1,113.46511346307055,29.425150870391022
77,139.5874246406746,25.314342203031405,5,0,1,105.21453945361733,23.420628767966267
67,35.21690726787304,48.73930292661453,2,1,1,100.30597080663021,26.639154636606346
73,65.6549643930818,65.72098012589352,5,0,1,118.35996676510644,26.317251780345913
72,51.42033142869875,87.63947358728797,3,0,0,94.45660644565042,26.82898342856506
87,37.16815528055002,65.32848415391466,4,0,1,112.82572551975878,30.541592235972505
61,214.34067128829244,69.66013801926721,4,1,0,99.71151563687303,16.482966435585382
83,98.65369034122314,69.45871647674144,5,2,1,128.1038853329381,26.667315482938843
69,54.3496303564339,68.49820293493171,3,0,0,95.44047795828193,26.082518482178305
74,26.061397707080452,55.646300679492676,6,0,1,117.12993150428073,28.496930114645977
84,77.22093983009,29.999670059471317,3,0,1,112.27252646419616,27.9389530084955
83,23.364242035971586,30.818805280457635,6,1,1,114.73032049897968,30.43178789820142
61,28.650160860114205,24.310449747451703,3,1,0,82.00530636774869,25.76749195699429
63,121.35771523038477,44.091126141015074,2,2,0,81.29807361104211,21.532114238480762
77,157.81628636408104,17.94987815996843,3,1,1,98.04589243082104,22.509185681795948
84,8.79204633898069,53.39200058414524,2,0,1,103.70050182639613,31.360397683050966
74,34.69153626622454,81.92471906855106,1,1,1,115.05291115813928,28.065423186688776
83,136.9655810688828,73.66722859615308,1,1,0,92.34385135651053,24.75172094655586
65,50.700238010108265,91.5778608492904,4,0,0,86.20829554412305,25.464988099494587
61,109.56820334474769,84.30331762108291,4,1,1,117.01529917997544,21.721589832762618
78,145.05408939745692,71.93745092140853,4,0,0,106.18833200264596,23.347295530127155
65,214.96099102269946,11.036381507348967,6,0,0,78.30705191395808,17.251950448865024
62,60.705299531087,42.403955566266745,1,0,1,100.68835392902609,24.364735023445647
78,296.8069107295677,8.809739692573627,1,0,0,87.04629985225016,15.759654463521617
74,57.260591445492345,72.75205541431316,3,1,1,124.01965501111428,26.936970427725385
73,328.5497830386406,33.13981141422664,4,2,0,93.09075895312367,13.172510848067969
85,161.90818119324558,39.156653290020074,1,0,0,89.44139352457124,23.90459094033772
63,117.35632164652334,48.832514975135915,3,0,0,88.91602843223288,21.732183917673833
78,11.830548838036338,66.0538680850738,3,1,1,117.15372238895083,30.008472558098184
87,19.11637530625595,60.07853100259315,3,0,1,112.96825513240805,31.444181234687207
74,152.21552857842252,82.23780659632382,4,2,1,117.77609637524414,22.189223571078873
82,36.925395679758026,46.13645256210924,3,0,1,124.95377136049757,29.553730216012102
83,65.40935723684828,53.47738954310398,5,1,0,92.01061864370428,28.32953213815759
69,250.6283983515719,27.066041996790467,4,0,0,89.3314181941142,16.268580082421405
77,69.33982307594016,48.021242692270796,3,2,0,83.92983656797432,26.93300884620299
63,138.2192686910623,12.293740651395208,3,1,0,83.40730456649347,20.689036565446887
71,160.5227331980525,61.129710885219836,3,0,1,103.16428892929912,21.173863340097377
86,120.35723349867044,50.3632878385052,6,1,0,89.85592673623226,26.182138325066482
88,16.173321662116336,63.204375433231995,4,0,1,121.32230635788503,31.791333916894185
84,130.4420829752958,78.89053453233522,2,0,1,126.7944741634068,25.27789585123521
71,20.437407810205002,48.022941092170726,2,2,1,102.82607605162254,28.17812960948975
70,9.150548276934794,54.24326852354406,4,1,1,108.92762296763082,28.54247258615326
63,197.34880939830728,86.0299633238667,3,2,1,119.81407822461148,17.732559530084636
73,90.74089714439509,62.64558917588773,1,0,1,112.84020109092098,25.062955142780247
86,118.7038358888842,88.0942620669426,3,0,1,124.19919872208665,26.26480820555579
86,129.93370466971768,75.19509843258645,1,2,1,128.7704825558763,25.70331476651412
87,34.27801442444986,61.7855612810915,3,1,1,123.40575715027734,30.68609927877751
83,132.01546918351193,57.8284276024036,4,1,0,91.236611621239,24.999226540824406
85,247.1291142189394,45.35603005587426,2,0,0,97.10081397526079,19.64354428905303
87,47.53231754685681,9.864257230071487,2,0,1,110.16627053904418,30.023384122657166
85,10.78210696615924,69.63585607453176,3,1,1,124.10573552164624,31.460894651692037
74,117.44931842436235,89.55556872729619,1,0,0,96.12968972432921,23.927534078781882
87,116.64272826185464,48.54251977493874,1,0,1,119.04000396557058,26.567863586907272
63,64.81311561430613,66.34668950822397,3,1,1,112.5403856722493,24.359344219284694
63,226.5511264418907,14.147320538367996,4,0,0,90.1039625060867,16.272443677905464
74,126.07606625430752,53.20105314813522,5,0,0,97.23032213231383,23.496196687284623
81,179.52743699220574,52.513327121730924,3,0,1,118.99059550638745,22.223628150389715
87,3.9047381576721683,63.413233367218304,2,0,1,122.79986465526176,32.204763092116394
82,29.29208161523233,78.1270515050603,5,1,1,122.53559391570454,29.935395919238385
76,53.67815598474041,89.59908415262547,5,0,1,124.70883607458617,27.516092200762984
84,68.54340360300675,26.238626648786457,4,0,1,117.35800701088473,28.372829819849663
83,130.78366510586562,29.11782750079832,2,1,1,111.12794787954218,25.06081674470672
83,149.35214727945464,72.26296434788117,5,1,1,118.0503699047307,24.13239263602727
64,15.30396546929513,28.483121592914916,3,0,1,103.81929071484397,27.034801726535242
64,115.39691030847254,15.264798682072328,3,0,0,74.88637007197349,22.03015448457637
65,30.781178751763726,53.82787941971336,3,2,0,80.96869300212903,26.460941062411813
76,21.690649632495138,76.20540334552595,4,0,1,120.60489419251095,29.115467518375247
84,179.34854612796622,57.24628902842568,3,0,1,116.57451187109761,22.83257269360169
88,33.00711224077503,64.3556052671574,2,0,1,124.64719608259266,30.94964438796125
69,52.93701775470103,51.436519991195325,4,0,0,89.81690296616547,26.15314911226495
62,40.70666581390341,77.8840258267956,3,0,0,89.79714821357035,25.364666709304828
65,19.04767208271614,22.18918716639663,6,0,1,99.95399914887342,27.047616395864193
61,51.48919606096989,62.46010331340093,4,2,1,117.17121178260734,24.62554019695151
65,95.5917290771463,79.00221104953083,7,0,1,119.68405173734558,23.220413546142684
88,16.89697056712208,39.24328315015483,7,1,1,119.10758426600152,31.7551514716439
69,114.27859697543002,37.38094611655053,3,1,1,104.41597096424242,23.086070151228498
75,17.321160784447464,31.121415636561377,5,1,1,110.92066937924281,29.133941960777626
87,189.2065539312067,50.99369666019683,4,0,0,97.84337299185025,22.93967230343967
88,59.50002294686003,40.356556709654775,1,0,0,86.70356558620207,29.624998852657
62,82.34682463661417,20.384926620053108,5,0,1,105.89658338849745,23.28265876816929
70,170.4839733358785,26.21625512143386,4,0,0,84.26479814322035,20.475801333206075
64,127.87050053900792,48.76677804158599,3,1,1,117.04121214076393,21.406474973049605
63,121.07621472939624,34.78723627159982,3,0,0,67.27524219046862,21.546189263530188
76,129.30832234115178,63.250581546532956,2,2,1,116.96661474407172,23.734583882942413
63,17.4003880734212,19.383636117577034,2,1,0,73.76275562262951,26.729980596328943
83,80.73806686962436,31.25571537527464,1,0,0,89.52934541405027,27.563096656518784
87,161.63405062025035,23.437121285304144,4,0,0,94.19944662960245,24.31829746898749
83,180.19608022490928,52.296445972441106,1,0,0,96.86063989746098,22.590195988754537
62,33.645823361357664,39.13888613814899,2,0,0,79.06582939863735,25.717708831932114
65,23.117364180361516,65.67430319806475,4,0,1,115.83326843364122,26.844131790981923
77,60.464023880678916,71.5850541991894,3,0,0,90.67777919859093,27.376798805966054
83,8.492789706009921,28.006110972210855,6,0,1,101.3651733868198,31.175360514699506
81,111.13375833044259,72.57701168236117,2,0,0,94.57343724072469,25.64331208347787
85,41.79359466072342,31.655822614582252,1,2,1,115.20855758815611,29.91032026696383
77,61.3049255285952,95.51212432356095,1,1,1,122.9541428435756,27.334753723570238
86,54.16403361681523,34.03345521632201,4,1,1,114.93183972960314,29.49179831915924
62,112.64759858288372,24.055718358479382,6,1,0,75.83840585658062,21.767620070855813
73,72.28096598774034,87.86712316840118,2,2,1,118.68223594908454,25.985951700612983
70,107.84480477293224,38.46151923150068,2,1,0,79.71558990737245,23.60775976135339
68,30.832643337426408,66.70362565482695,1,0,0,80.3971167556571,27.05836783312868
81,108.61601036569888,81.6566880534508,1,0,1,122.19126895399204,25.769199481715056
60,33.785270623718866,60.37406701489204,2,1,1,102.85432509972097,25.310736468814056
85,116.00153195133413,88.54513018190512,4,1,1,126.28196627064648,26.199923402433292
63,23.682364884718037,58.25469898211233,1,1,0,78.30864635994207,26.4158817557641
63,51.95105717393591,75.87461941567564,2,1,1,118.66673672769694,25.002447141303207
79,78.36840899689555,44.713281438527716,7,0,0,98.14152224917092,26.881579550155223
61,89.38150158584295,30.896713800528847,5,1,0,87.91527631969075,22.730924920707857
67,142.99185759099225,25.29777939596476,1,2,0,81.60976648415644,21.250407120450387
66,39.79026448022041,51.53561121491611,4,0,1,110.99204319451431,26.210486775988983
63,43.7060907848478,77.58489397759173,2,1,0,88.78606430377963,25.41469546075761
61,34.39396613596384,76.14132797408992,4,1,1,107.44097108327483,25.48030169320181
67,46.164689409424945,72.10365315615661,1,0,1,116.7705701658732,26.09176552952875
78,151.49668728340004,14.275347210000843,1,0,0,79.07781136586533,23.02516563583
88,250.99146984819205,52.79444400490965,3,2,0,103.76403730369915,20.050426507590398
66,213.01703945518958,96.19560709269975,2,0,0,110.1702705381722,17.549148027240523
65,159.92633681846823,84.88126232131246,2,0,1,109.8178747169899,20.003683159076587
69,212.88352047259255,55.60072953179175,3,0,0,94.80489520498335,18.15582397637037
68,164.6919404833702,31.215664338181902,2,0,0,89.05297546505466,20.365402975831493
69,8.689450393285675,45.738428868425245,3,1,1,112.30514578089576,28.365527480335718
64,111.63495916973443,49.47533693807125,3,0,0,86.04696152472503,22.218252041513278
86,137.8746659660042,81.78596422083181,2,2,1,113.34030964723465,25.306266701699794
83,50.49165690362407,21.35186747619325,4,0,0,90.65651138468507,29.075417154818798
68,136.4937794947749,49.78172035486781,5,0,0,85.12139676373442,21.775311025261257
81,53.29172595613173,66.05421630663021,3,1,1,108.16087022781477,28.535413702193413
85,259.7614222329034,35.33212615051836,4,2,0,99.01968917053014,19.01192888835483
78,35.45177938125644,75.86930087198932,3,2,1,122.99378804828498,28.827411030937178
64,151.68381973260296,51.16161394356775,1,0,0,85.57175278783747,20.215809013369853
72,59.995371325141086,49.43963930390484,2,1,0,87.72941098645227,26.400231433742945
88,110.17948536914501,53.78743583779705,4,2,1,115.98547872421884,27.09102573154275
63,280.9979553918827,51.88523696249131,2,1,0,92.01728964278648,13.550102230405864
79,204.50895180592568,65.49797575659606,5,0,0,96.89892136310908,20.574552409703717
77,69.87266722468729,15.896671070243759,1,1,1,104.34396355720737,26.906366638765633
67,169.94655562467628,47.105644621558525,2,1,0,88.10487679285349,19.902672218766185
72,110.69212602748448,79.96070774592802,3,0,1,114.86703396170775,23.865393698625773
89,96.26017657597149,79.33521489368556,4,1,1,120.62439668319168,27.986991171201424
68,64.51588559980792,64.95066863560547,3,0,1,108.19495088073083,25.374205720009606
81,85.21260784493145,43.91338442846395,4,0,0,90.46306604917343,26.939369607753427
83,40.38777729982259,17.0858555189606,2,1,1,105.20920945188465,29.580611135008873
83,72.73680446781339,58.7858493397053,3,0,1,118.73576532748442,27.96315977660933
74,133.96192844990657,81.46471081068107,1,1,1,131.01551187365786,23.10190357750467
74,54.51533456255589,7.388780345555021,2,0,1,101.73416855134563,27.074233271872206
83,123.62346392252309,19.201169979094963,2,1,1,103.28830782067739,25.41882680387385
88,42.16824335001563,74.12719444415066,3,1,0,85.42539963191936,30.49158783249922
81,43.52813417142442,56.523690162338916,3,0,1,112.7946886607611,29.023593291428778
76,17.27997964171091,62.02145895173003,3,2,1,116.52802424371153,29.33600101791446
