score,treat,outcome
54.2643228839347,1,62.00704256295408
52.110763711385,1,55.43064636950642
50.66400074950614,1,60.55162823373876
53.40200477197759,1,57.065867604768954
51.71404969359867,1,63.99829300317301
41.24523566439605,0,57.61325551196731
50.39167338388179,1,55.54970574585017
40.8736463991991,0,50.03159583654789
50.689201614657,1,56.25959205127402
45.91449249734995,0,56.428045258430856
71.58474379365433,1,64.6894738062212
49.66089773811045,0,56.71714132467397
38.063963686776496,0,41.35913054428431
48.85946820924614,0,53.46748856851185
54.41454933792205,1,57.035320725732305
64.22359354229646,1,68.98769077624031
44.98965460052089,0,48.206429171484196
36.54936222079906,0,45.206937135313325
56.94311459716334,1,60.99372684892599
38.264910999852965,0,44.62733927542342
46.29267874718638,0,53.13499027523203
47.810225873156554,0,50.56166007165742
49.40811564694908,0,55.48097925946146
55.857897885131855,1,67.98185926216905
44.1891086005657,0,47.796482521490375
47.673301356582535,0,58.20372066591396
49.8787019999302,0,60.91939014349578
51.2715826389097,1,56.23510381635096
50.831530985017345,1,53.428615992425875
53.706049089391925,1,62.01090197777153
57.172635831954764,1,60.286755075500515
53.337389983033226,1,68.08836049965144
53.85547694982836,1,61.01820105318442
36.55110308265494,0,39.79250178161853
50.42693544290828,1,54.42482802320018
54.07581415801367,1,65.34977865980501
56.19600015384883,1,59.73594144500261
44.11501841901275,0,51.022923818420196
44.39816616344652,0,54.90350825160911
45.12014426008941,0,49.71975628474413
54.55951814907642,1,61.04755186867385
58.78798896685577,1,63.14743119142018
46.53658908802139,0,55.45455109218628
57.71767966582991,1,65.08998890420767
51.04957837789905,1,58.49334599567221
48.94357089411929,0,54.60340863575453
48.203234046547266,0,52.38349855270578
56.346196599118336,1,56.180949193985015
52.7674114426901,1,61.34656900552996
69.34451613500492,1,75.9417807934914
42.75609053452275,0,46.14160512757928
54.40386446725479,1,58.06199383097586
45.50179141660214,0,48.46914744911025
42.611060610596525,0,52.4443522630353
49.907629335202735,0,56.738391038742726
51.16749607495981,1,58.80669684509524
74.80447521801078,1,68.37230442383562
48.43476056669278,0,54.391696490985524
40.39348079938019,0,41.150051976574865
52.32059109870228,1,60.65153213845119
32.36555968085587,0,40.49890938803146
49.21836734786374,0,49.516820849061034
50.136214899508865,1,52.71137877860353
56.754103255034295,1,68.59999889794744
58.2757891201367,1,60.534503590058065
45.7196582392844,0,56.661555676003914
48.71978087564557,0,53.59024433488837
43.487972939809296,0,49.67079092348176
40.4114682841346,0,49.18064814391773
52.63410562473539,1,56.70952864854725
39.17452283692891,0,46.642513931107395
46.47567134513916,0,51.15124410715399
41.54102134085648,0,43.26668599881807
54.67230708346721,1,62.63685503797279
65.31215584376515,1,65.17219076428589
38.936502146171684,0,45.22069568639065
34.24934289537067,0,35.033977272924844
48.93846147452443,0,60.71117729035356
50.133431265640944,1,62.3466496341879
51.85860410743703,1,63.68318005231753
46.20627562050807,0,51.25880109810317
48.29456595998383,0,47.01390030706181
53.12383848959512,1,68.31483890115206
58.843662587481134,1,62.994485053592854
33.3820854522946,0,35.597165035368356
46.86401476823257,0,54.622678836392204
51.81737474849904,1,64.47236649544674
42.19720311080874,0,49.07533371709096
64.71494187002205,1,71.04843268777789
44.599016018055735,0,55.57507489808933
49.6490121604381,0,50.48201304017351
54.72618782315947,1,58.61828357856596
44.9740792951839,0,55.37222097200244
34.30412909366245,0,29.103201517296284
46.35643652120947,0,51.99272065434743
58.750244725379844,1,57.47330933088506
47.13639142232632,0,51.24087467739973
42.80530843759868,0,48.52523938611482
57.86821378077313,1,61.36287472517411
47.188413383804054,0,50.974314909093565
45.66363308397315,0,47.68677339048372
51.270376762138135,1,68.66668837108084
56.55137678175969,1,69.65746032684655
70.24456501972664,1,64.25938022551142
57.031506915088094,1,68.73956600891019
59.85863971430093,1,62.09852449716176
45.69928730860323,0,52.61910706390745
41.28012109925945,0,48.04291888741338
50.529816471762544,1,56.43475909683254
50.91094427970657,1,63.22990660969216
40.83264169840093,0,48.3573097716867
48.50999649581589,0,52.16483656180586
53.39419961461261,1,55.424904721014734
53.063343857653685,1,56.89723845102189
54.28644675376631,1,54.530121987532816
52.473200206168265,1,60.208627464131965
45.69042639620453,0,47.308987483379596
45.631844673484835,0,50.988979132183545
39.80891311705206,0,52.27866727274906
65.17058783307331,1,70.9530805939463
50.11432809926399,1,58.6992939666201
48.08874902574376,0,53.44662652107143
42.1052673076541,0,56.601729788328996
74.95309216978612,1,74.24363402128678
40.87671172610539,0,46.586599699979935
46.35479263234838,0,46.88527214619417
53.534613108431515,1,62.29093821677848
55.10181020882636,1,64.81435035489227
58.14242246933331,1,60.39427913994216
65.36467231603874,1,67.41611041699439
54.302340071416054,1,59.64927734904473
41.023738200283326,0,47.30789077566182
47.815966436464855,0,43.66153266963433
52.61657516636802,1,59.349079646872276
67.5799213527995,1,71.2661947962848
38.118653433393476,0,42.389462455614364
60.22190029441443,1,64.06996606850423
51.529272141144546,1,56.62046859264228
57.12155954945059,1,63.89454395920911
49.13304490859458,0,53.60213418150617
42.83932264392623,0,45.993914980134804
56.382418624911324,1,67.43862279805597
55.56266373039778,1,65.4352412611349
58.26248420878763,1,60.555868091928104
49.8869105992816,0,56.92310703588955
44.90151280178128,0,53.634370621149955
36.75031054229735,0,45.823057419496216
56.96467277918495,1,55.603096611071116
53.60306060077388,1,64.77691938787878
41.79084762065634,0,46.50825183919532
45.422123776978694,0,50.45963910853386
46.032550098412756,0,62.90372204981641
37.39463232814945,0,45.25937670563895
43.04969962885637,0,48.392056795331996
40.36244196714599,0,38.555469455039024
46.49392839895254,0,58.24947624476294
43.72107126419871,0,45.13665667085487
36.170458172632635,0,38.497182885666405
67.19201695984059,1,65.85700236239214
60.64659621374846,1,69.71675062961484
43.378334917080124,0,53.31709592143259
52.315581871555686,1,59.44377827419839
53.54845326348101,1,61.955707615314424
60.124229765574555,1,61.41436158164527
43.04185727338933,0,50.489051019169445
59.28290766385062,1,63.730471055726156
45.34280491424105,0,55.704914502878225
38.645169564566785,0,49.38983012727888
56.155160754173224,1,63.97731314487955
60.97144660504064,1,62.74821912329625
71.99722627501082,1,72.98944201519095
39.802335246733186,0,46.4234021421023
55.94081732318671,1,57.57226881715626
46.51668942775497,0,51.09372840910858
56.658549039454265,1,62.57580086083951
37.50083881453437,0,47.82156505223995
39.266456906562205,0,45.47932714472372
43.40506400308489,0,45.41042847299105
50.67119438817872,1,59.3830770246695
44.55080923442398,0,51.658001237461015
55.601961923264064,1,62.48169832993086
58.72860425519227,1,66.86633040664654
55.096409100585525,1,65.5701231345825
63.75969493711738,1,63.101591451415516
53.53452635037041,1,58.250827030833044
39.65637796210858,0,42.47483944646847
61.58870036507589,1,67.27218276052277
44.85617199734902,0,57.244048947491834
57.73855724732734,1,61.47624040109837
63.376740840718405,1,64.3330625583512
53.88184809120839,1,66.75945520201012
37.282650088100475,0,45.93746184602782
42.195196584666775,0,50.910621795033855
61.24332796852365,1,59.55679257018597
48.56245717203606,0,56.81990327735976
50.676375047008406,1,55.44257213321465
56.45000753739068,1,57.60405335307062
55.91874432768275,1,60.50235862110441
52.36979840527641,1,57.76112331028469
48.22631884462604,0,52.999413405081434
47.342318211274964,0,47.5261293359806
57.29214001497642,1,66.36680053322462
54.70534101407624,1,65.81393495131917
47.81294999474879,0,45.82142174903392
59.197954660441695,1,67.31265285131461
48.90321002139684,0,51.081107578897516
42.76087151815766,0,53.108667145263375
43.54874905932157,0,50.096937743402925
41.68070289136699,0,48.797471218993934
47.68451485886866,0,52.78368904232875
60.48665636585764,1,68.82756981005858
43.15669096124068,0,45.072960260236734
51.602043968653874,1,62.11614542184049
44.41814056216699,0,55.501890245859734
47.78737314919278,0,56.45893224987687
37.16464969812536,0,53.06910451015325
48.12542505216943,0,51.70346385441781
48.353504271657826,0,57.79842584831518
54.59244752430341,1,60.82317603704538
51.89788776267065,1,64.7817453685632
39.81366693790762,0,46.77254946687376
59.215685074370114,1,61.85531392039163
51.78757584188696,1,65.0117589441651
51.686344896008634,1,57.76530057423392
49.92194999622632,0,49.30217534735459
45.59906169861113,0,49.95890636339844
51.85131988786417,1,62.29868553247442
54.04250170539295,1,66.54155964669918
35.151386623562786,0,41.59120875449464
45.420532882558184,0,57.16251602126084
47.83295075156949,0,48.19154088571735
52.17745014840136,1,58.22745885291791
60.14314355038057,1,62.67011559556596
43.44020307592735,0,49.81928300061679
45.767324302048344,0,52.49012363783981
45.64346005950433,0,54.82368591671885
43.1870154841114,0,48.27861224076613
47.04891479154577,0,53.64197970537488
56.55181886989776,1,62.007327574188835
41.04239828940306,0,44.35892709446052
53.63642235879968,1,60.31287638377058
35.53383104484415,0,41.092941935123314
45.22862703024125,0,51.08105141933016
47.19934094814712,0,53.318003276068985
64.23630721976956,1,66.0070454290648
47.66418040960215,0,51.78111455402129
31.289430475667196,0,40.33808732277432
33.00944429167938,0,33.34515113543311
50.289251483946785,1,56.048427560492215
55.217052274214225,1,72.6728192557503
53.19137478983165,1,56.38633823174786
51.42434589930842,1,54.170602251009925
59.87920657879817,1,66.64354905921257
45.41347462373438,0,43.57582056671695
57.606739726228014,1,61.735083304774456
36.12787347727545,0,51.03873783637269
42.30794342002644,0,43.089945566489206
34.640148143079564,0,32.50546830539537
47.663814944306765,0,47.51332258014409
49.60677965323609,0,58.35515633140733
50.96986268392542,1,63.82737112863982
50.52600849954065,1,57.021172407002005
42.11579668810031,0,51.824874052847385
48.38295282248767,0,59.54945621883237
37.27170331685114,0,51.051211878271495
61.58744628862413,1,63.49100987615018
47.41917838036699,0,44.13711559189862
45.84446798812863,0,48.92825861801214
63.5059927917747,1,63.652027782760214
39.44090446483155,0,45.36772948400965
40.43250953072826,0,46.69712592199296
40.6821272386172,0,52.178011761254
49.423093255554406,0,59.74648133575335
53.66886885191958,1,60.09741030122616
56.28724147900159,1,66.45760876906266
71.86196019870724,1,71.36305263345142
30.879824139293508,0,34.807213800715864
55.17425250755755,1,65.15839964184725
45.26439013313603,0,52.058151865308425
45.01547123444543,0,59.80592292178878
44.73193690984204,0,45.596129217150825
42.27545779813223,0,47.17910667417827
64.31846109412935,1,65.23749962437134
57.159527279618175,1,64.22813916554786
50.197165817737684,1,63.94956215600716
61.4836338961395,1,64.33167384918684
37.14350379495956,0,38.05531937841725
38.68900638368713,0,48.940824555673196
31.487274276345154,0,38.59903436122696
44.05497640895206,0,43.0303432328959
51.3744374769904,1,59.54240798589866
50.87429791242484,1,52.912879627419244
51.269406244008984,1,56.83989122888014
38.006016935938305,0,41.17183901420507
56.82681531221919,1,65.55315012481054
52.036833905031486,1,60.39141575298416
56.23096139246099,1,56.894797798119356
33.91152149048456,0,42.902425658154925
52.64767229978121,1,54.51750786966845
39.90399546070102,0,48.21937344704211
46.62275235331342,0,49.52726160139677
54.54210163840926,1,59.75994568279785
50.774295653175265,1,61.23289948587238
42.76191017187579,0,51.767492972279626
50.05332182756756,1,64.13982681830771
36.98194982042904,0,43.215028559667346
59.777272865135515,1,64.8855707167099
48.255085834281864,0,52.15377493698548
59.50767452617027,1,64.26635340126737
45.52448065968363,0,53.72735554944138
45.549604098544044,0,51.59536039080936
43.50441231357831,0,43.117722501495095
57.44747841939114,1,63.92893356735395
43.96983516270795,0,52.185066583378685
55.479061175529004,1,58.95868214278079
46.74915461981103,0,47.73624723233144
33.20431195092123,0,44.22568575597958
45.15233042381504,0,53.64772191715658
39.97758017791579,0,46.06011997803742
50.288173151299866,1,54.38353866720476
39.88153424676683,0,43.58792979009695
57.87078835607424,1,68.00738991193188
49.22585518699927,0,55.076939400231964
48.49043404455072,0,51.85601032669063
55.57508317119445,1,63.764224661893664
58.19320893964483,1,59.686402143825
49.82916060995796,0,60.90042820257092
43.44479745383103,0,55.692679648711845
34.9212582630469,0,38.96171680126412
44.16857706520097,0,48.377232642138935
44.75369590349233,0,40.894630279695875
50.909988350434524,1,53.367625513116025
47.06625151032677,0,47.7401433924604
55.847430262437136,1,62.39630186747289
44.78964219419914,0,50.0909081218118
49.515150081749994,0,49.324164918616205
60.06389326717356,1,62.664095930787205
52.905514318617215,1,62.4102911754111
49.489680895647204,0,56.80119310315018
44.883472243551,0,43.8717469560566
44.6175331279227,0,50.74493412206777
42.76978734990844,0,44.155386469829594
45.401441640845356,0,55.481956431671506
56.423159629326676,1,65.26412683162663
48.113949694015716,0,50.219548609118604
38.526928910259535,0,42.322398156320155
65.02943899100816,1,64.2417898187864
52.71970412473389,1,51.27975557887537
38.04098109563806,0,46.16801107478893
46.244284118452995,0,51.41712331822187
50.942534254041554,1,63.19331398035983
64.4890327930277,1,61.43165806732839
40.58104410479961,0,45.12357423329248
58.29634611452555,1,56.964782345717374
61.89563462926492,1,60.599279244978995
44.65643840686615,0,46.56134120727584
47.641134239688014,0,57.47854888740957
41.19137139732295,0,45.41615709390477
48.27058030081741,0,54.4116012778298
49.68898521808509,0,53.2888715202251
55.60702498370015,1,56.66291185860119
59.2665595036738,1,62.75655281232401
43.641183450716,0,52.84604724307391
33.277736954079046,0,33.6030360489243
49.81941937615194,0,58.1276107038816
52.495069004733445,1,56.77254353989317
52.12005034532285,1,58.03743970431788
47.223277396173124,0,55.330341576234176
51.06039284714344,1,56.726220754904006
62.881280870994104,1,65.21883570846394
53.24474043618133,1,59.30723670515375
46.826368387473785,0,53.4462316853167
45.74831855468404,0,42.61645439684459
48.55625495973929,0,46.78225504799789
63.912289675560444,1,68.01433915162688
48.44194396902732,0,58.17558780450315
49.83174807157398,0,51.256675016649375
45.900334647041426,0,51.27752647688302
59.3413585382567,1,64.6423454916677
66.65861666532973,1,69.67686003518993
53.8302109201668,1,52.755455314728046
50.703569682176116,1,55.630729804045906
50.312654081980995,1,57.6158239225352
29.733392295321163,0,35.32945886025996
56.333782346420946,1,72.0792848966157
51.14041453596467,1,58.51345921502263
53.64090743061617,1,55.14192381731434
43.95257135028851,0,52.32146277415746
46.73211652869472,0,58.14561817392558
46.50628803972303,0,53.13141679410323
58.68379536462083,1,59.53997364053302
46.78054138887371,0,56.728142187601975
67.70261273793328,1,70.10885714876565
53.66233056162782,1,56.67644578978707
39.15669739003628,0,47.6186000896728
48.907356507358365,0,58.31491589098522
44.460761461670465,0,55.85878891236752
31.347749006529792,0,35.079637122310224
63.59550299096721,1,63.96889924852159
55.97671160887003,1,66.82605333051926
54.53226220214415,1,56.377143806243744
51.405931112547485,1,61.32961570826329
38.25285066611428,0,39.591144152542874
45.889254313778785,0,56.50685206261631
57.15513658566411,1,61.43611730875376
41.06462974684873,0,53.1587944269507
28.479960811868086,0,32.12385108596522
48.069598933862125,0,48.889384946064766
48.79506079076592,0,59.95289451263467
51.15228903952503,1,65.63720292639343
56.192408469873556,1,65.54812902058009
55.41964940396527,1,58.60444378343104
52.199543344573335,1,58.788421010814226
60.16201679873703,1,64.41461855548008
37.08875686308683,0,40.86175612809058
54.28894542305782,1,67.86627543990471
55.32557608836401,1,62.18274648706013
39.46372056831797,0,35.614809423628884
37.22559982619969,0,45.20270648867299
43.659491924957386,0,49.072584239933214
44.376897738620016,0,50.76324401332721
56.40406543977066,1,60.64410292768661
44.77642033862569,0,54.61348636799747
42.72103759460977,0,54.12379256401842
44.80111323809625,0,52.53719538171723
59.5083748403108,1,62.18146451784258
50.11086868220409,1,58.66098869350678
48.476366284466245,0,54.127627814370186
49.06495326104106,0,51.2157283496236
60.982512841775446,1,66.51831959837382
43.632040323872445,0,52.28201655196768
61.181820472990886,1,70.4544094960615
51.78921854083278,1,64.80977461618012
48.63643525320954,0,51.41000420530557
71.2576542324414,1,72.82050606220902
41.02706433671193,0,44.24349989175184
46.99367104368045,0,55.83077520177992
39.524334467106,0,44.42725285295084
58.09592674955744,1,58.80670253982816
64.35810593603927,1,66.8827159853686
64.19434364193943,1,54.98608066049604
60.40356440174104,1,56.93773454626459
48.32022602373429,0,53.23747361073869
46.895451691336305,0,53.30750361821725
35.795056933800446,0,40.539913366632696
67.30492504904524,1,60.92437352665951
53.98631366426198,1,57.673533031110104
45.81836630860939,0,53.75700603967996
61.288483556389224,1,66.66801424656587
41.73150160753999,0,48.66583688862058
53.45628729089273,1,65.30256294003772
48.532652358527905,0,55.675303192659136
55.428755688982555,1,58.66535645612792
49.45962491691797,0,53.549307761872754
37.66711292555459,0,38.76938487183622
50.642399167695324,1,58.70682594027299
58.915345205940575,1,67.71966978437978
49.75166055024113,0,57.59122392389879
56.58847853350723,1,67.81300018376568
41.11299937177055,0,46.9206347108974
49.776783257206255,0,60.24971618570001
44.69166113174709,0,50.544312438832584
56.349337140890036,1,67.9792152323636
50.26767827922696,1,58.83211479264681
