score,treat,outcome,age,female,education
35.214780096325725,0,39.10290812439965,27.68137954575868,0,15.994514729542153
42.801557916052914,0,45.453594392332555,43.60832323439842,0,9.998593845166877
45.393612290402125,0,45.51828573616609,34.771337133865686,0,11.182561594858932
60.57122226218916,1,48.89754990432362,35.45415854400045,1,12.917530031514477
53.43618289568462,1,56.54232637567185,32.54865141268089,1,16.862858051693685
32.36959844637266,0,44.813475229197586,35.36000539319047,1,14.296811059029693
53.24083969394795,1,48.02319946015454,41.76282810203847,0,11.344702397603346
46.149177195836835,0,44.806091094358685,27.870417134104642,0,12.847214280454477
43.23077999694041,0,44.04973413809938,29.396607087244966,0,12.028807739698072
56.11676288840868,1,53.2752243898301,32.876029914207116,1,12.047862777184337
60.30999522495951,1,52.81673701248495,24.748532373462254,1,16.353423800891136
59.31280119116199,1,51.63718978408986,28.911577181786114,0,10.456898200664476
41.607824767773614,0,41.40598215120497,30.770624250031407,1,17.554108634691403
46.907876241487855,0,48.24046649116094,41.84050725777621,0,15.708731750291314
53.31263431403564,1,52.740453236380816,37.266122347717186,0,16.493406862789957
59.75545127122359,1,53.14695660231955,37.036491854501534,0,12.737760245361326
45.2082576215471,0,45.92053160358154,41.56759657842113,1,13.229313354733167
48.14341023336183,0,32.71200388977647,33.80819620447292,1,10.079988668355455
38.93665025993972,0,45.28736500616719,37.5705513124281,1,12.167076987531786
38.037933759193294,0,33.491022051978725,33.57612266449969,1,14.694895794291742
58.125258223941984,1,52.073063558415825,37.52916170639412,1,17.10266281893233
63.56240028570823,1,52.941907579447324,31.016050753392754,0,11.203355963708034
49.27989878419666,0,39.46640894682472,15.4534576729984,0,12.771833133220769
60.03532897892024,1,59.46804991612576,34.427533151455584,1,13.522458528997099
53.61636025047634,1,48.868155934602854,46.56280310132334,1,10.282854199528312
43.54880245394876,0,43.576596251679014,42.08716334063018,1,15.049349153474974
53.61395605508414,1,50.54990249570612,42.90387767948358,1,11.96230329174516
65.38036566465969,1,60.763902621008754,45.65806405768272,0,13.519131435350632
49.64173960890049,0,45.12944087376957,35.691347708136526,1,12.562961362398315
65.64643655814007,1,53.93935915199477,37.36084748715177,1,12.039582466863614
23.802548959102555,0,42.74940616774202,28.748912284480326,1,13.158438515480665
58.21902504375224,1,51.61000991592913,32.88236840397122,0,13.325356554454988
50.870470682381715,1,43.016484938640716,39.96969273228822,0,12.78776470795097
47.00992649534132,0,41.881907999439626,44.481571822117594,1,11.819044475705969
50.91760776535502,1,55.270263085325155,33.93031018281976,0,14.517163832264488
30.124310853991073,0,42.41347258573728,30.40470142388826,0,17.436529388310532
47.80328112162488,0,42.5552877614871,34.89438772693403,0,14.005783704530314
53.57112571511746,1,49.31606142901674,39.9882102771888,1,16.26171805158017
64.77894044741517,1,57.08710082632049,24.188108493302423,0,10.520023996064646
44.81729781726352,0,50.98424486202454,16.371417265765274,0,13.990749554579693
41.91506397106812,0,43.138935700379484,30.191458402620736,0,10.794880481993694
44.982429564154636,0,44.46314150162829,24.983422070894463,0,9.907336272453339
59.15402117702074,1,58.33610544173118,31.392579477672548,0,12.034651904892824
53.287511096596845,1,51.506989476506945,33.98213300429008,1,16.745498557965867
44.70239796232961,0,41.595676271377286,31.10913262593237,0,15.969087530920705
55.13267433113356,1,50.84438122712164,46.87637399232264,0,14.41016529175867
50.9707754934804,1,49.00840675967136,37.66249689149258,0,9.88766411014478
59.68644990532889,1,54.432609124309536,37.888117372153076,1,13.403027369636735
42.979469061226474,0,44.89313125178391,39.626630605408536,0,14.313839403478868
46.723378534022316,0,43.67683529255341,25.72550398445496,0,14.07330814462694
46.078918468678424,0,46.12376834695424,43.11684022279607,1,9.012094410671704
35.364850518678814,0,39.50143494231124,33.662128233650265,0,11.181502390323896
52.96120277064576,1,50.682829365076046,40.511905076461986,0,13.599029645041123
52.610552721798896,1,42.18062347790393,26.5556697717687,0,15.092938328228952
50.05113456642461,1,52.49090412946106,22.57248660019272,1,8.210703138578626
47.654128666248525,0,45.2680493598614,41.425823697512655,1,13.247772634625322
35.84629257949586,0,43.91846106663888,37.303590837754925,0,13.774547776287296
45.79354677234641,0,31.488694360962825,27.57326490375724,1,15.73990090673746
46.572854834732304,0,51.757379476327245,27.87133809153906,0,15.363601057288237
41.977227307783814,0,41.07390395798091,43.60233964070734,1,14.995972843177688
48.387142883339905,0,48.65231578940763,25.40406200122837,0,11.667891590911962
54.040508568145384,1,46.82388767046313,48.34340905445497,1,9.010804828554637
68.8618590121053,1,64.2397223802283,28.738127073422312,0,13.094605287588603
51.74577812831839,1,45.489704224197716,40.19442431128299,1,16.238995125587767
52.57550390722764,1,47.65900831459204,32.49982738936951,1,17.23514639695563
49.25554084233833,0,52.28943803101057,39.788276490775665,1,15.461483572591229
30.812287847009586,0,38.32509729711157,29.687702375436935,1,14.389597813944526
49.73486124550783,0,45.737865101064145,33.68439981369704,0,14.643796345875069
50.60230209941027,1,52.58504965064969,35.35746850813628,0,12.321749175086254
74.63242112485287,1,69.16649981903784,28.214121409990863,1,13.867497688613007
48.076390352188774,0,44.67687353744022,40.830414280970444,0,17.834201621609605
53.015473423336125,1,51.85851152120142,31.045065139394122,1,11.403914453987031
49.65288230294757,0,54.441308399382955,33.15384479242723,0,17.73000462283358
38.31321962380468,0,40.29194297938224,26.460865984322137,0,12.661194006245948
61.42822814515021,1,56.624554244811,15.072742136895023,0,17.2421448356407
57.51933032686774,1,57.32768603310984,33.84774441554204,1,10.333349082793507
57.910319470430466,1,57.802995008289884,54.69643934642485,0,15.322966892320233
40.90612545205261,0,46.02816949120588,40.82214057578682,1,11.676197169171996
64.02794310936099,1,60.336724321591916,35.5473141175929,0,10.44239088237675
35.98148937207719,0,35.38391143736851,32.19594783493772,1,13.965964893468907
55.868570938002705,1,58.61241284674943,35.473155689396506,0,16.341050890249974
71.90455625809979,1,59.96499240561772,40.47218073430667,0,12.025737528678254
40.09463674869312,0,42.2390224467061,25.058229314963896,0,9.75435283382786
44.33702270397228,0,39.47210107046196,43.631424692549594,1,13.357128543242057
50.99651365087641,1,49.05163383363006,40.772876206073775,0,13.501341951074576
44.96524345883801,0,44.051159104920664,40.49374797860538,1,14.970103938063007
34.493365689338674,0,40.93666878291622,37.73247419494476,0,15.763853742197995
50.68562974806027,1,50.835198772485526,35.191214748954934,1,13.56517464177997
39.37696286273895,0,47.27181568780034,39.8517380308715,1,18.126297544240437
54.73592430635182,1,53.20638914958676,39.971309285248616,0,14.355305347465265
40.805757657661964,0,40.2715932101648,31.70796219535491,1,12.65004888813599
65.4993440501754,1,62.80831735809819,31.18615301933356,1,9.981068483246439
42.16746707663763,0,46.45510121397293,35.423223715927776,1,12.886700540742332
46.77938483794325,0,38.582984778644345,47.23113045385866,1,12.794620333231025
58.135172173696695,1,55.91899662920467,25.493902003453627,0,16.263465434177608
37.69135683566045,0,43.16539635254425,22.644365715763506,0,14.610036196880344
52.27459934604129,1,48.79878368143079,36.4318166971942,1,10.797069182839282
63.07142754282428,1,62.54716320473167,36.06067299198936,1,14.39206451688408
33.92516765438772,0,38.94636382845918,35.58299169768265,1,15.057331282410386
51.84633858532304,1,50.25956476826421,37.04394251253416,1,17.557005170176044
52.598827942484235,1,49.474665740853006,33.34432336004577,0,15.970736477384833
57.8182287177731,1,53.382677552046545,47.30981894470531,0,15.758481210134157
37.63049289121918,0,35.96019315917057,21.574292816748837,1,13.602824844362292
36.795433869157236,0,34.38111907123944,27.711795495215895,1,14.406688690941769
55.21941565616898,1,58.06015107890299,34.43493270161607,1,16.928150564888774
52.96984673233186,1,46.98527786902804,22.002981847383253,0,10.427453440947513
52.504928503458764,1,46.14964152197855,33.71841118971637,0,12.876500252026785
53.46448209496976,1,42.03870695493367,48.464985430572625,1,11.837867770008792
43.19975278421509,0,39.50646302330745,34.82707954557845,1,14.511877852499612
52.322536971610035,1,44.72285109201997,36.96173409432997,0,16.82200617855917
52.93072473298681,1,56.919314481644285,25.0652181152687,0,12.26617877785705
42.85648581973632,0,45.97780921567498,29.711933026670998,1,7.581368797721131
68.65774511144757,1,58.85738570145035,32.93131621298089,1,13.042603039667775
54.73832920911788,1,60.403425462875965,32.695195686406024,1,16.078450914225872
38.08696502797351,0,44.3897484844004,44.65749861142882,0,14.80581405793417
56.5655360863383,1,51.21450515014476,39.78980529011791,1,14.901776341253207
40.253183297726785,0,31.078973147646224,25.62099550939008,1,12.805080411268337
57.87084603742452,1,62.518695482523626,37.36558052932727,0,10.659840080199023
61.58595579007404,1,50.37703174367813,39.56507177747798,1,15.219954919862648
41.7931768164829,0,34.988512888069025,43.71085114899427,0,11.450159011243095
59.63376129244322,1,58.635255940657935,48.12601355716915,1,19.352917059300005
54.12780926936498,1,60.79330235368214,27.085636928845297,1,15.20882420627359
58.2206015999449,1,59.123174980664686,28.92416999031454,0,12.41279127561402
68.96792982653947,1,64.13742501252443,25.887773620010044,1,12.550895478059218
47.54611883997129,0,46.21229211412223,33.005147069142716,0,13.418561860265454
42.4626383564251,0,45.213099618794125,38.353998913391926,0,12.950497962074127
41.10485570374477,0,44.37937813153146,42.453918917900054,1,16.31418155289978
41.841897150345616,0,42.7112606921057,33.9844866683771,0,14.002878367367028
49.228982905858956,0,45.03724054233156,32.40266895925419,1,11.855500310845859
53.411519748166434,1,50.37177203240642,36.38463992539824,0,18.494332107852784
52.766907993300194,1,47.24415343961727,28.45720218662483,1,13.87860898866656
58.27183249036024,1,52.49744806519881,52.1299013980762,0,15.787535839729447
50.13001891877907,1,42.0933512518004,22.145212728994483,1,12.182034109763682
64.53534077157317,1,57.78707319206516,37.204691669744456,1,14.898495884792771
47.35343166762044,0,39.792394644586096,51.05652133721814,0,14.424843611210395
77.20169166589619,1,65.38580885894987,36.41448333977479,0,9.519910603077541
56.25667347765006,1,53.03937297349823,33.792521393870544,1,18.8633212457046
41.42842443583717,0,47.01694043981852,31.71185783930844,1,16.755179641023112
39.29107501938888,0,44.46561467610726,33.02142029687018,0,12.492833210022807
54.824724152431855,1,45.16313929319381,46.22402400503383,0,11.040820131908998
47.76537214674149,0,39.97410914351499,17.19337331670102,1,14.524211477443709
57.14000494092092,1,56.64288392797707,47.62446985741665,1,14.059544347354409
54.73237624573545,1,47.46019239802649,23.84496159268561,1,14.683819896322781
49.271710873431275,0,43.74262688724632,32.83036690979625,0,14.164377707953848
41.532062819315954,0,43.683299406716294,31.142647778576507,1,14.796243729651133
34.851527753141355,0,35.8471481712546,38.951002545822824,1,17.015294803542343
45.53485047932979,0,43.38830286666815,21.99174770889651,0,15.030955022408211
58.56398794323472,1,48.47931088686324,39.12558072581728,1,11.24714101158984
52.14093744130204,1,47.510834276121855,51.30152385835993,1,17.14922588060717
37.54261221288012,0,41.602298947797046,23.471738573901526,1,17.55238865297832
51.73180925851182,1,43.3239213282079,36.60423980380876,1,21.614778021450448
53.85317379728837,1,52.63695533360688,29.896801267491544,1,10.968328392846772
41.16142563798867,0,41.283365590815656,37.96516893144371,0,14.130433545635459
51.53725105945528,1,51.802216755594195,35.23004477229878,1,8.525498263216635
50.58208718446,1,49.99008838339177,29.89720908686852,0,15.094514634637221
38.57029702169377,0,46.04809133246528,38.331493130053275,0,12.100905195016944
53.577873603482836,1,51.21784660755803,49.61367855846809,0,18.580171959132038
55.60784526368234,1,50.20077975235421,33.75316192936573,1,11.875619480227192
60.83051243175277,1,55.87744622334903,41.299589158773095,1,9.6936526537169
60.53802052034903,1,57.35270114119303,25.18071736304814,1,12.73260105865068
36.22330632042909,0,40.20506632892465,26.65967430147738,1,8.485746698365737
40.62174960084877,0,41.352757370731716,38.31033770308546,1,15.39018362828525
55.1503526720866,1,48.83247091128497,47.13044586189205,0,8.64029943780093
55.13785950912209,1,48.98130208771201,38.10179976574138,1,13.873901143140337
55.150476863060476,1,46.030091463500675,32.75305959896779,1,8.608479987620717
88.5273149065472,1,89.9055043651039,36.92069698871419,1,13.669801786789337
55.70890510693167,1,47.0049155871002,25.28218338358884,0,17.922623491649965
61.35565640180599,1,52.99571673287814,40.403905430933236,1,14.828732856625606
59.54001763493202,1,51.606499119937354,42.53566538033387,0,11.732066340286305
56.51391251305798,1,56.06096432658449,31.708972962988256,1,13.75226952791345
46.84730755359654,0,42.34324976024626,31.082028195603815,0,13.681988331183046
57.589692204932675,1,58.16184867081743,37.50651044746302,0,15.033369708707166
42.27174785462428,0,39.03917024256171,31.119829504406447,1,10.12828904889042
47.63181393259991,0,44.98796666769344,34.35252977962342,1,15.134054463270324
45.14636452170897,0,39.4673718213767,51.55509253941757,1,6.841948211427241
50.81874139386323,1,57.79667058272542,33.06473146372519,1,12.141663446967737
73.14658566673509,1,60.98054343752456,33.29060806716698,0,12.94224710720584
31.32734807408252,0,40.38963617741407,28.886032958622852,0,14.909864026659747
56.86260190374514,1,55.23736152449383,41.296665867186746,0,13.893829169767075
33.87284128810348,0,41.19246951504473,32.74384867866035,0,9.863549191121352
45.280681342105666,0,42.121909721489494,29.56904976053388,1,11.143130812299574
60.889505969673664,1,54.91128358853871,46.11490755666778,1,14.41449014326199
50.64280019095463,1,49.30077790424866,46.38896404565683,0,13.515187649157701
39.22255222070694,0,40.18480191019341,29.657739085125705,1,12.036640770324771
42.84696290740032,0,45.790657317360875,19.710028534485083,0,12.354854784368058
56.79597748934676,1,61.50193385139587,43.39990839316272,1,15.576339542685158
42.69633368282863,0,39.651635118108814,29.1577780780614,1,12.259695241483534
52.16458589581975,1,44.449935350597386,41.43323408809314,0,13.52306360784371
50.45571839903814,1,48.67680779870627,19.26195537825722,1,19.133955838182118
43.48399652394183,0,52.48541862558822,41.81497853259157,0,10.010473338269028
71.43944089325326,1,60.90151843290071,26.382596610416414,0,9.499181988928418
56.33919022318011,1,58.92791566022295,41.1630724636912,0,15.78575796646012
29.74857413342393,0,45.68629281931199,34.10161324936267,0,11.59836382943322
51.86454314769428,1,47.55268381851129,27.461711802211557,0,12.941697043597333
43.38213535231612,0,44.404961317849796,31.412816264201563,0,11.614751761718535
58.52433334796224,1,60.302395756767076,40.916764323051716,1,13.220986315040463
42.07479261567299,0,40.14897446473246,35.450895255705525,1,17.537841132554313
48.85263558533101,0,43.62516080325654,39.61793562304642,0,15.682373858251918
55.049872789804574,1,49.25322489103979,51.064018315614106,1,15.956556235513535
58.657551941701215,1,49.819281104311685,22.918944703396647,1,10.33258339935241
37.99703592944224,0,37.8421192492481,47.337552396221106,1,10.582056377206673
46.654987641590516,0,38.54362383052535,35.66759688226523,0,6.535403104118242
45.25054688839044,0,42.9871803658259,27.5722549578345,0,11.581558885060923
43.46670767426288,0,39.08029999903223,24.030826377801226,1,15.961092119449402
67.65454240281097,1,61.67924352309498,34.36976399392428,0,15.345457137427145
54.049817109609556,1,44.765336156203134,42.57569175087615,0,13.227213184811882
37.39116045664955,0,41.60892950348217,33.34916505981221,0,13.392072499837857
59.17861947054776,1,57.56589613556076,47.54817041550616,0,12.16135853297244
71.22156197012633,1,55.939385339296464,24.45167257809384,0,14.636328445406987
60.32465260551147,1,56.52453709639096,35.41952104750714,1,15.821188750811766
34.80630034045986,0,44.62231123356621,24.22116746171804,0,9.356409038283015
45.15765927133749,0,37.97474819822855,37.66693802456661,1,14.352272405020118
62.669111491866225,1,63.429909153217295,42.72855469537171,0,16.28446940722399
42.923305343812196,0,43.638524781939445,31.280070917742187,0,12.52071538446782
54.43819428146229,1,48.39602540249755,14.38819886105604,1,15.540515415930706
57.74634053429337,1,53.050151873248225,36.978902201086626,1,20.891562921867248
40.73069528421917,0,43.457855391336444,38.03044317807903,0,13.253756923217153
49.404746439382,0,45.00993805335493,38.20459536166268,1,14.67136255380095
17.587326599309275,0,41.45450123923855,43.2656238645427,0,11.206603822832706
39.756123586657104,0,37.24473746072952,25.919376742140464,1,13.948250378238267
47.4743184860684,0,44.47839321027667,40.31544476790701,1,14.800165432177128
37.52216818035151,0,34.66318897175016,43.91616850884137,0,13.937549214282374
66.32411303931636,1,59.18191893946716,21.587504979913682,0,11.477243961514185
35.69858622039367,0,36.27896690529282,36.8421439183715,0,13.9298761527215
45.599555133030165,0,40.05129694642843,30.746539108590135,1,17.267480949454693
51.30740577286091,1,54.41516868582129,34.41318890382988,0,14.847737526743536
64.41273289066116,1,62.44887562148311,38.50204851283975,0,16.393222630492826
35.6413784882056,0,42.318941844921156,30.384240411501864,0,12.820297644732543
61.63163752154959,1,51.59951761641168,30.175917242784585,0,15.807383348990268
50.10233061019587,1,47.58563622185656,35.27833587041399,0,14.400216207745231
40.18491348952049,0,45.908206776758945,25.811278163573608,1,11.126421445572328
54.62103474263271,1,51.89092464680215,26.544450706050153,1,14.58872320684984
51.9905969557347,1,59.11224140019593,40.53451611143876,0,11.260570280513917
43.99783122841205,0,43.93244727140977,25.50953928015135,1,11.99775593735626
50.69802084990019,1,49.92207922197917,40.36540104976871,0,14.187281185228938
46.1468640313824,0,41.98543272680774,38.50807354440073,1,14.366047964077957
51.13517345251248,1,49.91463653305825,21.250304842300853,0,10.749622306357425
56.62130674521046,1,51.93919105722475,29.910548118575285,0,16.4673905628614
65.86016816145352,1,62.077968128576956,45.34588363245165,1,15.447219058980252
37.62184501173151,0,44.16991898218005,26.531768001469125,1,11.690615811207419
71.33033374656267,1,60.87104040864705,32.35128258885303,1,10.282644683808314
30.479122004774982,0,33.72527596520098,37.72044324625392,0,12.947320992391921
48.482149049644164,0,36.919291747483854,41.191231526742975,0,12.554783696339982
55.88317206484576,1,54.119668475518864,33.28184751488632,1,14.100514583929472
52.809918677350325,1,45.87044934371289,30.36041437633438,0,12.84840672065809
43.77300480179406,0,33.662694721071894,46.06760913367776,1,8.556817944173357
47.918777496427246,0,45.55701803743126,48.80713618520199,1,12.68750820417565
45.06999065341167,0,52.750043318011485,42.584363938924945,0,12.83735203539745
44.106352430557884,0,42.376243385847275,35.38786276204809,1,15.166279610546304
58.49602097021025,1,57.12379730617422,28.9586752753831,1,12.12442123287658
53.57015485965047,1,51.03985492123436,28.534952490530003,1,17.968089780624425
43.070904047393455,0,41.620017118136445,38.83365804449573,1,8.782316704318475
58.995998754332504,1,57.78358524499684,38.7969857048261,1,17.157838719593208
53.072995208766095,1,49.26983242315943,46.36643850400974,1,13.20066247698006
58.1286211883896,1,54.59462467472578,40.610031799708594,0,16.011534604626682
56.29628841923612,1,53.63136791298418,23.290172006883264,1,14.025429478531553
41.710049890779274,0,38.869895858951125,43.00108343632231,0,16.383089837879258
44.39818959803031,0,46.4810669949574,26.735424461386213,1,12.619558880578577
57.472936051232615,1,52.39507673109279,32.301876626942814,1,11.10290765808012
56.10370265433465,1,49.201422550121265,37.306786782730285,0,17.37333477126435
49.79098406035852,0,47.04196828109111,50.95488912128964,0,13.412118066501815
51.17327383308782,1,45.80653070425384,59.93801213969728,1,14.277361660722285
62.77664895788425,1,56.93347669434868,40.49261692098367,0,17.04241276426967
44.0842861116417,0,42.35562377733319,33.238641355818984,0,11.001797616996747
55.470973811700375,1,56.17838471365961,39.54959387842942,0,15.29814672033215
47.97807347566106,0,45.928711538048596,42.00014708077374,0,12.184824578355993
47.8231879677278,0,43.85887125512177,32.325818393928856,1,13.326040370243625
60.987768519871906,1,58.77226002719998,49.911079273292174,1,14.10045278385816
58.2541634898803,1,59.16922409018613,37.25327424802523,0,10.114528616180266
58.135096360006386,1,55.76058733327653,39.38869953073148,1,11.915609320149041
63.05478807154329,1,57.07307943107426,40.980133420012855,0,17.33877799246371
50.21003841632759,1,43.65811544012649,38.383194805732025,1,15.91967873978854
56.81952971294964,1,48.41437005923136,42.05250048940438,1,13.679791650940905
46.89733243406544,0,42.32403285986108,29.906841129327887,0,14.24575529496354
53.24166352488442,1,48.08786677789073,30.69566914467598,1,13.029227006406543
48.698569456323156,0,43.61833673081994,26.1336946090426,0,17.06542985369642
50.96995964992718,1,49.52098774177688,38.56450782745817,0,13.218517748513133
55.95157025436914,1,54.248768029538404,41.52907054081537,0,14.398636635424502
41.81779316766527,0,41.29638655806732,38.253072587598346,0,16.401431223708467
70.9238727568546,1,65.58602746518254,49.44213310462303,0,12.175048743022325
39.93982618500298,0,41.23988172362149,34.45222315861778,0,17.395769484942292
37.85811387212268,0,32.50144465806925,39.74283893834623,0,9.63100875308401
61.581108735000676,1,52.1744335875444,26.845448427635517,1,18.00572750248201
57.91662693962936,1,52.80869306794087,32.299033727186256,1,12.92664357891265
56.24119817052155,1,47.47134565993356,40.8763619690523,1,13.218077093847226
56.2834550926428,1,54.7362605453188,42.10698964057729,1,9.100643673895497
49.87753227153085,0,51.06191944858538,32.64214103226309,0,12.560563851986386
41.02745628514168,0,46.19384095651054,33.97857879939255,0,10.921032798135622
50.75804558193726,1,48.33099763829074,22.894912305650386,0,12.196045048205063
43.22838288487888,0,48.03564397337726,31.80518553779107,1,13.221290243225377
59.75119733417751,1,55.221126990397906,42.61062517486717,0,16.289502982865812
48.52942618497861,0,42.93799508147141,39.52811143810146,1,14.189596902201135
41.745028032074885,0,39.10034898378598,38.59257717265342,0,14.304092194144282
46.78614158347006,0,42.28648090499752,35.23749657662118,0,10.896924359555495
54.12931454275625,1,49.482462383143385,35.262970996163226,1,11.5807010668483
44.36275447196025,0,43.180827496916116,29.435568607810435,1,18.08406763531748
41.77779604433569,0,42.20724032525272,40.17951716383706,1,11.697553333978597
52.436872114919126,1,50.09000359511792,38.489627160861076,0,17.88925807244162
52.44966571108723,1,51.83259415548977,39.058634069496755,0,13.141340317019578
44.9305682462887,0,47.48486060534508,30.53824967097379,0,13.604331205284533
45.289616943816775,0,46.66490209903346,17.537737488220884,1,16.28170523945116
52.32049937357636,1,44.074504986416244,43.89324666270838,1,16.926141042318168
35.51915658502676,0,29.6408420129953,30.445258181184105,0,13.133351731002817
35.92536225623445,0,43.68091504925661,27.39406200046676,0,12.447899611320842
42.81555778747564,0,36.45642619912715,40.18860918468573,1,13.416510034443979
47.86552848288153,0,43.07926232044393,31.75717530479104,1,14.502204390237926
53.10907565598004,1,45.77074923809865,43.63494485517197,0,15.990440730293988
64.75356216949552,1,51.14553530131937,40.67372570508836,1,14.00564589087529
58.576596232020194,1,55.989729058100274,40.89738439720483,1,15.418747669698286
48.40061470036573,0,47.26250832476032,23.99238504541401,1,17.763911624684667
49.80983792097311,0,42.59923897374267,44.68604377913986,0,14.649470789081423
39.97470635362191,0,30.6282491351924,36.58873956755195,0,14.278626267084384
49.8148686400761,0,42.722799263232396,32.03652631803418,0,9.899020310076352
47.113413610798624,0,45.20724663683273,36.00277841927794,0,7.0654429301433135
53.227185603380896,1,44.60209379578062,20.951477416982485,0,14.735483035143037
41.727690564476774,0,42.281595995325475,37.85560702006921,1,13.297493233087353
55.193465142411725,1,51.60521397636833,27.024701191664015,0,12.51691261556138
65.32738913002578,1,61.13014913884957,24.945007169753012,1,14.615373293066376
48.91239851543143,0,44.946349501264685,22.766746436028445,0,13.527238647316356
54.01711722098941,1,47.077655154640176,44.10236286096887,1,16.599792971004533
56.90143991711113,1,57.51330469450848,30.310964846313247,1,14.053305968989667
45.987795281141636,0,42.52075721552324,47.06921144338908,1,11.752447692947413
52.24092481810417,1,49.8614616914163,30.825634536486824,1,16.220234093760304
50.12592400781795,1,45.13004873617364,21.347432539647325,1,13.159690792790853
50.97676098548832,1,47.52479210820584,26.116642529685144,1,15.035876928890534
42.26990216144534,0,38.193284350551345,44.49998806812778,0,12.351871277746904
50.245101742589426,1,48.23136738024323,33.76506966363613,1,12.080334821108197
54.979982912454496,1,58.38482767488,30.862700773697917,0,14.01002023371333
64.51143607795042,1,52.67393123769419,37.00571761071983,0,14.02230033041822
59.59270826085207,1,48.06230905669727,39.49389730238296,0,15.091421753634123
71.53182457511556,1,70.08678829286772,45.01578175597547,0,13.459022108227954
42.326524371119504,0,40.914789759222515,46.204320057699384,0,8.955631027996397
58.723206367206785,1,51.24625552221249,32.55801115204765,1,12.792529418373164
51.83342005738352,1,53.90994306934422,24.48328951421287,1,15.72121456900721
71.89802933217672,1,62.121789393469626,32.78718017762263,1,13.394520388535767
41.91701714644849,0,48.91589354552006,36.67809490998552,0,12.922381836642598
41.60278157819224,0,44.21822704668867,26.870067669224724,0,15.997996896328686
44.00607354555978,0,40.410662683609466,27.043096358117644,1,11.800188402763888
28.76104275690193,0,47.52068727925446,36.68835519024418,1,9.41821280953079
44.74244978319239,0,40.22478354240538,34.347903676596005,0,13.19327119685011
42.40867338446302,0,44.74900057810634,34.882809632515844,1,12.337738589567417
51.50393786476208,1,50.77175754501766,29.007234215637546,0,11.314462957912106
53.41755975777159,1,55.83254218346038,33.327672274242445,0,13.329905055408704
68.76170839215887,1,67.94691600091087,28.544220265461508,0,15.303998285960136
