score,above_cutoff,treatment,outcome,education,income
49.55433100574518,0,0,43.398099183377965,11.34967975791202,60.856775088323786
26.640693029449032,0,0,31.60900965185303,12.637975730768884,48.84103470630243
54.290395675675484,1,0,55.15698617414289,11.577139891645064,62.77522941088269
48.782627462163745,0,0,42.63001099237711,13.805424388927847,44.69724864584284
46.63796263333236,0,0,40.08592601639848,12.86723942504643,33.676861222171894
52.19758083940143,1,1,46.698464701712524,12.755803335785085,35.60976616934975
35.664360770345596,0,0,42.00728821077982,14.946880756117416,33.064746633029166
69.29269996621282,1,1,51.68794065633467,12.270097256876179,57.66303983166914
48.972325385124,0,0,41.435671026819925,14.14220007678972,67.6202968050888
48.54155567027811,0,1,53.70806919558519,11.41832684475876,43.07473724716517
40.34603789867078,0,0,41.148963701325975,12.93575153728087,56.58422736896048
50.23946382449261,1,0,45.88741993239076,10.616033258287887,31.742641684821823
63.869598902732804,1,0,60.46338529194121,12.091053674468503,53.55081488040087
60.35916209432034,1,0,51.164972858954165,13.146488771683881,59.05866760547755
58.544377511405564,1,1,50.08944411026445,16.88562965998832,33.47694044781814
55.46398951667272,1,0,46.60368653083096,13.36552742641973,48.099797323909016
46.4145747243739,0,0,38.665558126064674,16.20177387346463,58.23246315826417
35.49836832963298,0,0,42.77293232487928,13.005597633270826,13.344589066209572
47.98961228133365,0,0,46.293053010813686,12.165519879490132,65.82439796855428
47.641285354663225,0,0,48.31829927721517,16.007951605841285,54.0082810461589
60.48794439671241,1,1,58.74590791255368,14.18867357604821,59.649526212279355
53.0939044245982,1,1,48.54010908858897,11.807373944972518,45.35675909212265
66.12311527903549,1,1,52.932546231482185,14.424836377171658,30.939641749119286
61.974885400381744,1,1,54.43059025495868,12.774057062196233,57.60624401584159
45.435043904959045,0,0,39.22647766932537,8.88498292480618,48.55242048549776
32.04870803380132,0,0,36.68418151853676,14.333407559545273,48.59025626856798
63.85575233941481,1,1,60.10626369304616,15.605540681466302,64.43685905632893
63.59385223230744,1,1,54.77436753195705,17.083699626953774,60.50415170958192
36.33788409097774,0,0,38.768922405119824,13.434423907119859,71.68863741417313
65.092400198275,1,1,55.82081763424403,12.955325157783184,53.35549076630949
53.82117170592518,1,0,50.12149614271338,14.784614005934927,42.08756791709911
51.60685498125653,1,1,46.782297913475105,14.747846380075508,47.899683335220935
66.14783254247327,1,1,47.93813122466423,16.760997342547043,56.6027437247106
63.44685173230615,1,1,57.2569013036546,13.3141503058363,63.53496340114634
56.51330951995204,1,1,55.85799244520799,12.864241340463373,33.04692353473058
54.73217065811983,1,1,52.801582308094055,11.71087628022654,50.57566844796201
56.163942905303585,1,0,45.52104947077974,14.25984246060951,69.93089417499078
45.99942566117474,0,0,38.459664437843095,9.783459433373572,46.717436114087235
49.44898550267679,0,0,46.70248287845968,14.535644310805433,61.117040808696935
40.976828454054576,0,0,41.05433003876599,13.904975097353217,55.01509317199752
46.669602242610814,0,0,42.831630610672086,14.070228472195067,61.13728750256084
46.33366121331067,0,0,50.4566839786305,13.166460309403002,39.916239622131876
43.64694630378335,0,0,38.03627277516635,15.875364884175669,39.69987458959137
51.36746502648463,1,1,56.43388059775218,14.785010881648265,50.38000920811592
46.76019149299423,0,0,43.50723136597968,11.688651362038428,31.289357702415685
55.022347203519736,1,1,43.81889169427637,11.9723123167103,47.26534744101208
33.776793867062345,0,0,36.171586316254604,10.753956189182597,51.41219927689424
48.866452058927,0,0,48.27121033586126,14.068560227318985,71.30227248928998
51.31551640177496,1,1,47.84753806966759,11.039187649573336,54.96416991141536
46.89370760163119,0,0,37.547739635862015,15.07359551521564,57.19211241064035
48.27607300190769,0,0,43.479978373769164,15.594228806748317,63.80131746479084
34.147539892701424,0,0,33.64508045078389,10.76639365888014,36.83886292252946
53.56477104669492,1,0,48.74964312769931,12.73584606221514,48.375485156217664
56.4760598256707,1,1,54.981629177105795,13.22752375749495,79.75255708421378
54.93537294203767,1,1,46.89260484002641,14.916027509200465,49.54407062558966
60.38727059442183,1,1,51.02041907674832,16.530304869052408,64.43589604482867
52.01529605782502,1,1,52.68421788934026,9.689474095997594,61.766384131859795
54.78681180650937,1,0,43.958028790058854,12.507242919141916,32.74131660799867
51.56090738456852,1,1,45.10182114897228,12.514793830416362,53.88184206252805
56.87550719592494,1,1,47.37298907077745,10.404925506104652,52.4485203860552
34.227703638678776,0,0,38.52200627117187,11.55661107055224,52.382275817953094
41.06419032021989,0,1,45.418726038179805,13.587463598307819,40.05706927452927
65.8689965703309,1,1,53.848314163649285,12.918712091430812,38.18386551408719
25.39564177903795,0,0,32.71816247403191,9.172626916156311,41.827444177653575
48.59822070174656,0,0,50.4076398874938,18.706112017072222,48.686282105164224
61.72274959608068,1,0,46.965134170367456,13.884038218290781,65.39208833081186
49.06739334458236,0,0,36.72672623624938,13.19541006055082,71.71446917116552
45.94988928549302,0,0,44.79524694562799,10.682643952430698,66.35416308322743
51.29421676815301,1,0,45.20550372847015,13.56023882698714,60.45164420619743
46.46879819997554,0,0,40.394298752727366,12.565636377916277,37.594796672402474
50.30849492756939,1,1,51.412568413204326,9.232208022396268,45.124095392883
43.166189634798705,0,0,44.939995396074515,10.654474809015129,51.83573159243584
61.086744199557245,1,1,45.36026002025825,14.922454361334609,43.51940596304163
64.2326492106566,1,1,53.15593296800235,17.31501477632058,58.34973275140107
48.66609677888378,0,1,57.2531133142293,13.694313713452603,58.51244297693983
36.13510579308757,0,0,40.40117255973655,14.790219730379363,55.04899133009438
44.761568296866045,0,1,48.73519870162162,12.531336431739561,61.777772084377574
48.16011339897036,0,0,48.771633814011096,12.771711080607904,38.96091677534015
55.05538876903208,1,0,47.59596968531494,15.333619718309894,61.699483326009585
39.91986776829322,0,0,43.14667052451309,16.023150611407736,40.64424137538697
42.30837681357849,0,0,44.026436582138054,15.3714446913386,37.93960624964322
55.106761378588075,1,0,49.709546676305074,11.020476690588003,56.896069748095385
59.38908832039558,1,1,52.05649627772817,13.147754868981375,65.52939157842732
43.78405954829316,0,0,42.58026546361162,13.368571155401385,55.23456779134143
36.66782946049004,0,0,35.98046847301791,12.080678956799643,48.916431231319535
82.84118201287885,1,1,65.1218482247054,14.760950547217556,57.005964114505964
57.833042370887135,1,0,44.2425576170465,14.876144894464508,52.42042725389607
47.32996238232968,0,0,40.502485226073034,14.925518375380172,36.22158548460824
58.690312755308405,1,0,48.215908209954485,16.632449687102298,35.95758953619186
48.75543370285578,0,1,44.25289512570758,12.303780801636005,48.92963281660412
58.67156889100186,1,1,50.96571536252023,10.532080737051428,51.825438918331834
51.593931977762225,1,1,48.791262081859045,13.764287147361774,50.295381738189036
50.91271898167573,1,1,50.71540886949538,16.795003631819878,58.20449126196654
48.864181317692115,0,0,48.2291198662577,12.011973719622645,47.300697537797134
35.5261866653691,0,0,35.90795584717212,13.939479554088512,55.30836884939518
69.3809489939314,1,0,60.03089296604019,14.972920054763227,50.203053691475766
40.58466079732256,0,0,44.04677471316325,13.100423918608895,70.93877362416984
36.39976423689406,0,0,40.2162574462228,12.60584236919425,49.608541144406765
47.87140117243633,0,0,44.55029710340464,11.089283623730305,77.87581145555176
40.385281864894935,0,0,41.46912429992163,8.148234311105693,53.262667279579865
49.48287209439729,0,0,49.48964064986417,10.76078474950386,47.38416116238114
56.87763848561769,1,1,56.98313788184594,12.425720856345132,39.89438813344568
59.95302900529223,1,1,58.966301416180684,15.493436245004181,33.6806400118369
58.14730721621682,1,0,49.23896093561642,13.038163091783753,38.9174233088678
46.9436794521432,0,0,45.691708386066054,11.870258945727999,39.13909223524644
50.49591827661586,1,1,54.272145164796136,11.232906664391615,54.78743207260771
54.078790508974905,1,1,48.19453111482188,14.435975372288206,44.09389459817524
32.42212576057928,0,0,34.93739546541642,15.189378105678589,50.485337206711904
55.7058470011986,1,1,51.567070152653216,15.298046853770877,65.9543250486401
35.42700712416168,0,0,41.31189851399847,13.775109613241789,47.48900049279793
70.4034659890649,1,1,62.51242159740694,10.660878486906066,76.99022698050814
45.95484915358305,0,0,42.05396813199978,12.175296988919948,35.48575315128793
48.15124822805409,0,0,38.0411862965082,16.839145904620974,48.00812224230627
42.302929007621444,0,0,42.13620028099459,15.012988854059094,42.7585378174304
43.700299681443106,0,0,38.17688529140795,9.736002553973844,60.608109240828405
72.7409356914324,1,0,50.410723027155306,13.57104702434443,25.396594004749787
59.40369688623298,1,1,48.29636220018162,14.008307771909067,33.622986218489565
34.507975548521614,0,0,38.55951180564305,11.010922340403209,47.162635685440605
65.04212900685229,1,0,57.96521394715737,8.83285582738787,70.12074555279915
61.932422751414315,1,0,51.12178944065214,13.555620772575294,53.903344283589114
47.187875377117116,0,0,44.43946030714241,11.340119746072636,33.500218086540904
53.06696942029838,1,1,54.91506446566089,11.524325604439584,35.94069782974708
49.85055920578926,0,0,38.74745996656041,12.286156056312162,70.06093235471836
69.72579904446933,1,1,60.59360520863575,13.324422142024456,44.518962318892044
42.0370981100791,0,0,40.97218991776427,12.742947355111001,37.88814934161074
51.46010609775727,1,1,51.644282884206895,11.275823385088716,67.87448133734605
45.71854669007195,0,0,40.92533771142071,12.431137341434004,61.70501873605109
35.66959595382146,0,0,34.5630488152048,9.055241137809134,63.85567531458369
71.91638255054987,1,0,56.520226892417355,14.279569607252652,40.79113569186519
38.184334208975876,0,0,45.68893239782579,6.932979199586961,30.517165728725264
52.20129187487776,1,1,53.19428635560473,12.487058595379093,51.81812705984024
32.59299393619665,0,0,34.26572588737796,14.316162125439806,52.280812990503634
46.00929460756907,0,0,37.64075915985942,10.761597463677418,53.97615110521489
54.219688214334575,1,0,40.38157497237615,14.559451053744837,68.1601760491015
41.75266020497637,0,0,46.14072790989011,15.064045230391075,28.370060940398655
55.86801850735655,1,1,47.763680101134966,6.56024065022592,60.90314246630884
47.30958908111918,0,0,42.352740888579845,12.616561865282092,36.571458378344104
61.600825123986134,1,1,59.735257066303376,7.596477898463033,61.42890636272871
63.61760913340223,1,0,45.353198744785146,13.172111382860175,45.66228045908369
44.132552392699886,0,0,48.03533423425018,12.809634149818342,39.645593688583844
50.76732859392957,1,1,48.019102481394775,8.057931885996211,42.757900376002524
51.83454226472233,1,0,41.32293787140621,16.904712992101402,32.836131817153486
56.193492954346986,1,1,50.75734276857784,13.75783640389966,51.10449657343631
50.143819962442656,1,0,42.18152285561541,11.306267734709209,40.74230130831878
51.90210959342842,1,0,47.714333992337075,15.987822142799889,59.62578973014618
47.5659352520488,0,0,41.19043789047329,9.33575161627683,57.437266497599886
51.152398669720185,1,0,37.92963049118392,10.576229893054972,70.3731245018055
62.979401935351326,1,1,54.2574508300397,8.790471010720742,55.693869996028056
56.46083241211854,1,0,42.80423599691312,16.795915365442223,56.894216446172734
57.01255639443369,1,1,52.973557733170125,13.875069434777018,67.50245338137714
57.23070324135578,1,1,47.51683029154459,14.535724676937663,43.19111797181522
48.46191222118964,0,0,42.27890489790647,13.555859834472642,31.987092668242568
53.1882704357953,1,0,47.324486434754995,14.243183635363028,52.71995575312025
39.148263216642555,0,0,38.724296708184205,12.830603324291257,31.843224691091407
62.688076563169574,1,0,52.345759413588965,13.922484982309971,80.71607173142164
22.170395676567797,0,1,37.456346501154925,12.380318742742936,64.68301907260408
49.128516076645745,0,0,39.93252323939765,11.756671871160815,75.88056760728352
61.408959771502744,1,0,50.44688972325254,13.249019262715745,51.89025969710782
36.361320663706586,0,0,24.86264514182077,13.138028766434552,55.24301519078983
53.99779917616851,1,1,51.63823279481435,13.341032214389317,44.88607473418513
43.19233553420973,0,0,40.3929112456055,9.840225850519657,59.914331220461996
46.31196734811131,0,1,42.87218462014377,10.199385683226522,35.044678190198454
59.45940960639438,1,1,54.64258249238329,15.449465156024614,20.428822686942095
51.9805692588515,1,1,54.33107493816602,12.445428985998742,40.70952949202235
29.65644132115637,0,0,32.92414967018241,13.559143933706572,30.499962424707846
40.235744602684015,0,0,36.33861434037512,10.522832518635727,66.75869529418283
59.7533573488876,1,1,54.186779724198644,10.346308967173567,72.76346519585255
54.489427181929976,1,1,45.552286924379544,11.447489590394474,33.61379384923566
67.48135572524285,1,0,51.09915238047927,13.079310530214459,67.24872286277916
66.82647594013297,1,1,61.95284661666849,12.174513679635163,63.09926739602254
46.577548698532084,0,0,43.53749126851519,15.485193507167391,30.82043465322669
75.03237805069489,1,1,53.64832116956278,14.11001794459577,47.82002743389007
50.24479669851911,1,1,41.58443176014195,16.705221138079292,43.06251500435768
40.373314655909745,0,0,40.835000098541975,13.520015747820127,58.013276249117375
43.663601340894225,0,0,45.28136297411786,7.9848064043872045,34.62100792322926
27.43274894710581,0,0,27.245888639048303,14.435065681330283,46.556803386796794
66.07019008249281,1,0,54.83394547123244,10.463002457534875,43.37580496085387
65.94761989043863,1,1,61.94518397517819,13.939495931135836,57.274856189665584
39.84492561186679,0,1,51.12389875776795,11.145979653028315,46.38298818093153
47.72115711618094,0,1,48.83546959752997,17.2170567824138,43.349167264333346
50.956075441125776,1,1,51.15524809877278,15.907878118094043,47.53604863652764
40.396469478578865,0,0,31.665497028776855,11.22825280095385,73.47216094193924
32.448979687288386,0,0,44.62350003562815,12.218754054376427,43.24210233529617
47.896423962230884,0,0,41.64625112873096,13.426088858165363,37.29757977681764
46.78920570540753,0,0,39.660718219003606,14.630504314285448,56.680123400412334
46.11588759011225,0,0,42.037119257297626,12.941780452353393,47.889292725935746
52.22716062600965,1,1,55.81027396974655,11.017025020018554,33.239908892203296
64.29519658525992,1,1,64.62978248280415,11.993738619157691,78.20747568095558
46.96907280308274,0,0,43.98617111944475,12.900108591338899,45.4671599332685
51.70442998721363,1,1,53.49455168402143,15.520046857145791,45.636009551185154
57.26870523744936,1,1,52.457168813466694,14.073736878195568,52.6448947466421
55.54142926512748,1,1,47.269532740491,11.619413024723793,71.31554415701882
43.855764755521584,0,0,47.83485706091396,14.112418498085228,29.228632557324207
50.963771231140356,1,1,46.64337569414462,12.254943459177891,53.408207316160514
55.47539820169053,1,0,53.87982219433279,14.945077956424399,75.59480576169258
38.71648662489223,0,0,44.55240863152245,17.71551543540398,50.416392831365
62.63539010796508,1,1,57.42384010981137,12.661408961351853,36.43953125915475
64.31588905214112,1,1,63.12384355108797,15.032686991016975,44.01082666968628
42.772197445555065,0,1,53.965482855520484,11.292379259291193,51.759810101636994
51.93670018348169,1,1,48.9173766398836,12.833573471121856,66.16331700602652
56.42278256671032,1,1,48.62621480968943,13.251808050745513,46.570248123678304
44.543858436712476,0,0,34.814849869330345,12.448948433012612,59.37420741286043
54.81613845688094,1,1,60.03679825016149,18.070511531256475,33.25718792112542
51.63255626292165,1,0,44.05755009578703,12.435790538530885,32.83863519115151
35.320818223611994,0,0,42.20055654021296,13.733327624278095,42.738473558141806
54.59161315978558,1,1,47.98078510985486,9.277574656146703,67.7155059784577
38.99857583728964,0,1,49.302350482292965,13.53395040185791,49.726353257894196
59.39202851662047,1,1,50.54554389104858,15.565870040203109,54.416937198461476
43.28788924866111,0,0,36.87706808986118,11.743441992301733,52.665744071748435
48.38714566338855,0,0,43.35954710787927,7.931170087820831,63.14921035737963
63.72278913446575,1,1,53.38429176338633,13.334380136379322,44.04963060299233
54.96381646528845,1,1,53.51710737448908,13.18328219472971,58.75580294838763
39.20526080425455,0,0,39.39705069335718,14.124307925616247,38.949934114163895
39.85083429200916,0,1,46.08622672421226,16.717331099587142,72.78435530025004
44.00697211376274,0,0,40.839400164540194,12.060101862212267,39.796003959816
53.94644083356666,1,1,47.96279093270811,11.405816977686438,39.805972446413215
53.58299814932768,1,1,48.10725688307954,10.773654341736943,56.954337576789364
41.568976953371305,0,0,48.96424366880976,13.143226542664337,50.11435887252502
38.32790514385641,0,0,40.06463630083595,13.608545671952696,52.75501938951685
52.81583405085834,1,1,42.122868187616994,11.99316423280058,53.00934895099365
48.18139934209838,0,1,45.659863617232865,14.50280747171453,36.73343354852057
71.57215887447737,1,0,56.17354356714218,14.577932919872671,71.51752303640154
50.366036565630786,1,1,56.21461700781691,13.097444476258703,60.75911012723239
68.14252827700275,1,0,58.18605900206097,11.739446406821832,68.12165224290567
38.2961640189566,0,0,35.46121066355064,11.685156289599252,42.48964573257057
34.26787060438293,0,0,46.80735831648126,7.668525522766399,53.425069597020354
38.79914867474466,0,0,39.27493287816642,13.135548588638407,51.24833641429076
61.89129781453466,1,1,59.580968151567106,13.40942151193091,64.72516129587156
67.56101589693534,1,1,52.81047395886806,13.903788459087034,65.67907917164897
42.17820546047366,0,0,31.496450349233243,13.77398419494333,51.53443018154474
45.39433970240442,0,0,37.06344388972877,13.63347316393658,31.324020388121426
38.310190897875,0,0,26.153761544154676,12.428539365644179,70.18696173483977
31.88360152881613,0,1,48.0401580734197,12.553844132189989,54.860209357163285
57.184116977766294,1,1,53.10019016442881,10.40689067594065,43.417167201082925
52.230203029621634,1,0,42.41652544101869,11.899464799509797,55.101525962162505
50.10487982673875,1,0,46.86293603328986,13.104088502169084,31.87736540124359
35.9994346283662,0,1,42.40705345890376,11.108275887026267,61.26418027248915
66.3995668182866,1,0,55.68351699159926,15.212288596293691,33.98541575047882
44.96643261950527,0,0,47.32134191429771,11.531728816675098,46.846629357505535
55.33626424816476,1,1,50.15844751198232,13.592698749941576,53.46707982008307
35.45438594755276,0,0,34.207835749372435,12.796762892057254,61.011515138540396
48.09474810379963,0,0,47.35847490938749,14.435397630334808,51.08801092759245
52.91374456238584,1,0,49.66620339273078,14.888994684928178,57.91092893958919
53.27075218053307,1,0,47.03831932275191,14.48618778735187,49.98907231665869
51.546485432366254,1,1,58.13345947090622,8.834382160204722,49.76841713190526
54.945224920487725,1,0,45.72132396879726,15.536653043640884,51.52024949622834
38.694795439670386,0,1,39.397965833294116,15.715460311579307,46.600784493738544
51.97372605439661,1,1,51.30922873722471,12.09496321298896,29.958529688462434
51.13757683480278,1,1,46.5190369897474,13.507421130389783,40.89387575912074
52.31672684195061,1,1,51.790429517554884,11.287838444996954,53.16897077753544
50.723452173191816,1,1,45.67969306323815,9.124946551731451,47.08289317545456
37.26787226086602,0,0,37.03296699870547,11.140605636741208,46.85707823990372
36.822002478910264,0,0,45.97436291961179,11.524381995440088,44.80195621462644
27.857318141154487,0,0,32.30630964358652,11.626018081531004,37.42255110133364
58.17534509845298,1,1,49.542266373157304,11.327432172941615,44.90034097812977
58.27657509735199,1,0,53.82100270350199,11.781446919286083,47.14567657707206
58.4355029122212,1,1,48.66358365496383,13.231052444109821,50.905267977724314
53.06789962461452,1,1,47.412176891718985,11.551583022518152,55.027330096098005
28.66880782281889,0,0,36.640648393445424,13.447112899784623,45.700277291653016
39.73289508214734,0,0,43.62009323656684,14.0553081552593,36.6174264399057
51.704154175931116,1,0,50.73398265228985,17.811900117606914,33.39343093856772
51.35518002791795,1,1,46.33870268507704,15.292015265084462,81.30476449129449
47.77251786847979,0,0,46.27029362618437,13.419381652711223,36.21947142367322
53.689172029082464,1,1,48.63015321636451,11.870146567537116,44.14541718773565
50.11651707685245,1,1,46.2856360043837,13.590990215653571,56.21565533785247
51.207704655513616,1,1,54.06670345692595,13.689423059498122,54.45109778033953
43.60934667167984,0,0,39.60645575240158,11.781654222139073,55.61132297790685
59.820109861215904,1,1,54.67287331469188,14.862066089342232,45.66940615173549
45.69228391319616,0,0,43.46845983352063,10.074572488032134,52.43192523899418
36.693509169793735,0,0,34.06373707954286,12.11200560401879,49.40547488786974
42.290009871812714,0,0,45.00937635733164,13.880417214789196,45.48342457668583
46.5153380863802,0,0,45.49879261790591,12.320291847407212,52.5964507098941
59.940027883688465,1,1,45.67485149436254,12.884692029652111,63.65838934937732
49.57732001565207,0,0,45.89834445277541,12.711747878085001,49.69132932034127
48.13851781034351,0,0,40.977365168505266,11.272953052934813,49.62728593731143
37.51336575237373,0,0,43.14498410183737,14.97320283571963,61.56926899374918
57.854825898295765,1,0,43.145813602024845,11.199569433103242,62.321806907655336
43.48047845976615,0,0,40.3143313553649,13.440733008612755,68.35528513753842
48.99972141058664,0,0,45.94795890924718,13.797287438882346,28.82520932730374
64.80183076881865,1,0,52.618276560976824,11.546811120646625,62.341613274914536
55.08763331049305,1,0,50.595649682102405,13.298837508076277,57.727723875875455
33.71745952284826,0,0,30.785041817386972,10.692259440196043,37.74391717924564
32.304897636475275,0,0,42.76010616570715,15.251231879206149,51.249544779633666
49.35689549880754,0,0,46.77902638455686,10.7031409910118,62.54915052297674
37.87259385125195,0,0,44.37516977762956,11.328383627073631,38.83735231530039
56.48546747632998,1,1,55.38969441509795,10.746114007578738,55.959295895906685
50.42263064964979,1,0,45.16487486700472,10.29728146575439,60.49850717373719
51.65384769023863,1,0,40.69013100147467,16.232046012471745,37.313150018646
42.93256818357647,0,0,39.21207136679344,13.873526393332417,47.58582850901587
67.41383655286705,1,1,63.71517160788383,13.803001947987099,55.35300417499564
78.42593728010459,1,0,64.75471976667782,12.539624191709294,43.289015661495
47.21415276243285,0,0,41.12867646080167,14.731648204966524,39.171576887120736
53.530392484150006,1,1,39.14197909726629,11.457466895789594,48.73250402606171
50.97417343064313,1,1,48.28632777810109,14.6165037915795,59.717093945908616
47.40313136558931,0,0,42.550754130278186,11.177071387756406,57.46512115086425
41.67929532267203,0,0,39.840557213174485,11.461363455928817,38.830976782031094
39.15032012519523,0,0,41.689316869923225,14.191074375991699,56.74104663390776
38.64402734474476,0,0,42.82686398965903,14.386975508653876,38.83312542047637
54.052400255491456,1,0,50.987398316143825,14.316517875458267,31.083202449627933
44.803255217963645,0,0,44.184464169523295,10.74474942502532,45.07460266922959
24.2170714985947,0,0,24.905452941606804,11.333058413512184,60.8973396088883
54.44858220598322,1,0,45.85949217221843,13.447254948576523,58.3163848462948
49.61738717535844,0,0,54.02505272187597,11.289959691440568,49.94287702905751
63.46673001401146,1,1,56.880231946215645,16.14592742067893,46.346207198308456
53.731223970910094,1,1,51.986890259230506,8.30804283122621,45.695976763693835
35.21326403689703,0,0,39.04457577754395,10.998918890368605,49.82674527401926
27.70323359270019,0,0,35.51313528637405,11.311964002041343,34.94907352912007
42.80527615662063,0,0,31.870189353966623,7.096270955155083,45.103239473246504
43.74892579306347,0,0,40.91636562888746,10.020009513319522,46.78805904298912
59.431592010001665,1,1,53.214224677822074,14.533526785384188,34.73026569958219
49.91129067710427,0,0,50.08162693556578,13.057905993419055,39.929750056939525
61.33688498098509,1,0,50.85913406898173,16.486378593515358,56.059769995935085
36.75166944297366,0,0,31.78978917507906,15.693002975058848,48.7893090235893
59.65264384380448,1,1,55.19667854658925,14.155672072522027,47.260122890059854
57.20989153430919,1,1,49.039647174183614,13.842773244030699,39.78385990297536
29.817658885688036,0,0,30.041686878518345,12.526391983728443,66.9039637956394
63.22617841260772,1,1,51.92645301943754,8.08662131661925,41.26686726510896
50.93458491766353,1,0,47.63730937748983,10.238918520877755,53.11257217890721
53.92044503868506,1,1,55.6452674783828,13.31896435735842,44.53761544698296
41.35103887571577,0,0,42.60723921856823,13.972582583766817,49.5704553992316
62.752470129219724,1,0,53.904327959077946,13.961913728152872,56.766563916206444
38.141476707611304,0,0,40.96291944515766,10.859314365797024,32.3710686002665
58.32092018373946,1,0,49.565768799311606,15.124440170451177,50.752697088532095
58.20607475908671,1,0,51.890759919394384,16.211070300281875,65.10935126366682
40.258325718277774,0,0,30.4540609908612,14.583728972131013,70.16385529373181
69.83373599422575,1,1,59.011221402332204,15.574210739007714,50.423205920361006
52.31528480217519,1,1,45.627942262598594,11.951006948154834,50.73170296682043
56.53892610271024,1,1,56.57107334153167,15.348036028482905,77.18988895348942
34.72879204664244,0,0,36.775774802453775,12.833381040054588,62.091970583854625
71.17730003008565,1,1,59.362442368114145,14.658430057946578,44.710315171945936
37.7544305977491,0,1,36.506927801859334,13.36349660358189,41.34764164914143
60.248864327659305,1,1,57.84175571988106,13.064491718948958,62.50347997421315
40.05228282068305,0,0,42.53545389143676,10.981563534375887,36.87278272151954
43.81011197152317,0,0,44.1328475151236,12.650030032037602,62.433732213218555
57.88754043885447,1,1,49.341678810751944,15.21014944813128,54.800353608897545
60.27552713675157,1,1,50.69320418862327,12.425314203476729,57.24020188200002
37.28715750885898,0,0,39.53797657221311,14.405309250482063,45.647910109125256
60.904721690569936,1,1,51.32436720429276,14.80128299195244,43.53257451810008
60.44980495133194,1,1,55.61447432637532,12.715619354500298,68.58889446555304
40.62046591155108,0,0,31.666582544708653,15.496214184585686,46.10119922451341
65.9864759359111,1,1,54.693059742329176,12.76850093569592,46.66742667470477
35.43142371751962,0,0,44.902725720465774,15.582036436750851,47.58149755719425
43.75227417222385,0,0,43.63408039809499,13.680822188248662,51.69149300983771
54.790026240919886,1,1,51.71218777858391,13.111968950320568,38.109101103458606
41.46433715297393,0,0,48.6730747191724,10.968327353913912,42.36797578481445
52.63819085679341,1,1,40.625280953190966,12.902625265433718,42.84743419880665
52.41076078803295,1,1,46.59413593486404,12.664803796652148,60.384439734085475
